Unnamed: 0,ID,RAdeg,DECdeg,G_mag,g_mag,g_r,logExcess,Gp_G,Pext,Pgc
3615,324209665084253440,22.097989,41.053956,20.802,19.404,0.822,1.117,-2.364,1.0,0.01
17275,2859451894098199680,8.588823,31.267246,20.591,18.966,0.75,1.252,-2.468,1.0,0.0
13020,390968403352853504,8.230279,48.8731,19.83,18.903,0.956,0.863,-1.895,1.0,0.01
4936,365157539686511872,7.489441,34.247456,19.997,19.263,0.765,0.691,-1.475,0.94,0.03
15699,403541731132796160,18.528328,50.445705,17.933,18.801,1.256,0.422,-0.517,0.88,0.04
18178,2860796459380072064,4.017487,30.446437,20.898,19.428,0.713,0.8,-2.139,0.9,0.1
7182,371046489605721600,17.240849,39.54804,20.403,19.267,0.509,0.791,-1.936,0.84,0.1
13907,394397539598589696,4.718824,49.781574,21.491,19.34,0.547,1.377,-2.942,1.0,0.0
5392,366514611913153792,8.397709,36.323026,21.171,19.316,0.516,1.149,-2.619,1.0,0.04
3647,324133828845630080,22.672452,40.638148,20.28,19.394,1.054,0.949,-1.927,1.0,0.0
9943,380382339757250560,5.037307,40.488317,21.264,19.39,0.995,1.3,-2.707,1.0,0.01
16370,414962663350962304,12.943097,50.729704,21.662,19.025,0.369,1.426,-3.184,1.0,0.07
9788,379244173422790784,6.010648,38.747835,17.135,18.043,1.195,0.469,-0.623,0.62,0.33
223,309553862279884416,20.748928,30.465787,20.714,19.14,0.73,1.052,-2.346,1.0,0.05
11530,384952253681047936,1.461387,43.826512,20.445,18.782,1.11,1.031,-2.467,0.98,0.01
13717,393643996182748928,3.158053,49.006182,21.108,19.399,0.907,1.28,-2.657,1.0,0.0
4583,364257898657216000,14.206056,36.226567,20.658,18.622,0.502,1.26,-2.668,1.0,0.01
19006,2863145424238532736,7.201665,33.987131,20.468,19.246,0.399,0.847,-1.79,0.82,0.13
15321,401691734096866176,17.132227,47.820212,17.363,17.448,0.587,0.294,-0.316,0.56,0.15
11260,384216680401439616,0.756967,41.184886,19.771,18.808,0.659,0.875,-2.045,1.0,0.1
16612,415915634995057536,8.602351,51.714974,20.332,18.928,0.827,1.104,-2.312,1.0,0.0
3065,321891894572865920,19.550928,37.676971,20.555,19.291,0.88,1.069,-2.143,1.0,0.0
4135,362352307566428160,9.933922,34.231507,20.588,19.398,0.907,1.127,-2.143,1.0,0.0
10568,381518925543029120,8.86582,42.245979,19.588,17.898,0.762,1.287,-2.609,1.0,0.0
7810,373482663775913344,19.600683,43.472125,20.424,19.002,0.622,1.145,-2.311,1.0,0.0
3144,322946085705463936,22.562411,38.712281,20.468,19.494,0.972,0.886,-2.012,1.0,0.04
205,309247029816381440,22.460134,29.982159,20.732,19.095,0.637,0.99,-2.251,0.94,0.01
19645,2874338727487514624,1.650171,33.571049,19.727,18.631,0.892,0.985,-1.893,1.0,0.01
11136,383620981321469952,4.617605,41.995389,18.177,19.309,1.15,0.174,-0.075,0.79,0.01
14121,395046766854141440,3.635836,51.857429,21.095,19.381,1.036,1.376,-2.803,1.0,0.03
6929,370594968283763712,16.207122,38.537638,20.339,19.49,0.687,0.766,-1.675,0.88,0.05
20453,2881990645518704896,0.765466,40.441082,20.895,19.483,0.78,1.007,-2.287,0.89,0.09
11564,385977337818970624,3.455226,44.767432,18.224,19.494,1.225,0.12,0.032,0.64,0.02
18879,2860685786662289664,3.812185,29.984679,20.104,18.808,0.964,1.102,-2.11,1.0,0.0
15717,403601031744033408,17.740032,50.537877,17.999,18.818,1.017,0.227,-0.208,0.55,0.0
16656,416120346016755200,9.134792,52.202621,18.226,19.216,1.253,0.469,-0.68,0.67,0.07
16030,404847676068560000,16.486134,52.130625,17.754,18.853,1.298,0.274,-0.254,0.69,0.04
3780,361346529305303936,12.417476,33.321979,21.661,19.012,0.512,1.504,-3.249,0.98,0.04
1190,313282271850329216,16.202508,30.748528,19.588,17.801,0.906,1.325,-2.612,1.0,0.01
12153,387753706228845312,9.715369,43.883639,20.417,19.358,0.83,0.985,-2.013,1.0,0.0
4875,364930284376717952,8.474687,34.098567,19.847,18.889,0.954,0.884,-1.809,0.99,0.01
20314,2877677398841296640,2.614544,37.425124,20.312,19.304,0.571,0.8,-1.842,0.84,0.03
20629,2881066162396317824,1.511248,39.235424,17.046,17.625,1.184,0.426,-0.687,0.55,0.23
1681,313430740280042880,16.87217,31.678233,21.287,19.458,0.717,1.197,-2.454,0.99,0.03
8963,375923132912933760,12.937584,43.747411,19.489,18.561,0.838,0.924,-1.779,0.97,0.1
15210,400689559313617792,21.685869,49.974312,18.066,19.334,1.271,0.165,-0.048,0.53,0.01
16022,405054830934683264,15.893758,52.4282,20.23,18.733,1.293,1.429,-2.857,1.0,0.03
16561,415694873676129280,9.01917,51.316047,20.032,19.285,0.746,0.769,-1.55,0.99,0.01
7560,372998157104459520,17.907682,41.783456,19.156,18.03,0.932,1.024,-2.003,1.0,0.01
7041,371884145667007872,19.325788,40.237764,20.222,19.08,0.939,0.913,-2.002,0.99,0.0
13304,391813171880432256,5.989326,45.001477,20.285,19.238,1.098,0.944,-2.122,0.99,0.0
5698,367700229045043456,12.00979,37.954638,19.972,18.635,0.736,1.046,-2.164,1.0,0.0
15925,404422680464835328,16.139775,51.203077,20.119,18.637,0.943,1.228,-2.428,1.0,0.0
6896,370349948989524352,18.550967,39.745516,21.543,19.401,0.926,1.313,-2.971,1.0,0.01
10755,381938178775431040,7.735538,42.192954,18.95,19.024,0.941,0.517,-0.815,0.85,0.12
17182,2858989235926002560,6.94129,30.021043,20.414,19.337,0.928,0.951,-1.806,1.0,0.03
19895,2876053969921514368,2.69702,35.014585,20.578,19.121,0.53,0.94,-1.945,1.0,0.37
9655,378931293646250752,7.29571,38.034659,20.018,19.492,0.883,0.686,-1.396,0.99,0.06
17696,2860534878691998720,5.371203,29.906493,20.423,19.201,0.939,1.053,-2.049,1.0,0.0
16715,416204153712702592,10.338194,52.739628,17.633,18.42,1.168,0.27,-0.406,0.66,0.14
4846,364497901429856384,14.552647,37.573987,20.393,18.969,0.613,0.975,-2.21,0.97,0.0
6179,368879042949206016,11.872726,39.673246,20.078,18.567,0.57,1.018,-2.266,0.99,0.0
6064,368664294585293824,9.602245,39.232222,21.615,19.364,1.122,1.507,-3.403,1.0,0.07
17387,2857522148112978560,5.300759,29.646035,18.921,16.855,0.835,1.345,-2.723,1.0,0.07
20062,2876070840552679424,2.508845,35.135234,20.496,19.158,1.013,1.124,-2.271,1.0,0.0
14000,394750826431663744,5.62343,51.011293,21.228,19.462,0.801,1.276,-2.612,1.0,0.0
18394,2863185491989342976,3.964806,31.669091,20.696,19.245,0.407,0.983,-2.092,1.0,0.04
3249,322425810547298944,21.742596,37.703354,21.538,18.803,0.671,1.498,-3.238,1.0,0.21
14758,397529017435923456,19.747588,44.286399,19.171,17.372,0.787,1.266,-2.571,1.0,0.02
14520,396841753948732928,20.771288,44.434918,19.385,17.94,0.759,1.197,-2.378,1.0,0.01
17563,2858911690292642048,7.615689,30.145658,20.067,18.483,0.991,1.175,-2.359,1.0,0.0
16082,406995503313173376,21.671064,52.264957,21.497,18.811,0.367,1.565,-3.434,1.0,0.02
4686,363846578229352704,13.67625,35.480714,20.798,19.048,0.48,1.045,-2.344,0.95,0.04
6708,370292636945576064,18.514566,39.062131,19.591,18.566,0.912,0.979,-1.921,1.0,0.01
19574,2875197416004838144,0.368923,33.958659,20.05,19.469,0.735,0.68,-1.384,0.94,0.06
8644,375407496318672000,12.248249,42.693353,20.207,18.79,0.236,0.794,-1.677,0.92,0.26
1058,312865213346226688,13.911131,31.546263,21.356,19.273,0.621,1.238,-2.776,1.0,0.01
1770,314083506589136384,17.876749,33.593422,20.148,18.706,0.652,1.099,-2.237,1.0,0.0
4722,364108017182564864,12.536072,36.001636,21.082,19.312,0.385,0.943,-2.218,0.95,0.17
5395,367203765185410816,11.778428,36.770315,17.695,18.648,1.08,0.251,-0.203,0.53,0.01
12839,389925379134142720,9.951225,46.546428,20.243,19.035,1.129,1.124,-2.17,1.0,0.0
18206,2863358905588529152,5.071963,32.738266,20.22,19.031,0.867,0.978,-1.99,1.0,0.0
12728,389725268018250240,11.594769,46.147393,20.337,18.667,0.852,1.277,-2.706,1.0,0.0
10747,382237868711218304,5.967636,43.209298,20.63,19.159,1.008,1.161,-2.555,1.0,0.0
13590,392853516040349568,4.452792,48.873228,20.355,19.351,0.968,0.88,-1.937,1.0,0.01
15271,401627378308377344,17.804548,48.421773,17.097,18.398,1.333,0.329,-0.262,0.53,0.21
13246,391504449631604096,8.870515,50.015634,21.325,19.379,0.75,1.317,-2.671,1.0,0.02
7579,373058389725624960,17.135598,42.105803,18.077,19.009,1.17,0.242,-0.203,0.53,0.01
18283,2861659644728096768,4.0363,31.255361,20.574,19.18,0.789,1.072,-2.172,1.0,0.0
2213,319797290561746432,19.941866,33.397888,20.275,19.317,0.611,0.816,-1.645,0.99,0.01
3676,360700566223768576,10.30202,31.808818,20.359,19.027,0.919,1.073,-2.221,1.0,0.0
2665,320674116724897408,20.104582,35.525004,19.301,17.843,0.592,1.129,-2.125,0.99,0.06
17790,2862016127013110528,2.936483,32.412257,19.808,19.135,0.914,0.783,-1.639,0.99,0.01
8192,374586092411992832,15.897065,41.729233,18.215,18.666,0.962,0.379,-0.525,0.8,0.04
14581,396754583293182080,21.761328,43.857733,20.663,19.445,0.969,0.983,-2.123,1.0,0.0
16980,2810192948540637312,11.079476,29.431375,21.167,19.407,0.319,1.038,-2.279,0.96,0.18
5363,366564158655946240,8.207606,36.383862,21.758,19.312,0.281,1.357,-3.04,1.0,0.35
13111,391229640445430656,7.067065,49.311399,20.386,18.83,0.582,1.021,-2.163,1.0,0.1
10030,379799770392232192,2.991883,38.648261,20.9,19.432,0.889,1.257,-2.585,1.0,0.01
6229,368961094004379008,11.458207,40.085876,19.577,18.521,0.799,0.95,-1.955,1.0,0.04
5291,366717300010174336,8.54915,37.287586,20.619,19.101,0.581,1.112,-2.309,1.0,0.01
1690,313451321763327488,16.935554,31.871594,22.038,19.345,0.455,1.413,-3.113,1.0,0.29
18893,2863175699463945344,4.461838,31.730327,21.344,19.323,0.347,1.154,-2.586,0.98,0.03
1576,314671332993108096,15.653007,34.022506,19.36,18.587,0.649,0.737,-1.49,1.0,0.26
510,310663475670829824,19.982301,32.086866,19.614,17.968,0.727,1.172,-2.353,1.0,0.0
11180,384489393646358912,0.236992,43.189206,20.642,19.198,0.763,1.028,-2.179,1.0,0.0
8035,373739640260364288,18.396095,44.167105,20.154,19.151,1.222,0.911,-1.972,1.0,0.03
17916,2862035059229583488,2.747208,32.679923,20.768,18.904,1.02,1.201,-2.55,1.0,0.0
13928,394450178720696960,3.466879,49.96075,20.031,19.008,0.655,0.835,-1.711,0.96,0.03
8745,375668218013318016,14.20919,43.134805,19.551,19.217,0.61,0.54,-1.111,0.7,0.07
18818,2863105021481664384,6.974945,33.522594,20.059,18.798,0.852,1.002,-1.989,1.0,0.0
19951,2875853480849542400,1.844488,33.887795,20.303,19.252,0.976,0.883,-1.842,1.0,0.01
15609,403146559781841024,18.645044,48.770055,21.796,19.397,0.804,1.626,-3.496,1.0,0.03
16907,418984818629420160,7.004654,52.316319,21.05,19.493,0.845,1.177,-2.419,1.0,0.0
16832,416983982339748608,11.560586,53.200232,21.432,19.159,0.942,1.529,-3.187,1.0,0.0
9459,377770415528627840,14.565408,45.537204,20.801,19.221,0.794,1.209,-2.522,1.0,0.0
15584,402996785683675904,14.73411,50.695699,20.664,19.189,1.051,1.243,-2.419,1.0,0.0
12106,387996251622534784,10.743679,44.468902,20.395,19.118,0.803,1.082,-2.269,1.0,0.0
4664,363427251981851136,15.108844,35.597377,20.429,19.412,0.401,0.72,-1.543,0.93,0.3
394,310708242114244096,19.424891,32.268283,21.709,19.172,0.416,1.335,-3.025,1.0,0.01
12195,388251510118700672,9.361486,45.086929,20.989,19.479,0.552,1.056,-2.237,1.0,0.06
9474,378514750537897984,5.960259,36.893881,19.482,17.981,0.932,1.12,-2.264,1.0,0.01
15055,400428700179117824,22.674852,49.549518,16.491,17.32,1.053,0.285,-0.232,0.61,0.1
5079,365762923917165952,9.001908,36.076518,20.255,18.976,0.761,1.02,-2.243,1.0,0.0
5541,367522520477577856,11.501689,37.978989,20.471,18.529,0.445,1.246,-2.672,1.0,0.01
19232,2864018268968448384,5.046253,33.805566,21.359,19.379,0.506,1.316,-2.681,1.0,0.01
19922,2875683881180564992,2.834256,34.027742,20.302,19.244,0.817,0.879,-1.908,1.0,0.01
4205,362530291010681856,11.031731,35.430452,20.661,18.782,0.279,1.216,-2.374,1.0,0.09
852,312435476097879296,12.671745,31.282312,20.628,19.095,0.841,1.221,-2.38,1.0,0.01
8711,375610390573372928,13.434013,43.158701,20.332,19.435,0.781,0.827,-1.792,0.99,0.04
8766,375410313817447424,12.422272,42.758703,20.449,19.045,0.747,1.03,-2.352,1.0,0.0
4314,363571150566448000,16.095432,36.354801,20.536,19.069,0.645,1.104,-2.356,1.0,0.01
1396,314016917416400512,18.254481,33.339302,19.763,18.478,0.736,1.058,-2.125,0.99,0.0
1496,313765163613053952,19.144832,32.921401,20.416,19.484,0.994,0.919,-1.921,1.0,0.01
8052,373646422289022848,17.585134,43.830597,20.773,19.499,0.921,1.104,-2.216,1.0,0.01
13399,392090278874950400,4.903406,47.081687,19.596,18.809,0.832,0.826,-1.612,1.0,0.12
14041,394920563540933376,5.115243,50.820077,20.357,19.278,0.961,0.965,-2.032,1.0,0.0
2033,317397572074279808,22.467777,34.879217,20.03,19.147,0.862,0.841,-1.675,1.0,0.01
4505,362862652760725248,13.653181,34.099115,21.084,19.464,0.648,1.204,-2.411,1.0,0.04
15872,404131619122473088,18.295397,51.869574,21.336,19.098,0.488,1.234,-2.621,1.0,0.02
14353,396055500055931392,1.261471,52.380188,18.036,18.451,0.675,0.236,-0.258,0.54,0.03
7214,371602189653952128,19.974912,39.406018,20.699,19.44,0.849,0.95,-2.053,1.0,0.02
475,309807127911455360,19.333087,29.981003,20.686,19.485,1.141,1.135,-2.38,1.0,0.0
328,310352554398523520,20.382511,31.048775,20.291,19.127,0.907,0.978,-2.116,1.0,0.01
16281,414729669965059712,10.830832,50.074031,17.9,19.338,1.296,0.125,0.052,0.51,0.0
9735,378647447848763776,5.252927,37.327819,20.56,19.388,0.922,0.927,-2.103,0.99,0.02
18586,2861948919364958464,3.295816,32.199022,20.378,19.279,0.831,0.897,-1.939,1.0,0.01
11321,384293783653381760,0.510032,41.712541,21.222,18.935,1.081,1.553,-3.164,0.99,0.01
16652,416081592529665664,10.137323,52.037136,19.067,19.297,0.71,0.377,-0.574,0.73,0.08
4326,363900694817200640,12.719742,35.727215,20.893,19.418,0.534,0.964,-2.143,0.93,0.05
20377,2877003531356253312,1.275158,35.728842,21.106,19.204,0.227,1.17,-2.445,1.0,0.04
20570,2880725141994799744,1.30354,38.048986,20.26,19.015,0.957,1.06,-2.18,0.99,0.0
6814,371187501971723264,17.884067,40.302528,20.142,18.643,0.883,1.037,-2.301,0.99,0.0
16896,419008904805947520,6.440689,52.669935,19.868,18.664,0.669,1.015,-2.112,1.0,0.0
2846,320976070105694592,17.77081,34.979612,19.732,18.174,0.773,1.153,-2.295,1.0,0.0
18906,2863505140635449216,3.716418,32.880826,19.641,18.222,0.918,1.148,-2.235,1.0,0.0
9611,378445996701597952,6.48494,36.605319,19.986,19.02,0.774,0.875,-1.87,1.0,0.0
10355,381207587660997504,9.397,40.964542,20.284,19.172,0.818,0.955,-1.898,1.0,0.0
16577,415874506387472128,7.352512,51.887705,20.311,19.149,0.969,1.039,-2.114,1.0,0.01
11758,386182882072070272,3.128473,46.478364,20.141,19.364,0.967,0.959,-1.865,1.0,0.01
15243,401119197778501632,16.62492,46.326488,17.829,18.45,1.076,0.433,-0.6,0.78,0.12
11312,384846116448672384,0.819914,43.715764,18.106,16.954,0.67,0.882,-1.762,0.98,0.12
9328,377289104311568384,13.827029,44.482335,20.478,19.48,0.691,0.821,-1.783,0.88,0.1
1581,314824474346926464,16.928501,34.047498,20.461,19.159,0.562,1.013,-2.033,1.0,0.01
20517,2881008197518832512,0.627734,38.917581,19.593,17.774,0.765,1.246,-2.656,1.0,0.03
3131,321398179492121600,17.655445,36.48875,20.871,19.455,0.715,1.028,-2.206,1.0,0.01
19807,2875143879237245312,0.552819,33.72794,20.091,19.191,0.741,0.802,-1.726,0.97,0.03
3172,322518822358508800,21.966478,37.826841,20.317,18.218,0.628,1.246,-2.744,1.0,0.01
2370,317462408900557440,22.244459,35.103706,19.903,19.318,0.719,0.662,-1.346,0.93,0.06
7673,372854361599489920,19.196222,41.583736,19.48,18.169,0.93,1.114,-2.214,1.0,0.0
14237,395658713797718400,1.628446,51.953977,18.018,18.617,0.819,0.232,-0.209,0.55,0.01
10895,383453481893145600,4.006126,41.038296,20.024,19.194,1.093,0.92,-1.852,0.99,0.0
11662,385859934889726848,4.769714,45.114547,19.991,18.498,0.905,1.233,-2.506,1.0,0.01
9412,377887822754219520,15.080498,46.121254,18.513,18.805,0.968,0.393,-0.653,0.51,0.03
8373,374823891871933696,15.388894,42.365194,20.941,18.203,0.455,1.594,-3.441,1.0,0.03
15854,404226555078650496,16.289986,50.262393,20.255,19.256,0.676,0.896,-1.82,1.0,0.07
4480,362970370540608000,14.079843,34.534633,21.156,19.337,0.624,1.191,-2.501,1.0,0.01
7906,373301622314324480,19.571925,42.868232,20.95,18.598,0.917,1.521,-3.19,1.0,0.03
18209,2863361516929349504,5.030166,32.736284,18.037,17.693,0.197,0.47,-0.77,0.68,0.12
9517,378424556226139904,5.776056,36.880813,20.91,19.481,0.762,1.112,-2.278,1.0,0.0
16442,415266579534915072,10.744992,51.244298,17.625,18.292,0.762,0.234,-0.134,0.57,0.14
12253,388490310300436992,8.319914,44.174403,20.389,19.402,1.102,1.063,-2.18,1.0,0.0
11116,383757492561640832,3.384313,41.937171,21.797,19.167,0.482,1.414,-3.049,1.0,0.33
16272,414550969260239744,12.110493,49.677107,20.766,19.433,1.009,1.229,-2.376,1.0,0.0
9285,377493132438797696,13.37583,44.618484,19.796,18.151,0.782,1.259,-2.542,1.0,0.0
3327,323218592790232576,20.821689,37.957652,19.953,19.314,0.825,0.715,-1.518,0.9,0.01
8955,375729859383747840,13.212025,43.558524,20.886,19.442,0.624,1.046,-2.271,0.99,0.02
11556,385731429468612096,4.966534,44.403202,19.474,18.26,0.739,1.073,-2.184,1.0,0.04
12563,389122460768196736,7.974834,46.081488,20.563,19.062,0.871,1.132,-2.416,1.0,0.01
1337,314102026487813248,18.559541,33.813812,20.989,18.87,0.421,1.326,-2.601,1.0,0.17
6413,369271121926310528,11.526557,41.347377,19.88,18.698,0.457,0.856,-1.781,0.9,0.21
15748,403766031505015296,18.950483,50.949687,19.376,17.754,0.892,1.267,-2.581,1.0,0.0
3814,360578619216513408,10.700037,30.914116,21.605,19.091,0.306,1.239,-2.884,1.0,0.17
9164,376837411193243776,17.161409,45.030921,21.204,19.348,0.819,1.276,-2.754,1.0,0.0
4104,362047399249015808,10.916032,33.201167,20.852,19.293,0.466,0.988,-2.281,0.83,0.04
11561,385973081508162688,3.640739,44.68426,20.614,19.113,0.783,1.171,-2.475,1.0,0.0
6443,369897053277584896,18.686537,37.750785,20.804,18.588,0.561,1.499,-2.983,1.0,0.0
17126,2857501390535837056,5.709414,29.449594,20.481,18.535,0.316,0.928,-2.519,0.95,0.11
8075,373535577772668544,18.304394,42.902048,19.907,19.016,0.702,0.893,-1.752,1.0,0.01
1066,312170253277881344,12.014792,29.660075,20.192,18.983,0.688,0.888,-1.827,0.99,0.03
10531,380920447619890944,7.448474,40.225746,19.644,18.681,1.046,1.038,-2.041,1.0,0.02
8682,375142376577820928,13.004904,41.616089,20.93,19.479,0.817,1.082,-2.297,1.0,0.02
8188,374576987082360448,15.899622,41.660503,18.78,17.679,0.271,0.786,-1.573,0.99,0.29
14096,395196605380990848,2.999183,49.902019,18.276,19.491,1.25,0.155,-0.048,0.51,0.03
735,311676125880287104,14.669244,30.049142,20.908,19.173,0.958,1.338,-2.798,1.0,0.0
13548,392870180508291712,3.883467,48.637323,20.152,18.518,0.573,1.097,-2.407,1.0,0.0
1764,314079589579370496,17.684694,33.558345,21.298,18.334,0.312,1.427,-3.431,0.99,0.07
3762,360339788971216768,11.761773,30.767498,21.731,19.362,0.737,1.457,-2.983,1.0,0.01
2339,315706965572420608,22.38513,31.958632,20.931,18.974,0.372,1.058,-2.448,0.98,0.14
6540,370010268615640064,19.251252,38.273168,20.158,19.371,0.735,0.725,-1.449,0.96,0.23
19881,2875746755206750208,3.592232,34.203428,17.957,18.853,1.116,0.351,-0.347,0.71,0.04
8296,374554618893322368,16.56868,41.932869,20.615,18.884,0.775,1.084,-2.597,0.99,0.0
3880,360606764138138880,10.88394,31.187374,19.909,19.244,0.675,0.715,-1.432,0.99,0.07
12466,388875001930028416,7.237868,45.530614,18.055,19.431,1.325,0.169,-0.045,0.66,0.0
7756,372889820849809792,18.466823,41.615356,20.943,19.389,0.749,1.169,-2.418,1.0,0.0
15408,401852743834230272,17.913731,48.950894,18.557,19.063,0.8,0.28,-0.317,0.54,0.01
8964,375930348457370496,12.796915,43.798606,19.974,18.014,0.736,1.326,-2.769,1.0,0.01
2940,320010217860114688,20.390055,34.541072,18.629,18.383,0.348,0.436,-0.713,0.65,0.11
19441,2874999744430043008,0.055378,33.134398,19.58,17.301,0.255,1.385,-2.858,1.0,0.1
7752,372942116371532032,18.555819,42.223087,20.695,19.177,0.857,1.156,-2.418,1.0,0.0
10625,381977524973533312,6.563488,41.489767,20.23,19.15,0.986,0.983,-2.112,1.0,0.01
1546,313861886276684032,17.776824,32.578997,20.364,19.389,0.984,0.946,-1.988,1.0,0.01
4363,362855609014949248,13.288812,34.126704,21.049,19.48,0.778,0.974,-2.291,0.89,0.01
6292,369105130028660608,10.100656,40.228468,20.703,19.486,1.389,1.144,-2.253,1.0,0.01
12830,389675167223129088,11.21719,46.095137,18.512,19.359,1.056,0.196,-0.223,0.54,0.06
1608,314742114054235904,17.042234,33.372826,21.339,19.242,0.319,1.272,-2.637,1.0,0.23
3664,360674796419941760,10.164642,31.698685,20.01,18.654,0.719,0.99,-2.126,1.0,0.0
12965,391238127294939264,6.687547,49.272901,20.804,18.733,0.71,1.444,-3.019,1.0,0.0
15079,400594524574002304,21.208311,49.684104,20.759,19.396,0.95,1.145,-2.378,1.0,0.0
10487,381267480987517184,10.740303,41.300476,19.835,19.351,1.485,1.052,-2.218,0.9,0.35
13491,392802762406231424,4.626844,48.260931,20.572,19.38,1.067,1.105,-2.216,1.0,0.0
4155,362307708626542976,11.023876,34.254206,20.487,19.332,0.915,0.98,-2.1,0.96,0.0
6976,372097038605781760,19.40965,41.358565,19.544,18.68,0.79,0.823,-1.682,1.0,0.14
2600,320525957533183616,22.136011,35.85926,20.728,19.312,1.009,1.08,-2.319,0.99,0.05
2787,320700951680529792,20.093354,35.917838,19.755,18.603,0.613,0.974,-1.998,1.0,0.03
1116,312713686899891968,14.793523,31.933219,20.195,18.955,0.718,0.937,-2.056,1.0,0.0
14567,397247611178338560,21.565783,45.082254,19.916,18.107,0.659,1.235,-2.548,1.0,0.0
15418,402080720697213696,14.714501,47.901624,20.059,19.006,0.935,0.983,-1.983,1.0,0.0
19507,2874050964678792192,2.658806,32.822315,20.225,19.32,0.771,0.811,-1.684,0.99,0.02
19090,2863670514056524672,3.934889,33.511271,20.398,19.392,0.785,0.773,-1.729,0.84,0.09
5090,365843772381548800,10.152492,36.639638,20.269,19.221,0.623,0.865,-1.819,0.92,0.01
20100,2875573758219042048,2.596321,33.237584,19.883,18.859,0.784,0.894,-1.78,1.0,0.02
16784,416994870078716544,11.158561,53.264568,18.013,19.351,1.278,0.128,0.062,0.54,0.01
3641,360508254767967744,11.763134,31.269119,19.877,18.618,0.834,1.088,-2.15,1.0,0.0
14689,397497131598900096,20.147976,44.137985,20.305,18.96,0.705,1.011,-2.233,1.0,0.0
2685,320791695749844736,21.597296,36.490012,19.637,18.284,0.87,1.066,-2.187,0.99,0.01
10525,380898148149904384,8.105636,40.328665,20.07,19.262,0.96,0.87,-1.712,1.0,0.04
12094,387590566191548416,10.367657,44.130207,20.84,19.315,0.636,1.158,-2.525,1.0,0.0
2551,319946240027393792,20.794586,34.248776,21.302,19.364,0.483,1.185,-2.491,1.0,0.15
12502,388954819604107904,6.401836,45.846133,19.64,18.879,0.94,0.808,-1.594,1.0,0.09
352,309715902805958912,17.717539,29.345865,20.811,19.472,1.107,1.185,-2.331,1.0,0.0
9455,378067592906017152,13.873222,46.564745,17.815,18.446,0.516,0.221,-0.036,0.57,0.1
118,309164154127258752,20.731322,29.571569,20.888,19.391,0.928,1.173,-2.569,1.0,0.08
319,309366739144728064,20.180276,29.75706,20.472,18.983,0.641,1.053,-2.362,1.0,0.01
8686,374968928618796032,13.170441,40.851956,20.773,19.064,0.907,1.194,-2.758,1.0,0.0
9375,377797903319294208,14.548673,45.790463,19.851,18.327,0.35,1.109,-2.275,1.0,0.03
15059,400626650929103872,20.502827,49.854186,19.319,18.481,0.913,0.921,-1.761,1.0,0.1
20632,2880651509074995072,1.693774,37.63866,20.426,18.698,0.689,1.256,-2.722,1.0,0.05
14742,398181646306183040,21.519636,46.210148,20.123,19.07,0.967,1.018,-2.019,1.0,0.01
347,309683913889600000,18.451035,29.451075,19.085,17.957,0.803,0.96,-1.854,0.99,0.14
9768,379470604101240448,4.617088,37.7838,20.956,18.808,0.666,1.454,-2.952,1.0,0.01
3486,323514052180409856,20.096039,38.826704,20.305,18.775,0.607,1.075,-2.363,1.0,0.0
262,309891274910630528,18.722919,30.342954,19.665,17.876,0.722,1.281,-2.589,1.0,0.0
18459,2863419756685234048,5.060307,33.053078,20.14,19.12,0.711,0.835,-1.781,0.99,0.06
14503,396373327636302976,22.341243,42.637278,20.36,18.848,1.015,1.147,-2.456,1.0,0.01
4556,363284659067582208,16.385861,35.539089,20.117,19.301,0.743,0.769,-1.524,0.98,0.01
20440,2880257196717313024,1.216412,37.35917,19.841,18.793,0.577,0.835,-1.758,0.77,0.03
16239,414472285462881408,13.013854,48.982353,19.418,18.348,0.861,0.987,-1.972,1.0,0.04
20436,2880286539934363520,0.023593,37.187606,20.742,19.397,0.576,0.99,-2.202,0.91,0.01
14349,395972074616969088,2.453639,52.665191,17.064,17.965,1.111,0.145,-0.015,0.57,0.02
15952,404754694320389376,14.676247,52.559187,21.603,19.39,0.944,1.539,-3.073,1.0,0.0
13955,394264120740010368,5.914287,49.688538,21.301,18.833,0.038,1.261,-2.754,0.99,0.06
9145,376142721704320384,15.916867,42.659901,19.811,18.566,0.643,1.056,-2.094,1.0,0.02
10947,382718316634483968,6.922753,44.061944,20.223,18.809,0.692,1.143,-2.252,1.0,0.01
8216,374029017974600064,14.209551,40.147863,20.481,18.971,0.63,1.141,-2.283,1.0,0.0
15944,404761948521808512,17.253262,51.363134,19.754,18.618,0.977,1.117,-2.19,1.0,0.01
9585,378346250382438016,5.987831,36.407813,19.607,18.479,0.75,0.962,-1.89,0.99,0.01
5477,367812069994464128,13.770565,38.86538,20.568,19.381,0.805,0.949,-2.046,0.99,0.04
8518,375579741687680384,13.07812,42.669349,20.418,19.146,1.102,1.071,-2.336,0.99,0.0
3412,323265798776063360,21.152081,38.36485,21.111,19.241,0.629,1.193,-2.447,0.99,0.05
17362,2858255556727714816,10.351473,29.527617,20.736,18.921,0.515,1.184,-2.452,1.0,0.01
6816,371198424072152064,17.267442,39.991043,20.405,19.462,0.781,0.886,-1.74,1.0,0.15
8197,374208685047211136,13.098038,40.619135,21.08,19.392,0.768,1.229,-2.671,1.0,0.01
