Unnamed: 0,ID,RAdeg,DECdeg,G_mag,g_mag,g_r,logExcess,Gp_G,Pext,Pgc
15859,404291903004454016,15.302501,50.488323,18.08,18.28,0.535,0.257,-0.313,0.68,0.11
2639,320160885313434752,18.864554,34.488036,20.596,19.169,0.633,1.024,-2.064,1.0,0.0
19996,2876152818593843712,4.455859,34.811451,20.536,18.955,0.642,1.2,-2.422,1.0,0.0
10470,381266828156688000,10.757565,41.256228,21.588,19.395,0.282,0.753,-3.004,0.88,0.3
18293,2861678817462096256,3.887365,31.52945,21.0,19.357,0.701,1.235,-2.465,1.0,0.01
5907,368136357205055232,12.733786,39.57234,20.988,18.599,0.625,1.416,-3.151,1.0,0.03
724,311770031044951168,15.789318,30.435627,20.188,18.704,0.738,1.035,-2.256,1.0,0.0
9513,378423422354777216,5.796463,36.826282,20.937,19.079,0.938,1.276,-2.735,1.0,0.08
2196,316534970842412288,22.019557,32.540161,20.939,19.36,0.983,1.11,-2.493,1.0,0.11
6712,370624929975332608,16.485005,38.805746,20.128,18.958,0.773,0.968,-2.196,0.94,0.0
18612,2862215894532784896,6.773629,31.173003,20.315,19.066,0.749,0.895,-2.109,0.95,0.0
5789,367736581648339968,12.477653,38.377907,19.424,17.122,0.524,1.456,-3.021,1.0,0.03
3794,360525228479314304,11.41845,31.52162,20.829,19.162,0.66,1.209,-2.435,1.0,0.0
3093,323337099527837696,22.102407,38.785406,20.4,19.393,0.774,0.88,-1.91,1.0,0.07
3358,321537233353165952,19.088006,36.405873,20.688,19.368,0.873,1.069,-2.211,1.0,0.0
17284,2859468833449184128,8.772605,31.67845,20.571,19.226,0.772,1.064,-2.13,1.0,0.0
17578,2858425598778637440,9.795404,30.020516,20.041,19.3,0.786,0.789,-1.58,0.98,0.01
860,312444547068814720,14.144032,30.259011,16.924,18.023,1.237,0.415,-0.508,0.66,0.38
11132,383606107851401856,4.284022,41.968995,21.863,19.277,0.28,1.415,-3.342,1.0,0.07
16789,416764389253049856,13.973155,52.573325,20.467,18.901,1.026,1.288,-2.607,1.0,0.0
11966,387864928701708288,9.180285,44.68678,20.33,18.924,0.705,1.139,-2.283,1.0,0.0
10754,382027312232935168,6.545756,42.065894,18.553,18.555,0.355,0.329,-0.461,0.51,0.23
4753,364180520526501504,12.021417,36.362241,20.539,19.174,0.424,1.03,-2.052,0.99,0.09
8116,374122545183156096,13.711103,40.110741,20.711,19.398,0.795,1.009,-2.169,0.99,0.0
5007,365095142401623040,7.468614,33.813573,20.221,18.975,0.441,0.964,-1.949,1.0,0.01
15544,402763208180642176,15.6068,49.949204,19.803,18.31,0.818,1.201,-2.391,1.0,0.0
18410,2862293788058590336,6.473723,31.628409,20.527,19.405,0.603,0.829,-1.807,0.91,0.21
2786,320700917320442240,20.12132,35.916167,21.372,19.42,0.59,1.351,-2.838,1.0,0.06
2203,319774338256175872,19.456305,33.038174,19.977,19.204,0.667,0.798,-1.545,0.98,0.04
20205,2876976597617830400,0.660005,35.356668,20.653,19.336,0.757,1.008,-2.087,1.0,0.0
9975,380078015554899456,5.480008,39.565914,20.165,18.639,0.62,1.303,-2.599,1.0,0.03
20137,2876098328344926848,2.558693,35.272352,20.645,19.21,0.381,1.024,-2.064,1.0,0.06
16190,414381850630893568,12.859575,48.960821,20.467,18.504,0.673,1.283,-2.739,1.0,0.01
3661,360667232982417024,10.22624,31.505157,19.974,18.963,1.022,1.017,-1.92,1.0,0.01
15334,401355283540204544,16.457292,47.619365,17.928,19.107,1.283,0.247,-0.187,0.68,0.01
15016,400611189048438784,20.534732,49.446842,20.742,18.98,0.726,1.17,-2.596,1.0,0.04
1195,313293404405357568,16.488089,31.035274,19.965,18.263,0.747,1.229,-2.51,1.0,0.0
5784,367729881498489216,12.485705,38.176452,17.057,17.897,1.057,0.349,-0.391,0.66,0.1
17203,2859313076459671552,8.002294,30.643578,20.019,18.555,0.66,1.168,-2.296,1.0,0.0
2146,316611833576997760,21.224759,32.797977,20.214,19.435,1.03,0.838,-1.737,1.0,0.01
8867,375479720488635136,11.828825,43.110985,20.098,18.937,1.004,1.037,-2.065,1.0,0.01
126,309216518368690688,21.997116,29.739744,20.11,18.558,1.023,1.2,-2.45,1.0,0.0
1292,313073433360176896,16.680015,30.510953,19.832,18.736,0.868,0.96,-1.907,1.0,0.01
844,312390975942087552,12.036292,30.756636,20.101,18.083,0.689,1.26,-2.585,1.0,0.0
10670,381528026578990848,8.567663,42.269617,19.872,19.232,0.864,0.778,-1.503,0.98,0.01
14373,396182012612797440,1.379254,53.020996,18.583,18.941,0.733,0.343,-0.484,0.62,0.01
16391,415151405694118528,13.068562,51.558929,21.345,18.832,0.546,1.402,-3.078,1.0,0.13
5219,365582084318549248,10.421051,35.814239,20.642,19.13,0.584,1.111,-2.286,1.0,0.0
17052,2858178625273947392,9.714091,29.269913,20.829,19.281,0.73,1.041,-2.245,1.0,0.01
9423,377760481266710016,14.644301,45.386636,20.902,19.177,0.483,1.133,-2.286,1.0,0.01
7553,372671773950454528,20.348167,43.260927,19.994,19.047,0.562,0.832,-1.701,1.0,0.1
5355,367113948829775104,10.919408,36.100244,20.657,18.893,0.637,1.183,-2.622,1.0,0.01
11442,385187789687255552,4.439611,43.056628,20.171,19.066,0.778,1.003,-2.094,1.0,0.0
3243,321260908041730944,17.185622,35.759019,20.969,18.901,0.881,1.396,-2.754,1.0,0.08
18649,2861378856946261888,1.988875,30.618626,19.884,18.373,0.909,1.085,-2.182,1.0,0.0
7417,372339133026387968,21.271078,41.707996,18.01,19.437,1.172,0.122,0.076,0.51,0.0
3026,321024001940967424,19.005957,35.085677,20.723,19.318,0.878,1.059,-2.344,1.0,0.01
9020,376497455939970560,15.482254,43.882892,20.664,19.47,0.774,1.028,-2.171,1.0,0.0
17897,2861148955937014912,1.541608,30.126263,21.587,19.473,0.739,1.27,-2.909,1.0,0.01
20564,2882232434997549568,0.327551,41.297089,21.127,19.143,0.648,1.271,-2.748,1.0,0.04
14504,396375079982968576,22.203858,42.587068,20.461,19.319,0.97,0.992,-2.026,1.0,0.0
9828,379812998893245696,3.090008,38.951171,19.599,18.77,0.494,0.662,-1.392,0.96,0.15
5805,367631436562075264,12.510002,37.651189,21.75,19.241,0.651,1.572,-3.293,1.0,0.01
11344,384734889680281088,1.733886,43.569806,20.735,19.437,0.983,1.102,-2.318,1.0,0.0
8151,374517716533824896,16.260429,41.469447,19.784,18.064,0.526,1.167,-2.45,1.0,0.03
17007,2858070426457984000,8.452771,29.640399,20.627,19.268,0.763,0.994,-2.026,1.0,0.01
12130,387784286395919616,10.025885,44.336918,20.498,19.336,0.839,1.008,-2.112,0.99,0.01
15980,405121351382009088,14.916747,52.756258,17.946,19.422,1.604,0.146,-0.021,0.64,0.12
4493,362989440195683200,14.109938,34.710632,20.783,18.895,0.481,1.155,-2.641,1.0,0.01
15768,403860039748761472,19.637196,51.226292,19.854,18.553,0.955,1.155,-2.317,1.0,0.0
993,312608232566844416,14.86149,31.240104,20.353,17.975,0.601,1.438,-2.983,1.0,0.38
17704,2860563362915637248,4.63981,29.840913,21.024,18.297,0.59,1.624,-3.56,1.0,0.11
11022,382911319582162688,2.423911,39.791015,21.836,19.06,0.916,1.629,-3.765,1.0,0.14
17271,2858783253590552832,6.878215,29.537825,20.639,19.034,0.697,0.972,-2.211,0.94,0.02
12683,389497291154803584,6.74048,47.22642,21.053,19.483,0.548,1.169,-2.266,1.0,0.06
2309,315159687955268480,17.301838,34.895092,20.854,18.962,0.834,1.285,-2.797,1.0,0.0
4916,365360090343132800,9.69702,34.386995,17.421,17.865,0.728,0.224,-0.228,0.59,0.06
19329,2873914182855235584,1.60197,32.058046,21.349,19.253,0.919,1.415,-2.986,1.0,0.0
13404,391843167928408320,5.541079,45.592165,18.738,19.389,1.248,0.423,-0.634,0.71,0.01
4187,362610589719910912,13.713848,33.218773,20.136,19.067,0.86,0.961,-1.898,0.99,0.0
10690,382076206140476672,6.296671,42.06497,19.364,17.586,0.659,1.338,-2.836,1.0,0.09
3294,322295862016446208,21.791197,36.670509,18.288,18.583,0.747,0.298,-0.425,0.56,0.08
17139,2859273189099348992,8.845854,30.726881,21.217,18.909,0.439,1.286,-2.646,1.0,0.26
13807,394253297422252160,6.509104,49.699002,16.604,17.597,1.254,0.321,-0.323,0.54,0.17
10164,380880452884610688,8.281516,40.110332,20.036,18.671,0.979,1.094,-2.274,1.0,0.0
18349,2861126209789513984,1.823651,29.818115,19.87,18.576,0.867,1.08,-2.158,1.0,0.0
725,311770615160501248,15.845016,30.487623,18.097,17.955,0.369,0.452,-0.709,0.82,0.08
3620,324002269702215808,21.598165,39.90768,20.488,18.847,0.73,1.246,-2.531,0.99,0.0
12028,387462060768308608,11.495659,43.005398,21.035,19.25,1.066,1.218,-2.678,1.0,0.01
514,310666052650666752,19.744955,32.078595,20.173,18.956,1.063,1.106,-2.219,1.0,0.01
3665,360678541631495936,10.603453,31.572816,20.4,18.946,1.026,1.254,-2.446,1.0,0.01
6131,368720816354899840,9.606112,39.868657,21.158,19.34,0.541,1.37,-2.767,1.0,0.07
5913,368138762385947648,12.542557,39.584514,20.377,18.992,0.704,1.105,-2.232,1.0,0.01
6544,370021538610046976,18.784203,38.297048,20.661,18.846,0.812,1.257,-2.593,1.0,0.0
17374,2858937868117161728,7.658274,30.529248,20.772,19.282,0.721,1.133,-2.299,1.0,0.0
3244,321262149287788288,17.335074,35.831158,20.026,18.788,0.61,0.932,-2.005,0.99,0.01
4750,364179455373934592,12.160916,36.423509,20.248,18.908,0.69,0.996,-2.128,1.0,0.0
3418,321825545917624320,18.786204,37.345697,20.392,18.801,0.787,1.172,-2.402,1.0,0.0
956,312996330106633728,14.014559,32.593298,18.009,19.367,1.358,0.238,-0.081,0.61,0.0
15026,400253710325816704,20.088758,49.503185,18.116,19.035,1.056,0.182,-0.094,0.73,0.04
6123,368707587855553792,10.025437,39.775333,20.173,18.838,0.66,1.006,-2.129,1.0,0.0
18846,2862458538709630464,4.967624,32.019978,20.768,19.477,0.701,0.92,-2.011,1.0,0.01
13686,393408357095711104,1.545428,48.924063,21.261,19.22,0.596,1.259,-2.681,1.0,0.1
18858,2862468816566668160,5.82711,31.622992,20.435,19.155,0.569,0.93,-2.013,0.95,0.02
18702,2861840651830125824,1.895072,31.414241,21.532,18.85,0.906,1.445,-3.303,0.99,0.02
11783,386109386591835392,3.928398,45.957092,20.798,19.303,0.854,1.055,-2.402,1.0,0.0
2198,316539403248912128,21.762293,32.465694,20.623,19.153,0.986,1.174,-2.48,1.0,0.0
4787,364086684080836224,12.009306,36.362846,21.957,19.255,0.235,1.435,-3.172,1.0,0.17
14033,394958943364861184,4.822501,51.229796,17.967,18.997,1.04,0.134,0.027,0.58,0.04
13119,391260736004471296,9.578457,48.457107,17.972,19.235,1.237,0.474,-0.641,0.55,0.17
9101,376263118227135616,16.416543,43.109501,21.316,19.331,0.905,1.502,-3.071,1.0,0.03
9221,377052395777787776,16.377697,45.493242,18.13,19.447,1.291,0.218,-0.147,0.53,0.0
