Object ID,RADEG,DECDEG,Pgc,Nearest field,Distance to nearest field
3.1671487843277734e+17,20.697168,32.769907,0.0,m066,23.0208182850917
2.8614425899649997e+18,1.54104,30.869619,0.33,m072,332.40205897877104
3.754302768252068e+17,11.995232,42.673285,0.07,m279,19.576430274921595
3.7537461404980314e+17,12.313971,42.317712,0.01,m279,28.872538686019553
3.925694297217942e+17,6.050245,48.291811,0.04,m394,47.285104034007986
4.1446318013072166e+17,11.944158,49.342143,0.01,m396,92.31767708771535
3.919899527313046e+17,6.104519,46.279019,0.03,m359,53.914526590924154
3.958050175695192e+17,3.285465,52.092365,0.14,m404,259.69226513488803
4.192610365662061e+17,5.28499,53.041634,0.0,m404,328.76495876105315
3.148319304104059e+17,17.581639,33.684936,0.0,m091,48.937520940152154
3.886489148531337e+17,8.196792,44.737659,0.03,m340,46.26867464088337
4.0731284985519424e+17,22.602859,52.324646,0.01,m380,524.3224670982198
3.824534760674239e+17,8.073435,43.733104,0.17,m318,48.05396818193607
2.8618772105905577e+18,2.32141,31.787549,0.01,m072,206.8589053790657
3.7283350094219136e+17,18.89924,41.356453,0.1,m245,59.32569673482127
3.8787235040517594e+17,8.997205,44.959062,0.08,m328,48.11382758008578
4.0399174062622285e+17,17.757966,51.02028,0.15,m388,330.3390455504522
3.8247319426086016e+17,7.430388,43.319205,0.03,m298,49.79114172429403
3.672414578184759e+17,12.070803,37.116723,0.0,m166,47.919659345890246
3.106357430666953e+17,19.67919,31.853681,0.06,m047,20.423865373560194
2.8809841070463826e+18,0.519718,38.822351,0.01,m197,24.368170345710148
3.15758337676048e+17,22.301044,32.067352,0.03,m048,58.75023890550344
4.150507316607905e+17,13.421493,50.948528,0.0,m396,282.16340230865876
4.022168883408234e+17,14.792942,48.574295,0.0,m392,52.55710583575619
2.860789312553809e+18,4.107477,30.263707,0.0,m054,243.75035734140152
2.862159475841257e+18,5.842165,31.135001,0.01,m041,76.80303942411845
3.875446272213427e+17,10.209746,43.458397,0.01,m307,63.478159142052846
2.862910197469404e+18,6.35441,32.574516,0.06,m055,37.82211306914441
2.858059431340439e+18,8.005777,29.543081,0.0,m038,200.94174877708923
3.8359531889119e+17,4.608286,41.887441,0.0,m272,27.612145934252954
4.1507138186354944e+17,13.606576,50.978199,0.18,m396,289.5887860271909
3.7247970301089446e+17,19.831592,41.664489,0.0,m264,20.340410671441017
3.745751316571103e+17,15.913015,41.554679,0.09,m250,49.03154254767965
4.150917228286053e+17,13.295853,51.314011,0.08,m396,318.725690008634
3.838730486584056e+17,3.556813,42.574135,0.04,m270,59.80266154439123
3.857343113889864e+17,4.830842,44.503385,0.03,m320,63.76359025227684
2.8593188875508767e+18,7.861718,30.783466,0.0,m038,62.373765740007386
3.867991926964106e+17,2.691343,45.925857,0.0,m352,9.677294036754414
4.000190333160097e+17,20.506693,48.040819,0.01,m383,30.61112462932796
3.170815312005504e+17,22.500878,34.225351,0.01,m108,45.15890706952326
3.959248943938861e+17,2.990557,52.637468,0.01,m404,322.1381986380215
3.603653869761262e+17,10.903926,30.584512,0.14,m022,43.39591992302515
3.724915871863501e+17,20.01149,42.003869,0.03,m264,30.526082452602683
3.871372238014875e+17,0.613397,46.760334,0.01,m367,46.15004511041502
3.198288671612845e+17,19.503831,33.334661,0.0,m085,36.45689242235586
3.907545139818038e+17,8.808495,47.557556,0.01,m382,57.040295429531895
3.719432401208878e+17,19.176424,40.493399,0.11,m242,56.39384571850593
3.641144811093897e+17,12.667149,36.097128,0.0,m145,19.610365857145915
3.761131079045738e+17,16.766151,42.720034,0.33,m294,64.41792130039512
3.610655353646885e+17,13.05886,32.614118,0.0,m059,44.149051853876394
3.6463097669597274e+17,13.436166,37.623032,0.0,m164,54.74419846759173
4.048745110254071e+17,16.530791,52.331668,0.01,m391,469.76519658622396
3.6841044483776384e+17,10.222441,38.881268,0.32,m210,58.72374164560846
3.9116421949852954e+17,7.59287,48.877151,0.04,m402,48.572736570569894
3.7624704216594714e+17,17.016859,43.412692,0.06,m292,55.94949927399049
3.842608670252621e+17,1.278234,41.827109,0.05,m267,33.58931510602689
3.12833018270774e+17,13.356883,31.725959,0.0,m036,46.34584709834507
3.8590951599360115e+17,4.256962,44.502538,0.0,m314,45.40865617865084
3.148316855962505e+17,17.556321,33.638302,0.37,m091,54.6081125930253
3.6774513722225024e+17,12.626238,38.527472,0.0,m188,55.34705492375503
3.738908918263338e+17,13.612464,39.491877,0.01,m211,31.017907120007905
3.8510697558297075e+17,5.482155,42.592085,0.01,m299,64.03148463484922
2.8756693126521344e+18,2.986367,33.874386,0.0,m092,60.158723923720515
3.8459047999631386e+17,1.504211,42.669272,0.04,m289,31.629226737378172
3.7072824970841075e+17,14.555414,38.406887,0.0,m187,22.665341530036358
4.167426738984421e+17,13.60225,52.304718,0.0,m403,403.6045999246542
3.164804419379254e+17,20.599585,32.268491,0.04,m066,46.15523322009756
3.8901869435779725e+17,8.618411,45.362276,0.08,m340,42.225927088469234
3.0845118955638746e+17,16.405638,29.406942,0.01,m033,202.74612443198805
2.873759701473062e+18,0.241722,31.928111,0.0,m095,317.98041278525665
2.873921879437382e+18,1.818159,32.189081,0.0,m072,216.75911070490338
3.118377884490337e+17,15.124885,30.952665,0.03,m034,53.46769704059804
3.1707036428532595e+17,22.211422,33.915966,0.04,m088,32.17006760386765
3.879050265171923e+17,11.084802,44.024498,0.0,m306,34.09341871500342
3.740591858258879e+17,14.88432,40.630518,0.0,m227,53.04944972270262
3.6560232649993715e+17,10.508383,35.784638,0.0,m127,54.96486016447646
2.862032310450475e+18,2.886405,32.630393,0.01,m072,105.46148754068005
3.884130696065591e+17,9.889408,46.221628,0.03,m347,59.75878007257799
3.609275466554125e+17,12.220164,31.95861,0.05,m060,40.7610928286255
4.0267256719243046e+17,15.843551,49.296163,0.01,m391,138.37550064344293
3.096903735204063e+17,18.521085,29.521176,0.03,m017,161.72728206140158
2.8759217192901407e+18,1.65892,34.253218,0.0,m095,64.30880246923851
2.8777110026664525e+18,3.396355,38.044821,0.0,m180,18.338651363049838
3.955906471620388e+17,0.734761,51.672455,0.01,m404,358.7363977248452
2.8738788610447585e+18,1.223708,31.685149,0.0,m072,293.9784189416063
3.729740022087319e+17,17.394662,41.37405,0.01,m247,42.71823424433492
3.2029657192014144e+17,19.783433,35.253359,0.01,m111,30.273905694346812
2.8622154478561777e+18,6.677269,31.1679,0.0,m041,19.85594935224816
3.672359259005911e+17,12.457552,37.258602,0.17,m166,10.890602104110586
2.8602781083673477e+18,3.15197,29.620326,0.0,m054,352.1526417498967
2.8808137557596995e+18,2.215829,38.702312,0.03,m199,35.94068220533851
2.875616295575229e+18,3.065215,33.739149,0.07,m092,63.910764393108
3.75777275823473e+17,12.59254,42.937627,0.0,m279,54.54794500861783
3.671117498065436e+17,11.608329,36.657691,0.0,m147,42.920312290543414
2.8611685753476055e+18,2.310878,30.304684,0.05,m072,346.305915852427
3.876250290091455e+17,9.545077,43.330334,0.0,m307,47.2634723568929
3.150758845525354e+17,15.794114,34.555634,0.01,m097,52.09318794690207
3.2337592603174426e+17,21.404548,38.871922,0.03,m193,52.43903320641525
2.97203254323722e+17,22.531625,29.397925,0.01,m008,53.64919769448957
3.7515093215196634e+17,13.052536,41.855132,0.0,m275,49.90997847715174
3.153784521135615e+17,22.383037,31.01057,0.04,m030,38.7915059243317
3.146062900084301e+17,15.583094,33.493175,0.02,m075,30.22419143301117
3.952698990027113e+17,2.152806,50.448774,0.15,m399,202.88648667187073
3.9837265209217075e+17,19.04062,46.619053,0.01,m369,39.546328201213065
3.747490950126148e+17,14.702654,41.860077,0.0,m274,34.852637941098095
3.104780318680402e+17,19.275055,30.980522,0.03,m029,27.150829198416343
3.1723082426394816e+17,21.776882,33.804907,0.05,m088,36.30043443444771
3.936120029645654e+17,2.250478,49.035495,0.0,m387,119.25513760138682
3.603108237120936e+17,11.014569,30.346225,0.0,m022,23.95808597704922
4.0097382172352755e+17,18.330138,46.205085,0.02,m353,53.59060423075892
2.860340917969793e+18,2.871728,29.76255,0.04,m054,355.58483144050894
2.873485854357391e+18,1.174003,31.349731,0.0,m072,319.9522023043881
3.1638437210948326e+17,21.022093,31.629076,0.04,m046,30.3972213739512
2.862416383605856e+18,4.62008,31.448666,0.01,m054,104.97520807804406
3.767835651859716e+17,17.53437,44.806009,0.01,m334,30.379803462566045
3.983997619257599e+17,19.240247,46.846794,0.0,m369,19.859337363816124
3.2331617444718874e+17,22.13248,38.552339,0.0,m194,22.57376871697731
3.770538775446331e+17,16.209446,45.242799,0.0,m336,14.98327297633268
2.8614889111877386e+18,2.851371,30.315998,0.36,m054,311.6154546141339
4.029863746815488e+17,14.651661,50.463924,0.0,m392,261.4553191336365
2.8605472138379986e+18,5.062549,29.986826,0.01,m041,211.19533505846343
2.875754761024737e+18,3.98021,34.467867,0.0,m092,53.07141454961399
3.6211422464454835e+17,11.206087,34.085536,0.01,m105,54.73934781660056
2.8611821818034063e+18,1.949114,30.370401,0.06,m072,355.6035732502458
3.729154489193038e+17,18.521592,41.994424,0.01,m269,3.1335430532489337
3.746002099704968e+17,15.802465,41.930922,0.1,m273,36.61618801356834
3.131503648147822e+17,17.80075,30.946364,0.04,m032,36.717471970680776
3.624454911775062e+17,11.838428,34.894635,0.01,m126,45.731692800969654
3.8195924129537856e+17,7.16801,42.485986,0.01,m277,39.11091981195785
3.14004204313204e+17,18.093701,33.062861,0.04,m071,24.687322034276036
3.7096275492336205e+17,15.633647,39.826708,0.02,m225,45.34852403991719
2.880814580394139e+18,2.192957,38.724616,0.0,m199,32.856252578478404
3.760621180541377e+17,16.975636,42.17964,0.0,m271,22.27033494483893
2.862058011533829e+18,5.57191,30.332695,0.01,m041,149.67635730016912
3.1329818040918886e+17,16.314255,31.09613,0.07,m033,27.777875359226986
3.826983579226355e+17,6.795578,44.032165,0.03,m319,14.463298255594514
3.1575974642557056e+17,22.205814,32.12707,0.27,m048,56.88227359032874
3.7466731883383194e+17,14.48584,41.488579,0.0,m252,36.09759144432861
3.202328689652159e+17,19.949463,34.887928,0.03,m111,18.453236060878975
3.785270169658002e+17,6.041039,37.123377,0.01,m163,30.163371040922975
3.856414756751876e+17,5.437525,43.812247,0.06,m320,38.94202425396557
4.0513303369922586e+17,14.741375,52.763614,0.21,m403,494.99430971965353
3.172362874623848e+17,21.957804,33.882123,0.01,m088,30.74590446874449
4.1659966437036826e+17,13.642094,51.743112,0.01,m403,365.73686491539945
3.700250046475007e+17,18.797397,38.451872,0.07,m177,65.52829420746788
2.863154323410776e+18,6.873858,34.000961,0.0,m099,35.09115048156145
3.902451995797229e+17,11.574,47.828555,0.18,m381,50.20890765064539
3.137349270434998e+17,18.875653,32.56523,0.06,m050,52.98094893308979
3.1016498458679194e+17,18.34496,31.062462,0.04,m031,25.75424326495749
3.730445384562328e+17,17.14865,41.738018,0.01,m271,35.509295525555174
2.8808359521505157e+18,1.900521,38.563685,0.03,m199,49.29104402301329
3.963572129190445e+17,22.535726,42.400101,0.01,m283,35.1888070153242
4.012596260298176e+17,16.950984,47.070521,0.06,m373,44.634781581647
3.152473740072393e+17,16.933755,35.550067,0.01,m116,60.033790986301504
3.882061896236626e+17,10.170841,45.123784,0.01,m328,65.15465004448734
3.957730630152888e+17,2.921768,51.566459,0.0,m404,229.00779069686274
3.151193839818047e+17,16.846662,34.526355,0.0,m094,47.122102272796425
3.122553967095387e+17,11.74496,30.161129,0.01,m022,50.64097859408645
3.763660299406518e+17,15.342502,43.337074,0.0,m295,44.10506868049002
3.937446358561796e+17,1.868615,49.89577,0.04,m399,179.9312668511506
2.8595638381257953e+18,7.943459,31.421327,0.0,m038,19.36422522638318
3.7466759371234765e+17,14.601199,41.467429,0.0,m252,34.801155091972795
4.034522540771318e+17,16.990129,49.848487,0.01,m391,198.24414114952108
3.862996021015246e+17,2.052864,44.52143,0.14,m331,64.81746129714578
3.1490020321041485e+17,17.215154,33.896458,0.12,m091,54.863085404543796
3.773722548785336e+17,14.561795,44.91897,0.01,m337,37.55474067877016
3.6093647589205094e+17,12.363232,32.130612,0.02,m060,27.33933861502295
2.861148543619647e+18,1.529188,30.114192,0.15,m072,400.8679499802536
3.916513031547341e+17,7.287778,50.093274,0.03,m405,46.46902398288975
3.1526881448360435e+17,22.601673,30.43938,0.29,m030,52.280396284705276
3.909336269993344e+17,8.801547,48.169291,0.0,m395,50.1526404522163
3.635255208339004e+17,15.528857,35.749625,0.0,m141,59.24930465762864
3.728166346068056e+17,19.095458,41.200718,0.03,m245,63.3801183517449
2.858963917093249e+18,6.116799,29.642143,0.0,m041,194.51665917688408
3.2124541609468544e+17,17.45528,35.649303,0.39,m135,49.89379615127771
3.2023548030504256e+17,19.776446,34.946547,0.03,m111,23.466932661065528
3.784749276023533e+17,6.26926,37.002068,0.07,m163,25.243713660363632
3.923403533421591e+17,3.189969,47.693874,0.07,m387,51.43138686751704
3.640942432235282e+17,12.561235,35.917808,0.0,m145,41.633806680871565
3.640114706123978e+17,12.433385,35.841907,0.01,m145,54.32016853679005
4.031989240241006e+17,18.400326,49.313689,0.39,m388,148.13078000326882
3.750979451406702e+17,13.265096,41.652055,0.16,m256,47.56900975060685
3.9277830257095104e+17,3.683178,48.579029,0.0,m399,60.78852743746054
3.235138116612777e+17,20.129807,38.816258,0.01,m196,43.28716292576635
3.7270214366274086e+17,18.429841,40.8019,0.04,m245,19.804480338309947
2.858228889275975e+18,9.854019,29.686265,0.03,m022,154.43872804350224
3.68267920642938e+17,9.514072,38.07653,0.0,m184,23.74701566152326
3.7055538586511066e+17,15.599045,38.443352,0.03,m181,41.18785446697169
3.713310225987896e+17,16.615949,40.45557,0.2,m225,63.7395560125163
3.658916698568293e+17,10.070917,36.674185,0.0,m148,48.06392433041901
3.637107155346829e+17,13.224855,34.892489,0.0,m124,51.91037561735507
3.121752010802062e+17,11.784755,29.614106,0.02,m011,29.639452046868204
3.6528315888960614e+17,8.748916,35.22085,0.01,m125,48.53415640464848
2.8611217773839493e+18,2.415554,30.255044,0.0,m072,347.371450100523
3.730042731378829e+17,17.973943,41.829325,0.04,m269,45.80340879865593
3.7344418086891584e+17,19.761521,43.615063,0.03,m308,26.40086373081745
2.881935257619844e+18,0.900603,40.142844,0.17,m220,49.34943801739365
3.642445284228156e+17,14.24091,36.134414,0.05,m143,27.931911664185257
3.651327620199173e+17,7.876024,34.283285,0.03,m101,38.06334045922453
2.86180680748728e+18,2.664841,31.422037,0.08,m072,220.19076558750476
3.137824766257363e+17,18.631615,32.716909,0.02,m070,49.34792682436456
3.6236412731652134e+17,10.523897,34.258636,0.0,m105,15.6707341788173
2.8614780878699377e+18,2.887371,30.165946,0.0,m054,320.933435671801
3.701424848888622e+17,17.729596,38.091719,0.0,m179,55.02479273669321
3.712179446996992e+17,16.97677,40.21342,0.03,m223,33.575150234384466
4.1531152207247245e+17,10.871429,51.868041,0.01,m403,255.26375389334962
3.143759423226656e+17,16.192286,32.967384,0.09,m073,50.992800739177326
3.614400178586314e+17,9.651386,31.868666,0.04,m063,55.8971433350154
3.714091566439758e+17,17.040569,40.419104,0.02,m223,46.95915064513022
3.883782288339218e+17,9.745023,45.856129,0.0,m347,20.756239494933496
3.813347573522939e+17,10.094743,41.676322,0.24,m265,27.669522256406694
2.8619245583095695e+18,2.78133,31.835751,0.14,m072,175.33860576750754
4.0240596998181146e+17,14.600505,48.661855,0.05,m392,66.99991866676392
3.953584096926111e+17,2.930947,50.928518,0.01,m404,185.09324529305889
2.8635655450563046e+18,3.611039,33.203951,0.0,m072,23.094406763845186
3.745935484768343e+17,15.754433,41.819572,0.01,m273,47.71461926365284
3.9224452403497766e+17,4.600369,46.815493,0.06,m372,52.971424050994464
3.6891388372404134e+17,12.195826,40.047149,0.24,m232,17.411117099344636
3.2401006936372416e+17,21.6556,40.056667,0.0,m217,58.355488083667844
3.731254942949468e+17,18.05362,42.458853,0.01,m269,64.2067806643902
3.840911986379912e+17,1.985951,41.333484,0.07,m244,47.31462732639787
3.7569505296888614e+17,14.019914,43.610949,0.03,m296,65.01120601661545
4.0027535696385715e+17,22.122022,48.387109,0.01,m380,87.99750859220492
3.928079893827105e+17,4.791999,48.428132,0.16,m390,48.06379877648607
3.7268744199094234e+17,18.307604,40.612516,0.06,m245,41.41444953932242
3.980045562150568e+17,18.652097,46.45514,0.02,m351,58.77809425009002
3.822007601921048e+17,5.964785,42.736937,0.15,m299,60.538109398882355
3.885214402239625e+17,7.896532,44.25005,0.07,m318,24.970578141321692
2.875968620333642e+18,2.127229,34.830557,0.1,m114,32.80674814678999
3.899647897539373e+17,9.943436,47.092292,0.08,m365,50.30981255669138
3.0988594915123955e+17,19.179765,30.457791,0.01,m029,46.617380419776104
3.237729871686779e+17,22.028345,39.31061,0.0,m217,49.80614282143422
3.2318282430279616e+17,21.478874,37.891631,0.07,m173,54.3772811818231
3.676139173825535e+17,12.715022,37.472862,0.0,m166,26.391557605031757
2.861525671812053e+18,3.324456,30.763189,0.34,m054,244.57655290884568
4.189420751081344e+17,6.048188,52.157373,0.0,m405,229.63870679990313
3.157516718864749e+17,22.146877,31.999795,0.21,m048,42.81454895578884
3.7919569183326835e+17,6.761084,38.674928,0.0,m205,65.13475243580517
3.2098874884920794e+17,18.269315,35.073764,0.08,m113,53.82045755379091
3.6641758001172736e+17,6.706133,36.349155,0.14,m142,16.34374093034289
3.716644151400759e+17,19.971139,39.838613,0.0,m219,23.84361061171082
3.712398962762954e+17,17.825251,40.534032,0.19,m245,69.12330560122204
3.6682539574658714e+17,8.069772,37.302757,0.09,m165,38.358755212997345
3.8134760359585626e+17,10.043536,41.74904,0.01,m265,19.345049176502165
3.810764751908818e+17,8.135148,41.191797,0.07,m254,52.09682908539029
3.7770832748076326e+17,12.907975,46.047155,0.0,m357,52.60151342454378
3.916952492581208e+17,7.707524,50.081434,0.07,m406,30.581126896375746
3.2097926556141786e+17,17.963732,35.060062,0.01,m113,26.174767573093867
3.632235674527639e+17,15.564835,35.388587,0.32,m120,32.240504819476484
3.852118071451818e+17,5.540738,42.944989,0.0,m299,24.879323911115016
3.762566628934472e+17,16.96181,43.632073,0.18,m313,68.68506795531773
3.2065971999458944e+17,20.538372,35.728397,0.04,m130,46.56597914520253
3.6683625342381414e+17,7.486175,37.012956,0.0,m165,29.682232166300643
3.900021387912101e+17,10.47382,46.880912,0.02,m364,36.78818908324174
3.2119549139548595e+17,17.491409,35.527292,0.01,m113,51.73227823258681
3.117925710332319e+17,15.566156,30.731302,0.01,m034,57.91470462324967
4.156295214540014e+17,9.596641,51.080398,0.04,m406,147.42175679107976
3.7126415854783155e+17,17.606874,40.921173,0.01,m247,43.942865657586566
3.8481498652676864e+17,1.324319,43.201749,0.22,m289,35.66745688490196
4.1478502780339494e+17,11.130146,50.279475,0.0,m403,129.79854675352334
3.625221477537691e+17,11.430484,35.495251,0.0,m126,32.83292069659749
4.003166917289541e+17,22.173879,48.985876,0.14,m380,153.02422649292163
3.97967963093653e+17,18.437959,46.009036,0.01,m351,43.36175395343384
3.754009336074815e+17,12.367999,42.508978,0.0,m279,16.77899461335972
2.8740640600348467e+18,2.565107,32.910586,0.0,m072,121.7896162407479
3.204453796507854e+17,20.960521,35.326529,0.2,m128,22.056535433853274
3.6845741459955814e+17,9.130498,38.144156,0.0,m184,53.3179831579172
3.96701085180724e+17,20.495269,43.628377,0.01,m308,50.12212462201483
3.8358511405094106e+17,4.543007,41.593552,0.19,m251,57.86183139662172
2.8603483396732703e+18,2.849323,29.956462,0.02,m054,340.5341414469071
3.1007066710466e+17,18.126755,30.462807,0.04,m031,91.81797092857241
3.771696999242555e+17,15.635767,46.336345,0.01,m356,57.203109243250566
3.6444900752218816e+17,14.581982,37.05449,0.01,m162,44.578188501151786
3.9321353737819354e+17,1.93063,48.656455,0.06,m387,91.32935515994227
3.104721262880342e+17,18.917857,30.862794,0.07,m031,50.2558970244983
3.9558927276394406e+17,0.779232,51.611309,0.01,m404,352.88614466074455
4.0113108624796685e+17,16.576036,46.365244,0.04,m355,34.22550454155884
4.100063441090012e+17,21.436292,52.603272,0.01,m386,541.3532372852922
2.859510374372854e+18,7.655732,30.883485,0.0,m038,51.601877917155754
3.762323361986488e+17,16.99364,43.215072,0.01,m292,45.477809862549066
2.860776049695559e+18,4.204957,30.179564,0.15,m054,248.32116971092498
2.8765442490293207e+18,4.366986,36.001299,0.1,m140,26.42600911659458
3.1288287425135104e+17,13.725025,31.731687,0.03,m036,50.82482531101105
2.8611647957759196e+18,2.129874,30.217092,0.14,m072,362.5321794217604
4.043609360125064e+17,16.47065,50.797596,0.05,m391,299.1363363982381
3.759140275817523e+17,12.962426,43.650653,0.0,m301,63.70518006857729
3.66000040470895e+17,6.907507,34.941276,0.0,m121,32.37940980800953
3.20379894285334e+17,21.236884,35.08582,0.01,m128,41.014818165747634
3.8830796316945946e+17,10.366144,45.317208,0.0,m346,63.167728246509384
3.704045466124865e+17,18.146285,39.781811,0.03,m222,43.82645072511907
3.766232469421381e+17,17.444598,43.721977,0.02,m313,39.98190285645097
4.000461775089152e+17,20.286387,48.494898,0.01,m383,80.26360196393672
3.750732791439816e+17,13.352171,41.315292,0.0,m256,13.990737388993496
3.683235834191972e+17,10.621894,38.265646,0.0,m186,30.30430355197875
3.971962090104174e+17,21.753669,44.956967,0.04,m324,46.3137114709373
3.8136547496478246e+17,10.443638,41.967595,0.05,m265,51.24593800759031
3.902838886448897e+17,12.194246,47.638063,0.0,m379,11.951297911722842
3.649209041685395e+17,8.197568,33.89854,0.01,m101,43.30941161417015
3.684595749672983e+17,9.325469,38.141027,0.0,m184,36.499723694426955
4.00865554190252e+17,18.136026,45.66597,0.03,m353,57.49238584414422
3.153901387200544e+17,22.436634,31.256108,0.01,m030,51.42603864474089
3.745119741617344e+17,16.423103,41.310332,0.03,m250,54.635594038051735
3.8114217101485274e+17,9.70853,40.721626,0.07,m249,41.9933216560836
3.957701767941764e+17,3.220992,51.744414,0.06,m404,230.2863096616969
3.6806869858364954e+17,12.979616,39.231016,0.17,m211,48.963517275073464
2.8807423562237537e+18,1.334105,38.367391,0.01,m176,52.29047345481746
3.9769961353718515e+17,20.2649,45.34239,0.01,m348,49.692196444910415
3.140995869467617e+17,18.293997,33.85414,0.04,m091,56.560725232833825
3.751712387580407e+17,13.312651,41.842378,0.0,m275,38.397765312012886
2.8582976130479606e+18,10.779793,30.063528,0.0,m022,56.292250686923396
3.728543272397517e+17,19.216561,41.583827,0.01,m264,50.379944112063505
3.9645125552284685e+17,21.944369,43.154365,0.1,m283,62.18210883915172
2.8635172009043707e+18,3.183682,32.593133,0.0,m072,86.07508119047577
3.8393042942263296e+17,3.050308,43.300296,0.0,m291,32.29367794828714
3.63357020676428e+17,16.126156,35.962028,0.01,m138,31.148015413411052
3.777272596934464e+17,12.429109,46.202344,0.0,m361,40.781518099724565
3.2032625873369216e+17,21.062539,34.472483,0.1,m107,4.620000414487469
3.6986389613010035e+17,18.127413,37.33794,0.08,m157,60.637276047938236
4.068289272992078e+17,21.175786,51.346346,0.03,m383,400.94773487079914
2.8589255372662164e+18,7.577001,30.284432,0.01,m038,118.52550035840456
3.127312790850917e+17,13.559094,31.061481,0.14,m036,29.996780513937374
3.753590490883496e+17,12.629339,42.177309,0.08,m279,56.339720046671886
2.8735552266691333e+18,0.900452,31.734542,0.01,m095,303.3115749327985
3.690182342517887e+17,10.478274,39.590303,0.26,m209,60.85717232656386
3.73440744895334e+17,19.974007,43.567116,0.01,m308,28.219209081201797
3.7458636729091814e+17,15.877365,41.766823,0.0,m273,46.09660523050227
3.955967288357482e+17,0.314843,51.532853,0.01,m404,378.2461821073537
3.0980743714914406e+17,19.525505,29.879547,0.06,m017,62.26718049685588
3.8666601435117594e+17,0.909105,45.892019,0.18,m350,38.05555870176722
3.802060399413545e+17,6.021886,40.050514,0.02,m230,40.749659025384155
2.858352176312484e+18,10.764413,30.215618,0.0,m022,50.20543318075401
2.8632391275409275e+18,3.786558,31.914375,0.01,m072,135.60649292335285
3.671981645485718e+17,12.07671,36.788661,0.01,m166,68.98203937222658
3.954782908158985e+17,1.323262,50.70206,0.02,m399,264.29522030866167
3.9204173285914675e+17,5.099166,46.72511,0.01,m378,50.78990941689275
3.86743426839766e+17,0.061652,46.361412,0.3,m367,48.66891440084963
3.730409006193207e+17,17.41006,41.928467,0.01,m271,23.189164339628928
3.766488793077847e+17,17.56605,43.862444,0.0,m313,23.191733445232913
2.8586334408354893e+18,9.847682,31.025266,0.01,m040,40.43346999783105
3.720494847279268e+17,19.484495,40.896672,0.0,m242,17.798381517829252
3.099979962580457e+17,16.963175,30.021339,0.06,m033,139.1919524949622
3.626775912096667e+17,13.909809,34.057364,0.01,m100,36.23295203945058
3.817700952311818e+17,6.499925,40.972987,0.01,m255,38.55740413302176
2.881908594462719e+18,0.745205,39.919547,0.21,m220,26.34518481705287
3.71795149649488e+17,20.41245,40.382428,0.18,m239,59.63889075513388
3.977826266650401e+17,18.801341,45.000523,0.06,m332,11.21433223335961
3.88380496574764e+17,9.717613,45.788676,0.01,m347,15.405281405110278
4.014681209212083e+17,17.842273,47.342629,0.01,m371,33.16216676556558
3.933012577857261e+17,0.635399,48.073968,0.07,m385,55.42334721780229
3.881997299928854e+17,10.351769,44.939977,0.01,m327,47.997071530580456
3.787735137279169e+17,6.108106,37.878219,0.09,m189,36.33418436708675
3.812678933037563e+17,10.698731,41.303313,0.14,m248,39.77577857779051
3.7713774966488896e+17,15.454813,45.97876,0.0,m356,42.67761167967114
3.90920089262443e+17,8.270117,48.184112,0.2,m395,11.786630585676734
3.828795024644293e+17,2.589323,39.272722,0.09,m199,56.82945582924424
2.8605648747441254e+18,4.532988,29.816216,0.0,m041,261.40343227638823
3.615736815359388e+17,10.302863,32.373964,0.0,m063,42.16230266915748
3.6838587762416154e+17,10.059039,38.457851,0.01,m184,40.245386721898164
3.73069449267121e+17,17.643735,42.113097,0.01,m271,38.13589026790667
3.640866840807818e+17,12.014894,36.351501,0.1,m147,45.39911604686498
3.667448221599585e+17,8.972055,37.440809,0.0,m167,22.081346196965466
3.909603245168365e+17,8.431023,48.600061,0.01,m395,56.08070567728764
3.207145237772659e+17,20.594945,35.917229,0.13,m130,49.33022692911801
3.708349710564333e+17,14.752238,39.141948,0.01,m204,7.358315518056186
4.145721649261866e+17,11.996071,49.894689,0.01,m397,150.98561091034847
3.22138764996836e+17,22.327323,36.903964,0.06,m152,17.46335674976262
4.0008813074696064e+17,19.984357,48.362074,0.03,m383,71.80721058695863
3.855500444093537e+17,3.768082,44.559521,0.0,m314,59.38125431013322
3.937424368329317e+17,2.068111,49.897313,0.0,m399,167.74200638746527
3.645663803880104e+17,13.58746,37.176242,0.15,m164,21.455106993359166
3.106842289527219e+17,19.279723,31.963435,0.27,m047,39.908971684645465
2.874233689766979e+18,0.054125,32.756151,0.07,m112,264.47819425508766
4.1914376678016435e+17,4.790504,52.488879,0.04,m404,268.6586399222298
2.858180789936977e+18,9.567688,29.270822,0.0,m022,202.8335956339488
3.988752663442857e+17,22.472876,46.297495,0.01,m362,69.59796206857425
3.757269731665412e+17,13.343283,43.550278,0.04,m296,46.18841878418237
3.673330265211425e+17,10.487379,36.728464,0.0,m148,52.63368838909152
2.874398277210161e+18,1.665202,33.793479,0.0,m095,76.24028311505211
3.667336552450003e+17,9.10209,37.398235,0.01,m167,26.0036319087517
3.2400529336048486e+17,21.753686,39.914491,0.03,m217,42.81638170497746
4.029723859743771e+17,14.826808,50.271938,0.01,m392,239.1832041865424
4.0287192238995686e+17,13.977379,49.671577,0.07,m393,173.5371720010641
3.1739087192531456e+17,22.422328,34.684724,0.36,m108,25.22374811820075
3.727165446890102e+17,18.65537,40.967207,0.01,m245,21.556933205668596
