Object ID,RADEG,DECDEG,Pgc,Nearest field,Distance to nearest field
3.698970532775849e+17,18.686537,37.750785,0.0,m177,39.0653122861781
2.857501390535837e+18,5.709414,29.449594,0.11,m041,227.2209004066667
3.7353557777266854e+17,18.304394,42.902048,0.01,m290,22.333621450578697
3.1217025327788134e+17,12.014792,29.660075,0.03,m011,42.32097408672312
3.8092044761989094e+17,7.448474,40.225746,0.02,m229,49.47894411456863
3.751423765778209e+17,13.004904,41.616089,0.02,m256,47.57774242103273
3.7457698708236045e+17,15.899622,41.660503,0.29,m273,55.84336774551025
3.9519660538099085e+17,2.999183,49.902019,0.03,m399,117.48179974884704
3.116761258802871e+17,14.669244,30.049142,0.0,m019,28.467308168705983
3.928701805082917e+17,3.883467,48.637323,0.0,m399,50.10332376299366
3.140795895793705e+17,17.684694,33.558345,0.07,m071,51.22116245975907
3.603397889712168e+17,11.761773,30.767498,0.01,m022,66.66244976980266
3.157069655724206e+17,22.38513,31.958632,0.14,m049,51.53931689965234
3.7001026861564006e+17,19.251252,38.273168,0.23,m175,52.22049310648011
2.87574675520675e+18,3.592232,34.203428,0.04,m092,7.031736891144362
3.745546188933224e+17,16.56868,41.932869,0.0,m273,39.65378099437427
3.606067641381389e+17,10.88394,31.187374,0.07,m037,35.59239896217221
3.888750019300284e+17,7.237868,45.530614,0.0,m339,53.83456373669433
3.728898208498098e+17,18.466823,41.615356,0.0,m269,40.576293482323535
4.018527438342303e+17,17.913731,48.950894,0.01,m388,100.83825939774633
3.759303484573705e+17,12.796915,43.798606,0.01,m301,56.49561912103787
3.200102178601147e+17,20.390055,34.541072,0.11,m106,39.41745955641073
2.874999744430043e+18,0.055378,33.134398,0.1,m112,224.16768086890016
3.72942116371532e+17,18.555819,42.223087,0.0,m269,27.596737646031272
3.819775249735333e+17,6.563488,41.489767,0.01,m255,50.01663121847407
3.13861886276684e+17,17.776824,32.578997,0.01,m051,42.364860509630724
3.6285560901494925e+17,13.288812,34.126704,0.01,m102,28.623482684502676
3.691051300286606e+17,10.100656,40.228468,0.01,m233,52.79562993908459
3.896751672231291e+17,11.21719,46.095137,0.06,m346,46.08985067570748
3.147421140542359e+17,17.042234,33.372826,0.23,m073,40.18574762677957
3.6067479641994176e+17,10.164642,31.698685,0.0,m040,41.203477440356124
3.9123812729493926e+17,6.687547,49.272901,0.0,m401,16.769841344917513
4.005945245740023e+17,21.208311,49.684104,0.0,m383,220.40204025462964
3.812674809875172e+17,10.740303,41.300476,0.35,m248,36.92065221531568
3.928027624062314e+17,4.626844,48.260931,0.0,m390,45.95129873673055
3.62307708626543e+17,11.023876,34.254206,0.0,m105,32.33267255986353
3.7209703860578176e+17,19.40965,41.358565,0.14,m264,58.63342805761545
3.205259575331836e+17,22.136011,35.85926,0.05,m131,11.571004562432115
3.207009516805298e+17,20.093354,35.917838,0.03,m130,6.872974249256614
3.12713686899892e+17,14.793523,31.933219,0.0,m056,45.73458040343104
3.9724761117833856e+17,21.565783,45.082254,0.0,m324,49.591581626723176
4.020807206972137e+17,14.714501,47.901624,0.0,m392,33.12103496819746
2.874050964678792e+18,2.658806,32.822315,0.02,m072,115.84216852365071
2.863670514056525e+18,3.934889,33.511271,0.09,m072,42.90343295537565
3.658437723815488e+17,10.152492,36.639638,0.01,m148,41.839484813689666
2.875573758219042e+18,2.596321,33.237584,0.02,m095,106.70169293151812
4.1699487007871654e+17,11.158561,53.264568,0.01,m406,405.51903886210687
3.6050825476796774e+17,11.763134,31.269119,0.0,m037,52.70949979537662
3.974971315989001e+17,20.147976,44.137985,0.0,m308,39.536949079894555
3.2079169574984474e+17,21.597296,36.490012,0.01,m150,45.28086970155617
3.808981481499044e+17,8.105636,40.328665,0.04,m231,16.498378402436394
3.875905661915484e+17,10.367657,44.130207,0.0,m306,59.35315663957016
3.199462400273938e+17,20.794586,34.248776,0.15,m107,39.57445202083509
3.889548196041079e+17,6.401836,45.846133,0.09,m359,44.57446725900809
3.097159028059589e+17,17.717539,29.345865,0.0,m032,207.48796026176876
3.7806759290601715e+17,13.873222,46.564745,0.1,m357,52.44057607656952
3.0916415412725875e+17,20.731322,29.571569,0.08,m016,54.723101320346736
3.0936673914472806e+17,20.180276,29.75706,0.01,m017,4.82458005936722
3.74968928618796e+17,13.170441,40.851956,0.0,m256,41.82170008971026
3.777979033192942e+17,14.548673,45.790463,0.03,m356,49.43754750438795
4.006266509291039e+17,20.502827,49.854186,0.1,m383,231.16990082495207
2.880651509074995e+18,1.693774,37.63866,0.05,m176,60.5402920233201
3.9818164630618304e+17,21.519636,46.210148,0.01,m362,50.51302967312915
3.096839138896e+17,18.451035,29.451075,0.14,m017,170.03139277503513
3.7947060410124045e+17,4.617088,37.7838,0.01,m182,46.10633764707641
3.2351405218040986e+17,20.096039,38.826704,0.0,m196,40.21011806384782
3.098912749106305e+17,18.722919,30.342954,0.0,m029,87.17259548136677
2.863419756685234e+18,5.060307,33.053078,0.06,m074,16.278140019844248
3.96373327636303e+17,22.341243,42.637278,0.01,m283,7.156925215654432
3.632846590675822e+17,16.385861,35.539089,0.01,m116,43.95577431464041
2.880257196717313e+18,1.216412,37.35917,0.03,m156,48.340653251707
4.144722854628814e+17,13.013854,48.982353,0.04,m396,76.65441511882707
2.8802865399343636e+18,0.023593,37.187606,0.01,m154,39.867468639392364
3.959720746169691e+17,2.453639,52.665191,0.02,m404,343.88988850760757
4.047546943203894e+17,14.676247,52.559187,0.0,m403,477.0351271527122
3.942641207400104e+17,5.914287,49.688538,0.06,m404,68.23448682913401
3.761427217043204e+17,15.916867,42.659901,0.02,m294,56.88122793526187
3.82718316634484e+17,6.922753,44.061944,0.01,m319,13.264233601412583
3.7402901797460006e+17,14.209551,40.147863,0.0,m227,41.301003205664806
4.047619485218085e+17,17.253262,51.363134,0.01,m391,367.09512374635494
3.78346250382438e+17,5.987831,36.407813,0.01,m139,58.13390896452408
3.678120699944641e+17,13.770565,38.86538,0.04,m211,43.62155941416017
3.755797416876804e+17,13.07812,42.669349,0.0,m296,64.72298457166941
3.2326579877606336e+17,21.152081,38.36485,0.05,m193,47.234801744324066
2.858255556727715e+18,10.351473,29.527617,0.01,m022,126.72704387670309
3.7119842407215206e+17,17.267442,39.991043,0.15,m223,7.3989760793902075
3.7420868504721114e+17,13.098038,40.619135,0.01,m234,50.89360753930567
3.6320405112098086e+17,15.068369,35.086587,0.04,m120,24.085826874768163
2.86200674250952e+18,2.90047,32.341677,0.04,m072,124.63010310933235
3.89561990541531e+17,11.980606,45.062727,0.0,m343,56.06370004712261
3.747611209211158e+17,14.73275,42.197954,0.01,m274,9.03526751716798
4.159776543163332e+17,7.329483,52.158776,0.01,m405,231.16402618996307
3.121966415564393e+17,12.177102,29.827771,0.04,m021,58.48050139483322
2.861399060472954e+18,1.78731,30.867315,0.0,m072,317.9254853297499
4.158613809651126e+17,7.535113,51.798664,0.0,m406,189.26497754958126
3.203062613663597e+17,19.443875,35.332083,0.01,m111,59.762611751969565
4.153631303999127e+17,12.299092,52.003628,0.01,m403,318.57308611529913
3.785227563581549e+17,6.135019,37.051383,0.0,m163,27.186752516272932
3.218611082467835e+17,19.112091,37.761489,0.01,m175,44.013354763225124
2.8619465141827297e+18,3.220096,32.082227,0.05,m072,130.64301701097713
3.812680651071429e+17,10.664351,41.315715,0.28,m248,42.884730514675105
3.766388462640832e+17,16.927977,43.883153,0.01,m313,55.0495010801511
3.978014558014482e+17,18.423855,44.83723,0.04,m332,43.261570932689985
3.1288747845638605e+17,14.067107,31.832664,0.01,m056,63.367203021325274
3.20327495683798e+17,21.309096,34.453774,0.01,m107,19.627845942871758
3.8697679818516314e+17,1.748269,46.491695,0.03,m368,55.77651963132502
3.241477831943327e+17,22.644371,40.821103,0.02,m240,31.445140532465
3.754140203735704e+17,12.23239,42.787107,0.06,m279,26.180072578280893
3.847332103466871e+17,1.745697,43.49948,0.01,m310,51.71805853257059
3.0912295680109786e+17,21.455433,29.443812,0.07,m016,37.59000408574761
2.860553467309909e+18,5.374717,30.139109,0.02,m041,178.35091935415198
2.874143224871783e+18,0.800289,32.193615,0.0,m095,263.44932398458366
3.72075632488934e+17,19.695099,41.110051,0.01,m242,31.202383931534214
3.14653431569308e+17,15.143631,33.813888,0.01,m097,50.59304230564099
4.012895533618212e+17,17.346495,47.368789,0.0,m371,44.39894301469588
3.1370733617383386e+17,19.065266,32.273036,0.01,m050,34.35874086162436
3.89222207089814e+17,8.422254,46.595384,0.28,m358,53.79047445587759
2.8626187238087603e+18,6.892169,31.632302,0.01,m041,42.00406648228063
3.241326305505568e+17,22.644483,40.636468,0.0,m240,31.012886419966424
3.7367528446807514e+17,18.771177,43.961109,0.09,m311,9.58979206866295
4.027944755429312e+17,14.612987,49.134742,0.02,m392,116.0928281466839
3.174243340150657e+17,22.655647,35.086142,0.0,m115,41.809738307946674
3.7443810502049344e+17,14.982258,40.854243,0.0,m252,53.2342026474466
3.610034430219355e+17,13.687298,32.453364,0.17,m059,36.34409457152718
3.8347956093454554e+17,4.197506,41.21173,0.15,m251,54.38731909465832
4.171562964282423e+17,14.301968,53.111261,0.0,m403,500.42655074174036
3.972978451164717e+17,21.3688,45.541749,0.01,m344,24.486028787380445
2.859233125644034e+18,8.568666,30.264143,0.0,m039,123.89956174047195
3.6869092338113894e+17,9.573403,39.621986,0.14,m210,47.75973874763928
2.875259813289766e+18,0.697715,34.701015,0.01,m112,40.18724292945653
4.067528548422698e+17,21.728401,50.895213,0.0,m383,360.0357767877248
3.968148159145628e+17,21.052608,44.051307,0.01,m304,43.05112451820203
3.690046234973016e+17,11.751416,40.757734,0.28,m235,30.84892598163486
3.673753577189078e+17,10.97414,37.245781,0.0,m168,32.61249907747356
3.1650126393943795e+17,20.944039,32.318427,0.36,m066,34.15611751062057
3.951982589471736e+17,3.118329,50.004404,0.04,m399,121.70722052973757
3.940646281027538e+17,0.080944,51.202794,0.04,m399,366.7023593923219
3.1035749790532774e+17,20.342118,31.183793,0.03,m027,54.91510155420376
4.025209033068014e+17,16.190906,48.531391,0.01,m391,49.64896040192714
3.8205936986849574e+17,5.912709,41.945597,0.01,m278,27.57609323125303
2.876849019909535e+18,2.142108,35.625563,0.04,m114,57.63797901654378
2.97224694800447e+17,22.228002,29.606103,0.0,m018,39.14879103598967
3.6963822136841344e+17,16.522207,37.185445,0.0,m160,21.75636644150724
3.123321220055145e+17,13.008779,30.409657,0.0,m020,45.133309263521696
3.093000812525784e+17,21.566631,30.168959,0.03,m016,56.069161253424205
3.727051372557517e+17,18.118838,40.830966,0.17,m245,28.6975437300542
3.104592413860791e+17,20.355337,31.796502,0.24,m046,35.95319690134405
3.795883892833357e+17,4.759893,38.242214,0.04,m182,12.296195223194816
3.207758215510061e+17,21.101703,36.405265,0.0,m136,35.320933954755134
2.8604983886504417e+18,5.112956,29.516772,0.0,m041,248.46250439312797
2.8614580905028444e+18,1.270307,30.989372,0.12,m072,340.0400353282956
3.792059997559899e+17,6.388847,38.740235,0.04,m189,64.40242507802661
3.713485804250058e+17,16.079108,40.256725,0.02,m225,17.156585957308224
3.213623422850454e+17,18.302065,36.428395,0.04,m132,71.5414283271737
3.20803790377776e+17,21.378787,36.52308,0.18,m150,29.625496422314875
3.852291545159231e+17,5.274676,43.271828,0.0,m299,22.293587121841853
3.8409374125779085e+17,1.996535,41.420356,0.08,m244,55.507429061101575
3.744823217081016e+17,15.57022,41.46527,0.01,m250,43.838999606294436
3.765685805964292e+17,14.867564,44.2899,0.01,m316,15.893053865199189
3.628653671800617e+17,13.901713,34.080221,0.01,m100,35.38687217635045
3.119841609343634e+17,12.732086,29.557808,0.04,m010,28.562293069092952
3.7627755361427814e+17,16.46012,43.479103,0.01,m294,44.386211634461375
2.861918167398961e+18,2.687671,31.760018,0.01,m072,187.30258412108367
4.011135627814501e+17,16.902655,46.179928,0.01,m355,45.25281161216837
2.875032725483715e+18,0.579252,33.481242,0.01,m112,175.5677427988613
2.881934398624852e+18,0.866305,40.057716,0.01,m220,41.644095332855215
3.683798303104232e+17,10.90125,38.984017,0.01,m209,24.742183762085293
2.880322033543396e+18,0.469594,37.578958,0.04,m174,58.64439733324523
3.124872562237121e+17,14.505627,30.705045,0.06,m019,46.66281278496776
3.727756090790698e+17,17.781489,41.236077,0.01,m245,59.13934696834838
4.000207856626678e+17,20.780487,48.041985,0.0,m383,41.358089904150546
3.823120170229065e+17,8.029172,42.890617,0.06,m297,33.189852769507446
3.967373003442579e+17,20.713181,44.092017,0.01,m304,60.6501423248014
3.771312900340822e+17,15.42539,45.910533,0.01,m356,44.44058663308803
3.877469373603986e+17,9.928915,43.856427,0.0,m307,33.44498036984416
3.829939891106048e+17,4.086911,40.186204,0.01,m226,17.846197958689007
3.9998512025431206e+17,20.553969,47.625468,0.0,m383,20.718680416326563
4.04465076084508e+17,16.078592,51.648244,0.0,m391,394.36895150575566
2.8619563754287124e+18,3.027308,32.136222,0.0,m072,134.66434121342928
4.002799955285116e+17,22.06224,48.505544,0.21,m380,99.21445068313362
3.930309840855112e+17,1.837217,47.396515,0.01,m368,66.3518964852378
3.916892363012955e+17,8.056955,50.18079,0.01,m406,6.914716100403144
3.6244827431587264e+17,11.719092,34.95966,0.01,m126,36.49395504757478
2.875421716377412e+18,0.094081,34.593358,0.0,m112,83.63102784264059
3.8542954480793766e+17,3.250722,43.339859,0.01,m291,44.83370776737017
3.8802542304006195e+17,11.766625,44.568931,0.06,m322,33.87941477876335
