Object ID,RADEG,DECDEG,Nearest field,Distance to nearest field
3.141185878822665e+17,18.253862,33.958262,m091,48.41783196572539
3.141504737193929e+17,15.301937,31.780421,m053,59.483628623314644
3.1401760031527104e+17,18.127503,33.334552,m071,36.43569733243274
3.142467497060982e+17,15.538451,32.476706,m053,30.93566021559233
3.136526311755923e+17,17.724137,32.029954,m051,19.080477544777658
3.142276456917966e+17,15.0339,32.238263,m056,49.74792203125071
3.1374691429651635e+17,19.316162,32.707605,m064,53.460192501893346
3.147003326122985e+17,17.129667,33.109178,m073,42.58190938510633
3.1466710674540634e+17,15.554533,33.801488,m097,47.77305091082823
3.148316855962505e+17,17.556321,33.638302,m091,54.6081125930253
3.138980327214249e+17,17.797243,32.701819,m071,46.136943300595476
3.1502691763048576e+17,16.360816,34.234486,m094,22.07111249407759
3.1502884607110426e+17,16.208782,34.207212,m094,34.90229043365564
3.138170811777119e+17,19.030044,33.089347,m070,11.948933634029565
3.138174591352488e+17,18.906873,33.067793,m070,3.4037128008157826
3.134374704936695e+17,16.991876,31.79227,m052,48.139403663147164
3.134619045623999e+17,17.306215,31.979439,m051,49.53314288599954
3.140611040401326e+17,17.906102,33.354306,m071,27.343300276591716
3.1349571454496154e+17,16.664414,31.905272,m052,35.4966950683737
3.135321015078122e+17,16.946482,32.309931,m052,17.580798880540584
3.135339569336818e+17,16.742556,32.30845,m052,13.996472485436728
3.135365682737893e+17,16.849773,32.404044,m052,23.136548288455277
3.1353656827378816e+17,16.85402,32.412537,m052,24.12998937670268
3.135462577201234e+17,16.774667,32.34811,m052,17.08550596307005
3.135557066484622e+17,16.815439,32.52045,m052,35.83850073929077
3.1392847115374874e+17,17.308979,32.75209,m071,63.66933020604675
3.13933595050858e+17,17.083139,32.720756,m073,63.13364114420172
3.151198263628104e+17,16.843964,34.550497,m094,49.326503596516346
3.143142665920494e+17,16.774131,32.795075,m073,43.30917718944378
3.143285946032152e+17,16.529593,32.83992,m073,39.935013073177366
3.148942589760951e+17,18.091173,34.413649,m091,46.442622846084
3.14919925700586e+17,17.137989,34.14342,m094,50.99326020129744
3.1396146079840614e+17,17.824286,33.112388,m071,1.164577473808477
3.139615295172374e+17,17.822807,33.11386,m071,1.2639587263024894
3.139689855813806e+17,17.380669,33.048032,m071,43.102598585918614
3.1739087192531456e+17,22.422328,34.684724,m108,25.22374811820075
3.17449352200113e+17,22.372973,35.011964,m115,21.69323270199601
3.1510704883496986e+17,16.097172,34.724869,m116,59.29809146705977
3.168212905426551e+17,20.956399,33.156247,m086,46.78582088408963
3.168313579456525e+17,20.993818,33.31325,m086,29.26244883835414
3.16845445438484e+17,21.552184,33.405071,m086,55.921947032715416
3.168472622090794e+17,21.759851,33.531785,m088,34.89904557340143
3.165549682104005e+17,22.100039,32.505758,m068,26.074606902080536
3.165826277996115e+17,22.257338,32.944316,m068,37.735441820824136
3.165844145059493e+17,22.219999,33.030039,m068,42.7900051010459
3.166057519035126e+17,21.552824,32.867927,m068,42.27503730196954
3.172975508757235e+17,21.343102,34.025716,m107,57.042832575814906
3.173501513403832e+17,21.525884,34.543831,m107,39.167840420650506
3.173577491370209e+17,21.847788,34.776403,m108,41.17168607866642
3.1704782000163776e+17,22.419247,33.604755,m088,28.478643788004167
3.165365127349029e+17,21.601619,32.308551,m068,56.18347980111888
3.197813132834323e+17,19.477115,33.26605,m085,42.76077322490486
3.1648054501599e+17,20.615845,32.273751,m066,44.85062099689069
3.1650126393943795e+17,20.944039,32.318427,m066,34.15611751062057
3.1651583246805926e+17,20.966357,32.658806,m066,10.547744934409215
3.16726560743648e+17,20.62353,32.965888,m066,44.74773132137727
3.168807328896726e+17,20.843355,33.432962,m086,20.66414455027721
3.1581434404984525e+17,22.459518,32.744807,m068,46.45870131074385
3.1569721170177e+17,22.268151,31.755775,m048,42.964018539311525
3.153848129602725e+17,22.504783,31.127764,m030,36.32158489076296
3.1524925949707635e+17,16.796159,35.519515,m116,49.577314892889554
3.174878995312023e+17,22.320381,35.253933,m115,15.923426526017204
3.1749326394600256e+17,22.316611,35.394009,m115,29.24346303783951
3.1975677613415616e+17,19.643696,32.877228,m064,37.67970155695375
3.170657901449861e+17,22.347575,33.8241,m088,29.8813247143383
3.1723127094055334e+17,22.007372,33.727879,m088,14.05203941665149
3.1694316024233805e+17,22.611293,32.925839,m069,50.55523782347079
3.169431988940498e+17,22.626525,32.925764,m069,49.23222112886857
3.169432332537884e+17,22.607362,32.930088,m069,51.070702877383795
3.169446076433138e+17,22.535448,32.9913,m069,59.95192343366343
3.169508611156257e+17,22.66324,33.051662,m069,53.27555498019696
3.16972988787381e+17,22.343052,33.318546,m088,41.38864287256605
3.170278569936416e+17,22.314406,33.590739,m088,19.264681963655143
3.1988964953814784e+17,19.678376,34.028746,m106,53.68686885692982
3.157339422621143e+17,22.651177,32.14954,m049,41.75504573319355
3.157571350855071e+17,22.363915,32.115675,m049,59.91610508731646
3.153281150964274e+17,21.990399,30.510936,m028,40.15405425034658
3.153320364022761e+17,22.329586,30.599854,m030,52.46615460949838
3.1577857126659354e+17,22.173687,32.377556,m068,41.90156377605706
3.198982051134364e+17,20.41668,33.661572,m086,53.48778665562136
3.199268267751277e+17,20.449511,34.081864,m106,59.25758476293207
3.199474769779446e+17,20.972583,34.295404,m107,25.5026747098577
3.16794038974064e+17,20.525236,33.29216,m086,53.1030353322085
3.204180679549855e+17,20.889232,35.113016,m128,44.28346165101449
3.201616412274117e+17,18.737108,34.505671,m090,55.45277645161256
3.207885002941793e+17,21.654493,36.441859,m150,52.64903972644305
3.203023099964882e+17,19.445841,35.21425,m111,53.86560323697327
3.200734354840682e+17,19.299243,33.946416,m090,35.50146533901833
3.20350585427717e+17,21.001645,34.769006,m107,31.45683353601996
3.203516162209385e+17,21.102243,34.804054,m107,33.9862155291281
3.2069452640866304e+17,19.770514,35.764072,m130,27.729631528943887
3.209647657510213e+17,18.169754,34.990164,m113,46.05672097142912
3.209704995329988e+17,17.799236,34.904012,m113,23.215632336497865
3.204484376675045e+17,20.949757,35.374059,m128,20.153207425332855
3.208795879608616e+17,21.079475,37.033441,m150,33.34683297651636
3.1996396965268966e+17,20.662337,34.437174,m107,40.870280104604745
3.199787056848589e+17,20.337441,34.248573,m106,39.63178181902599
3.199792597362231e+17,20.249349,34.248687,m106,33.15727276228505
3.207590196379754e+17,20.984149,35.943534,m136,26.08572220065884
3.206422996075017e+17,20.740333,35.582802,m128,40.20896632979309
3.209945900050953e+17,18.320306,35.239874,m110,55.073526215216624
3.212035272779776e+17,17.897591,35.520838,m113,52.11848011750286
3.218891801531493e+17,19.463526,37.513533,m175,42.78346986706384
3.213124863044257e+17,18.451532,35.875036,m132,37.03486416748157
3.233180985928041e+17,22.327496,38.524384,m194,31.34731129708862
3.213467086038477e+17,18.610685,36.320237,m132,45.38452265851365
3.2138336614895654e+17,18.109275,36.325229,m135,53.50403179790879
3.2209505941026125e+17,22.299513,36.553178,m152,26.491142460416487
3.2251081653997734e+17,22.321241,37.885251,m173,25.56458500818595
3.2107712209674675e+17,19.151907,35.666836,m132,42.553081096114006
3.210823791367209e+17,19.224645,35.792538,m132,38.641938741037386
3.2193418711535654e+17,19.898296,38.140283,m175,39.266380578127446
3.212130449255914e+17,18.000156,35.712384,m135,55.2074023047116
3.2124541609468544e+17,17.45528,35.649303,m135,49.89379615127771
3.212492643863496e+17,17.454219,35.741582,m135,40.06692639633319
3.218446155725001e+17,19.257424,37.626612,m175,40.90272354580556
3.22521811656266e+17,22.058778,37.985457,m173,24.921741936273733
3.2320099630932134e+17,21.361472,38.149961,m171,68.96345948436552
3.217097493079063e+17,20.139526,37.455683,m171,65.46947554755474
3.211176665879672e+17,18.466773,35.774443,m132,40.17473605721388
3.2201263469312755e+17,22.445469,35.862793,m131,23.839700459527233
3.225285461649765e+17,22.237011,38.027887,m173,32.80377378250019
3.225294352225586e+17,22.245847,38.103241,m173,40.79906163883891
3.2253675814242995e+17,22.456991,38.061626,m173,47.22884706363614
3.2180956863964275e+17,18.718029,37.102617,m155,17.322488677635302
3.217780263995603e+17,19.469817,37.285896,m153,66.74322506421426
3.235592008768708e+17,21.143185,38.88042,m193,32.64679161837739
3.235904338793124e+17,21.080883,39.405713,m216,35.72250413262833
3.236052772860508e+17,21.476856,39.451059,m216,54.9664696691315
3.2404343267010906e+17,22.222012,40.466702,m240,29.06478410056649
3.238236634880264e+17,22.420908,39.909552,m217,26.80111337209077
3.242040644469532e+17,22.239316,41.077949,m240,39.82627238037766
3.234752256764768e+17,20.522041,38.736748,m193,27.404276353276863
3.242393518973814e+17,22.591158,41.493198,m262,34.484285908598515
3.24245502290463e+17,22.402694,41.42634,m262,32.662204885356815
3.607023486351795e+17,10.588934,31.832161,m062,69.35811131817024
3.609506707586893e+17,12.449229,32.277718,m060,25.492015054028222
3.610597629291968e+17,13.620096,33.04117,m080,49.42001406593445
3.6107536225044326e+17,13.117862,32.748625,m059,54.324848902167474
3.482871443705208e+17,22.595023,42.012673,m262,42.12361628981542
3.6031298407993805e+17,11.093865,30.428734,m022,18.63642009736846
3.603230858435053e+17,11.238608,30.675159,m022,36.44417701651021
3.614440379517344e+17,9.871411,31.932823,m063,45.36903276519483
3.6040074314604595e+17,11.283491,30.93127,m037,45.72065090950127
3.6073509776131994e+17,11.156522,31.822912,m037,54.17950473368908
3.616997130562501e+17,9.226502,32.340193,m061,50.21414291995886
3.606355919582038e+17,10.846027,31.518336,m037,40.27538201070656
3.606386156160891e+17,10.946503,31.675033,m037,45.2497037577522
3.606524926546076e+17,10.476886,31.412994,m040,40.04849615660957
3.617226954281174e+17,9.185536,32.543483,m061,51.886318224236916
3.624838710052164e+17,10.981497,34.95725,m127,58.612065693006365
3.6252221647328986e+17,11.087123,35.155507,m126,56.416124540462405
3.6263615336554394e+17,13.565436,33.642637,m080,52.319910398535924
3.626563568917253e+17,14.326888,33.801229,m100,51.10337527881441
3.6155251593654746e+17,9.839958,32.656013,m063,35.101235591299314
3.612749236096297e+17,12.676908,32.916284,m080,63.362464317993236
3.613958655936173e+17,12.843388,33.992461,m102,36.83984817540827
3.6194267076619814e+17,9.884659,33.623872,m083,39.52418761393366
3.622543135932644e+17,11.869888,34.743231,m104,49.516802546158814
3.6237714965779725e+17,10.634166,34.542965,m105,25.623714988731738
3.619835201991845e+17,11.253559,33.007059,m084,51.73962228657134
3.615837145791507e+17,10.638716,32.606798,m062,46.653490993622476
3.6255599209515456e+17,14.258988,33.24023,m078,9.228400765330699
3.6285031331908826e+17,13.442256,34.021535,m102,46.95547566196433
3.6319350268187034e+17,15.068179,34.932843,m120,36.3118709367872
3.6319363582489254e+17,15.082003,34.958707,m120,33.22722779567361
3.632235674527639e+17,15.564835,35.388587,m120,32.240504819476484
3.63093477187296e+17,13.880158,35.44242,m122,29.347885875539152
3.630956461469622e+17,14.055895,35.439282,m122,22.031091316906522
3.637768580245317e+17,12.545039,35.120216,m124,35.60711343086648
3.6392488407310605e+17,13.601407,36.078597,m143,36.501844750222446
3.631477698698998e+17,16.034776,34.8931,m116,50.200171890482665
3.631563254446203e+17,15.665028,34.851306,m120,51.884226238154696
3.629305476043201e+17,13.413668,34.441379,m102,38.66737435713943
3.629905010517377e+17,14.049834,34.743869,m122,55.68757515936824
3.6300885344788966e+17,14.752758,34.940588,m120,57.072251494904066
3.636482495238912e+17,15.331904,36.651535,m141,52.41064710017861
3.6277809344466355e+17,14.440175,34.302142,m100,20.53523676870626
3.6421446794802304e+17,12.54299,36.788621,m166,52.624309616559096
3.642646675245802e+17,14.447462,36.144501,m143,45.20295762679153
3.642730470058184e+17,14.597204,36.308379,m141,53.064566701065026
3.6427848014007194e+17,14.428976,36.433345,m143,47.54205741930668
3.642904373294633e+17,14.44268,36.480373,m143,51.17999898328016
3.64292533273509e+17,14.518124,36.547597,m143,60.90832128286526
3.6371662969824346e+17,13.153621,35.008617,m124,37.70725992103428
3.634859384145773e+17,14.384866,35.851153,m143,57.66387625263347
3.6339488510832934e+17,14.955906,35.28692,m120,31.83970606235496
3.634108280269153e+17,14.784508,35.382341,m120,50.110444522911884
3.640238401187067e+17,11.489447,35.532997,m126,32.7109519046945
3.6404479955969856e+17,11.605035,35.773928,m126,54.67100789324969
3.64134787714309e+17,13.345472,36.419219,m145,57.14354122640627
3.64781403631344e+17,13.910071,38.377833,m190,53.45500143742339
3.64807310872394e+17,8.57497,33.192584,m081,13.954968303769851
3.644538522453586e+17,14.524667,37.180338,m162,46.77036444690942
3.6464244855542234e+17,13.356888,37.608572,m164,58.158011674625676
3.644740557703771e+17,14.395396,37.460884,m164,56.86414273047412
3.6450370822573146e+17,14.864331,37.691773,m162,57.532494929448724
3.653138421363667e+17,8.122736,35.097937,m123,18.853907983709828
3.6531552576300646e+17,8.057878,35.111851,m123,16.86760780780264
3.643798413689028e+17,14.953412,36.72738,m162,52.88173105065987
3.6438812206431206e+17,14.53528,36.678046,m143,71.22065325267097
3.6544426741592755e+17,9.332477,34.897879,m125,43.088265502788026
3.645786124538509e+17,13.668679,37.404371,m164,22.985883131226252
3.653623237261224e+17,9.796617,34.495108,m103,36.618600618721324
3.651808012289632e+17,7.8249,34.335659,m101,43.18538012633315
3.646990046827547e+17,14.653798,37.969803,m187,26.706152392959968
3.65485056712789e+17,9.729045,35.426167,m125,43.901545484638405
3.6487008611514944e+17,8.047269,33.442706,m081,44.87324651261053
3.649076756693166e+17,8.618876,33.80905,m081,57.536030476581466
3.654922378976558e+17,9.697136,35.493458,m125,44.63527959138243
3.647441877379515e+17,13.495272,37.946875,m190,34.30535453195245
3.6583163909821504e+17,10.004567,36.397309,m148,29.019304850927185
3.662514506783063e+17,6.82936,35.810535,m142,48.07142983355169
3.6575563965270246e+17,9.239119,36.05642,m146,28.12644238247185
3.657723685498998e+17,9.060603,36.174347,m146,10.806800147351527
3.662267460263864e+17,6.264631,35.409095,m119,58.643115364563315
3.663108243059835e+17,6.21812,35.899368,m142,51.2884608283525
3.6593197382921664e+17,7.083884,34.589802,m099,37.65763320018695
3.6569963327918554e+17,9.491155,35.825842,m146,62.144297031502234
3.6571066275478605e+17,8.898136,35.571271,m125,47.04730383629078
3.657187716533819e+17,8.998899,35.684333,m125,51.302958166525386
3.664814891253723e+17,8.479193,35.808762,m123,70.87105690795066
3.6598760224506074e+17,7.369494,35.269214,m121,45.204764294283805
3.6668898328997926e+17,9.414462,37.396659,m167,51.01106103452601
3.667916888431611e+17,7.769793,36.970927,m165,32.99557903822849
3.6679777051697715e+17,8.157669,36.877167,m165,61.738577105244026
3.6688820534840845e+17,7.691314,37.553719,m165,34.11825152180613
3.668897858961348e+17,7.440798,37.491587,m165,32.238360708529754
3.669141770195233e+17,8.747415,37.510076,m167,29.389528379506093
3.6691637604268954e+17,8.571914,37.5119,m167,37.83784542288709
3.6655054790421146e+17,8.776724,36.740321,m146,58.52921609344658
3.6656415865594624e+17,8.207606,36.383862,m144,35.109555217374364
3.672842356932256e+17,11.63888,37.339678,m168,27.348215752184647
3.6664325477407834e+17,8.880898,36.73098,m146,53.95908930075276
3.666571017481545e+17,9.549317,36.880065,m169,65.73310746602694
3.666606751614285e+17,9.576497,37.054461,m169,52.55138505768557
3.672052082949729e+17,11.832417,36.789437,m147,63.41123799496122
3.678032395411172e+17,13.578326,38.679193,m190,54.86136281086003
3.678158796295031e+17,13.758719,38.96417,m211,33.53562513803031
3.667324182951086e+17,9.017505,37.359735,m167,17.454497757469557
3.6759704245603315e+17,11.062104,38.428376,m186,26.56588385853787
3.675321412045033e+17,11.571013,38.081697,m188,51.62800927692892
3.678496896118515e+17,12.857699,38.887001,m208,62.02029807909348
3.679865487456865e+17,11.5736,38.822734,m209,66.6236368633514
3.6724657741998976e+17,12.317194,37.253084,m166,23.32636425409862
3.6743998838674176e+17,10.784319,37.461257,m168,53.42404003575235
3.6769947312985536e+17,12.110548,37.928332,m188,31.24076865745513
3.67716034525564e+17,12.737901,38.162754,m190,52.114668851612386
3.674304707392452e+17,10.534128,37.188821,m169,39.45862480181538
3.674309818394903e+17,10.59869,37.242972,m169,44.13595378905909
3.6699612928626035e+17,7.790924,37.899982,m183,54.45656912269569
3.6792136832195264e+17,12.005811,38.568889,m188,41.73189976149609
3.677262350723694e+17,12.695286,38.280786,m188,49.243830342483506
3.6773482930169114e+17,12.436081,38.310464,m188,28.314217328843714
3.676244658220228e+17,12.527468,37.407589,m166,16.970155815508573
3.677718691006122e+17,13.219991,38.370528,m190,18.64825965595244
3.6830781229783194e+17,9.838922,38.508049,m184,35.49494294808547
3.681241594974317e+17,12.175079,39.579016,m208,42.26329602153426
3.681858652924319e+17,9.978256,37.63011,m169,41.041865531685566
3.685890123980274e+17,9.035838,39.291631,m212,19.993263526083744
3.6821376969414464e+17,10.367387,37.821232,m169,65.18407122709597
3.683621307499621e+17,11.04574,38.806791,m209,44.08371560211506
3.68243250349328e+17,9.516069,37.733383,m184,55.27278698873833
3.6850177302227686e+17,9.67836,38.764431,m210,48.49685618903056
3.6869195417377024e+17,9.539801,39.664331,m210,52.971450655113074
3.687581653897896e+17,11.066838,39.199524,m209,8.016558191610208
3.687484716477665e+17,11.45593,39.162769,m209,41.75352619586983
3.687149064793394e+17,9.655911,39.679866,m210,53.338323287490276
3.688466417158616e+17,11.411002,39.664381,m214,7.248414774093385
3.683819949740164e+17,10.147945,38.42664,m184,43.923289134473706
3.6841044483776384e+17,10.222441,38.881268,m210,58.72374164560846
3.6911646874009856e+17,10.064088,40.462775,m233,57.785070994451004
3.691191101476051e+17,10.201612,40.584935,m249,61.39388547785325
3.69119698557873e+17,10.558855,40.293451,m228,23.577027433788125
3.691226878529623e+17,10.618543,40.414133,m228,29.94121962733102
3.6913375168922586e+17,10.600528,40.628816,m228,52.47920631972486
3.6888439877343155e+17,12.228565,39.813393,m232,43.05816988023665
3.6924301566037146e+17,10.758105,40.883968,m248,33.91182341429531
3.6924435569239654e+17,10.709079,40.960603,m248,32.92249980597384
3.6924586751560166e+17,10.800911,41.023901,m248,23.283918914543673
3.692462454755263e+17,10.807192,41.021607,m248,22.846223759000367
3.692462454779976e+17,10.812207,41.026505,m248,22.293523515894698
3.692463485547337e+17,10.80576,41.05784,m248,22.17903674572727
3.6924689831056346e+17,10.643257,40.952565,m248,38.36911970906328
3.6924706581414285e+17,10.604329,40.954895,m248,41.33807328655621
3.692473106274134e+17,10.638216,41.007318,m248,36.98067733455255
3.692480321819208e+17,10.614133,40.993325,m248,39.30669246367864
3.69248410141503e+17,10.587794,41.049285,m248,40.464697798444924
3.6924909733041856e+17,10.730107,41.052098,m248,28.554453553506768
3.6924923476994854e+17,10.74741,41.07153,m248,26.95678231695846
3.692501968478962e+17,10.676105,41.091951,m248,32.94866615332863
3.692505404452681e+17,10.687787,41.137517,m248,32.58595535514342
3.6925078096343616e+17,10.744715,41.147907,m248,28.219455147224856
3.6925078096095654e+17,10.74543,41.152401,m248,28.301271939035363
3.692511245583341e+17,10.711346,41.175947,m248,31.830729845328424
3.692512276375913e+17,10.903876,41.03397,m248,14.70547255596441
3.689605442492772e+17,11.808798,40.373174,m235,27.895818009301195
3.689700275364823e+17,11.591381,40.283235,m232,45.47556416729662
3.689829811578401e+17,11.85481,40.36167,m235,26.698569421600563
3.690558238057075e+17,10.865823,40.092088,m228,11.570683030474969
3.690637265444425e+17,10.987877,40.233696,m228,17.51104876508569
3.690687774242245e+17,10.804036,40.167284,m228,1.6965646912368886
3.690689835844147e+17,10.805118,40.182328,m228,0.9817081606899182
3.6907424062530675e+17,10.670049,40.298024,m228,16.77693195029407
3.6908482342331776e+17,10.252957,39.931708,m228,53.70196498270216
3.690949595462578e+17,10.384708,40.20883,m228,34.89389833592015
3.690961964968421e+17,10.429637,40.206216,m228,31.06777787986362
3.6910437411441754e+17,10.110508,40.221128,m233,53.581073640342765
3.695159350594143e+17,17.429113,37.080355,m157,12.049516146261727
3.692835945110564e+17,10.951755,41.448085,m248,42.207578927741764
3.69283594511056e+17,10.948051,41.45222,m248,42.72699394624256
3.692837276528616e+17,10.983016,41.442606,m248,41.07930509267488
3.6928507198244186e+17,11.080954,41.50965,m266,38.09506047744063
3.692855873761069e+17,11.014634,41.510736,m266,38.34193485393538
3.692856904553183e+17,11.026598,41.5288,m266,36.22205238326029
3.693495952706345e+17,17.051661,36.342041,m135,56.45353931357539
3.690112205671058e+17,11.839568,40.854865,m235,35.307763676425495
3.690251405564115e+17,10.824397,39.820299,m228,40.12621803987514
3.6895648979867174e+17,11.866985,40.323186,m232,25.579867021421837
3.692299933160232e+17,10.876943,40.819695,m248,33.01763402179856
3.692302338375145e+17,10.847876,40.844869,m248,31.95605865777931
3.692353190787455e+17,11.062649,40.946454,m248,14.730869790500137
3.692360749932205e+17,11.146606,40.953416,m248,15.397751755004254
3.692383427357151e+17,10.957635,40.97072,m248,15.218624537081133
3.692392661504293e+17,10.977905,41.008963,m248,10.888573748211686
3.692398889239224e+17,11.012791,41.082315,m248,4.714584965294534
3.6924164127304614e+17,10.997716,41.102957,m248,6.536393091112469
3.691737807841194e+17,11.071781,40.559747,m228,48.3080629081332
3.6918459980647066e+17,11.287097,40.841329,m248,32.14642638171115
3.691906514191432e+17,11.639598,40.73706,m235,37.04442839735028
3.689304751815378e+17,12.001759,40.18343,m232,9.492389767969788
3.6988444325360486e+17,18.090448,37.702439,m177,38.26643099482559
3.6916690884227315e+17,11.451184,40.634552,m235,48.392229010323604
3.691705166124612e+17,11.495128,40.708723,m235,46.795448121588905
3.6926596796309325e+17,11.105601,41.236642,m248,17.81346017027737
3.692661397642533e+17,11.16763,41.250142,m248,20.764310815463407
3.6926696440043725e+17,11.23083,41.283324,m248,26.470944553308975
3.6926737671722534e+17,11.311178,41.326926,m248,34.23346868331127
3.692711219263099e+17,11.527271,41.349688,m248,48.757661269916746
3.692742830246286e+17,11.288483,41.376237,m248,37.82675271376274
3.692784749105125e+17,11.088209,41.319495,m248,26.807559735957348
3.692786123461536e+17,11.105982,41.34568,m248,29.83235639574097
3.692786123461522e+17,11.104696,41.345932,m248,29.849227269682927
3.6927916210482e+17,11.012172,41.334649,m248,28.83613842870456
3.692792651811873e+17,11.075991,41.334674,m248,28.45268906068283
3.692798149427041e+17,11.178401,41.335688,m248,29.99354353960323
3.6928142984464934e+17,11.15815,41.421176,m248,38.79016359532793
3.692815672835928e+17,11.183274,41.440226,m248,41.30583907092624
3.6928156299062285e+17,11.183285,41.440707,m248,41.35807659053382
3.6928160164331674e+17,11.194178,41.456752,m248,43.3066846463137
3.692816016464749e+17,11.187263,41.463953,m248,43.95019314267288
3.692818421646424e+17,11.160811,41.463025,m248,43.404227732055304
3.692823919202231e+17,10.985087,41.367469,m248,32.848786268829805
3.692824262764535e+17,11.000291,41.386551,m248,34.69189023758041
3.692826667983748e+17,11.048779,41.398314,m248,35.56249009500549
3.692826667983749e+17,11.044169,41.397528,m248,35.49551401905062
3.6928286865934835e+17,10.992353,41.410641,m248,37.44384110433682
3.6928290731653504e+17,11.010923,41.424087,m248,38.6929377437028
3.6928301039574746e+17,11.016428,41.438512,m248,40.232031118672694
3.692830791149889e+17,10.94448,41.374475,m248,34.478387403744584
3.692833539893792e+17,10.927334,41.396085,m248,37.206856448090036
3.6928335399289114e+17,10.92296,41.407102,m248,38.484300186700494
3.699202461010679e+17,18.678806,37.979005,m177,28.92317157006487
3.692518461128663e+17,10.938282,41.102382,m248,11.250802523406817
3.692521897104883e+17,10.952169,41.130077,m248,11.314850504519766
3.6925243023089254e+17,10.87709,41.09507,m248,16.172217240798226
3.692525333076265e+17,10.882197,41.129529,m248,16.623530034508608
3.692528769050088e+17,10.902768,41.136694,m248,15.329534808547285
3.692532548586999e+17,10.904936,41.174738,m248,17.383258390454923
3.692542856542651e+17,10.998867,41.221023,m248,16.86002568541463
3.6925441879561075e+17,11.011482,41.240154,m248,18.568152015335116
3.692549384892883e+17,10.954624,41.237678,m248,20.08376943335022
3.692551102845307e+17,10.976118,41.236571,m248,19.179378687250065
