FieldID,coord_ra_deg,coord_dec_deg
m170,23.28833333333333,37.60390277777778
m171,20.811624999999996,37.70661904761905
m172,358.6636319444444,37.71718055555556
m173,22.075756944444446,37.76173148148148
m174,359.8832569444444,37.82986574074074
m175,19.58797222222222,37.885481481481484
m176,1.1123333333333332,37.93066666666666
m177,18.348812499999998,37.979569444444444
m178,2.3507638888888884,38.018421296296296
m179,17.1021875,38.06089351851852
m180,3.596430555555555,38.0937037037037
m181,15.8491875,38.129259259259264
m182,4.848351190476189,38.156214285714285
m183,7.289569444444443,38.18973148148148
m184,9.736402777777776,38.199125
m185,8.513020833333332,38.195930555555556
m186,10.959680555555556,38.20338425925926
m187,14.593838541666665,38.20529513888889
m188,12.13898611111111,38.20839351851853
m189,6.106236111111111,38.20497685185185
m190,13.328763888888886,38.2261712962963
m191,23.342694444444444,38.60231481481482
m192,358.3024583333333,38.675629629629626
m193,20.836118055555552,38.710347222222225
m194,22.120125,38.75512037037037
m195,359.5377976190476,38.79449603174603
m196,19.637249999999998,38.88256944444445
m197,0.7825833333333332,38.90064814814814
m198,18.389462962962963,38.971296296296295
m199,2.0370416666666666,38.994004629629636
m200,17.30388194444444,39.046166666666664
m201,3.299638888888888,39.074143518518525
m202,16.104208333333332,39.11298611111111
m203,4.569222222222222,39.14084722222222
m204,14.82817361111111,39.172148148148146
m205,7.124013888888888,39.188175925925925
m206,5.84475,39.19337654320987
m207,8.397472222222222,39.19433796296296
m208,12.268430555555554,39.205842592592596
m209,10.973807291666665,39.199284722222224
m210,9.680840277777776,39.20056944444445
m211,13.547763888888888,39.217449074074075
m212,8.824825,39.36705
m213,23.407236111111107,39.60081018518519
m214,11.352277777777777,39.61743055555556
m215,357.93123611111105,39.63331481481482
m216,20.925729166666663,39.703870370370375
m217,22.199694444444443,39.73858333333334
m218,359.18135119047616,39.75866666666667
m219,19.691902777777777,39.8360925925926
m220,0.44306944444444435,39.87054166666667
m221,1.7142916666666668,39.96939351851852
m222,18.594118055555555,39.97478240740741
m223,17.30856944444444,40.0496574074074
m224,2.9941527777777774,40.05460185185185
m225,16.016363095238095,40.11006746031746
m226,4.281499999999999,40.12587037037037
m227,14.694181818181818,40.17593434343434
m228,10.793840277777777,40.18040277777778
m229,6.868715277777778,40.18172685185185
m230,5.575090277777776,40.18301388888889
m231,8.167180555555555,40.187921296296295
m232,12.113131944444442,40.19039351851851
m233,9.480541666666666,40.194152777777774
m234,13.394173611111109,40.220814814814815
m235,12.017513888888887,40.56740740740741
m236,23.51206944444444,40.59439814814815
m237,358.4858611111111,40.63023611111111
m238,357.1858611111111,40.63023148148148
m239,20.983562499999998,40.697541666666666
m240,22.294527777777777,40.72222222222223
m241,359.7363541666666,40.7547962962963
m242,19.676777777777776,40.829782407407414
m243,0.9980277777777777,40.866782407407406
m244,2.2691428571428567,40.96526190476191
m245,18.399034722222222,40.97847685185185
m246,3.5491527777777776,41.05079166666666
m247,17.113493055555555,41.05334259259259
m248,11.06885119047619,41.07884920634921
m249,9.8735,41.078101851851855
m250,15.82140972222222,41.119125000000004
m251,4.836219696969696,41.1220202020202
m252,14.498613095238094,41.1640873015873
m253,7.453666666666666,41.17543055555556
m254,8.757083333333332,41.17161574074074
m255,6.130125,41.17920833333333
m256,13.235833333333332,41.22481944444444
m257,12.163236111111111,41.55998148148148
m258,23.548590277777777,41.57903703703704
m259,357.0436770833333,41.61578472222222
m260,358.34406944444436,41.615837962962964
m261,21.004361111111105,41.6957037037037
m262,22.292319444444445,41.708231481481484
m263,359.6034027777777,41.74169907407408
m264,19.726319444444442,41.82969444444445
m265,9.84736111111111,41.84325925925926
m266,11.078464285714285,41.85224206349206
m267,0.874595238095238,41.8558253968254
m268,2.1546874999999996,41.95620370370371
m269,18.48911111111111,41.979888888888894
m270,3.444104166666666,42.04281481481481
m271,17.188062499999997,42.056010416666666
m272,4.741159722222221,42.115287037037035
m273,16.162529761904757,42.1230119047619
m274,14.829059523809521,42.15911111111111
m275,13.49645833333333,42.15953395061728
m276,8.711916666666665,42.167259259259254
m277,7.378249999999999,42.17045833333333
m278,6.044583333333333,42.17344907407407
m279,12.173291666666666,42.555708333333335
m280,23.64492361111111,42.5629537037037
m281,357.7530958333333,42.60033055555556
m282,21.08097222222222,42.688689814814815
m283,22.379930555555557,42.69501388888889
m284,359.0204166666666,42.729305555555555
m285,10.88459722222222,42.75604166666667
m286,9.540714285714284,42.759325396825396
m287,19.840680555555554,42.82937037037038
m288,0.3006041666666666,42.84450925925926
m289,1.5904375,42.946597222222216
m290,18.558714285714284,42.9774007936508
m291,2.8893611111111106,43.03465277777778
m292,17.514291666666665,43.06361574074074
m293,4.196076388888888,43.10833796296296
m294,16.20261805555555,43.12664814814815
m295,14.859861111111108,43.153421296296294
m296,13.517067708333332,43.154583333333335
m297,8.19695138888889,43.16273611111111
m298,6.8531203703703705,43.16533950617284
m299,5.509683333333332,43.16758055555555
m300,23.74045833333333,43.54638611111111
m301,12.183263888888888,43.55131018518518
m302,357.63847222222216,43.616819444444445
m303,22.567388888888885,43.681587962962965
m304,21.211430555555552,43.68145833333333
m305,358.9384722222223,43.71680555555556
m306,10.890430555555554,43.751759259259266
m307,9.536388888888887,43.75533796296296
m308,19.92998611111111,43.818893518518514
m309,0.22738888888888886,43.83302777777778
m310,1.5265277777777777,43.93678703703703
m311,18.888902777777776,43.97719907407407
m312,2.834944444444444,44.0262824074074
m313,17.564493055555555,44.07100925925926
m314,4.151326388888888,44.101226851851855
m315,16.243535714285713,44.12524603174603
m316,14.890194444444441,44.147893518518515
m317,13.53690972222222,44.149953703703694
m318,8.182326388888887,44.158092592592595
m319,6.828326388888889,44.160092592592584
m320,5.474416666666666,44.1614537037037
m321,23.937055555555556,44.53051388888889
m322,12.193097222222221,44.546787037037035
m323,357.5565138888889,44.60274537037037
m324,21.329708333333333,44.66883055555555
m325,22.65464583333333,44.66670833333333
m326,358.8565694444444,44.70275462962963
m327,10.896611111111111,44.74740277777778
m328,9.532319444444441,44.75090277777778
m329,20.284069444444444,44.80823148148148
m330,0.1544861111111111,44.821393518518526
m331,1.4633690476190473,44.926857142857145
m332,18.938569444444443,44.973115740740745
m333,2.7808333333333324,45.01779166666666
m334,17.614562499999998,45.07325925925926
m335,4.106861111111111,45.093953703703704
m336,16.28337037037037,45.118533950617284
m337,14.920416666666663,45.14219907407408
m338,13.556958333333332,45.14494907407408
m339,6.8037777777777775,45.154703703703696
m340,8.168,45.15326388888889
m341,5.439784722222221,45.155203703703705
m342,22.94172916666666,45.53282175925926
m343,12.202798611111112,45.54208796296297
m344,21.63748958333333,45.65642013888889
m345,358.78193749999997,45.70959722222222
m346,10.903118055555554,45.74290277777778
m347,9.528527777777775,45.74629166666667
m348,20.323027777777778,45.78742592592592
m349,0.08195138888888888,45.809592592592594
m350,1.3996574074074073,45.91664814814814
m351,18.998124999999998,45.98386111111111
m352,2.726660714285714,46.00935317460318
m353,17.6645,46.065374999999996
m354,4.0627499999999985,46.08654166666667
m355,16.323541666666667,46.11178703703704
m356,14.950506944444442,46.13637037037037
m357,13.576916666666664,46.139787037037046
m358,8.153619047619047,46.14855158730159
m359,6.779624999999999,46.14914814814815
m360,5.405465277777776,46.14881018518518
m361,12.212388888888889,46.537231481481484
m362,21.715868055555557,46.64381944444444
m363,358.7097777777777,46.69764814814815
m364,10.909951388888887,46.738236111111114
m365,9.525118055555554,46.74148611111111
m366,20.39111458333333,46.776975694444445
m367,0.009791666666666666,46.79764814814814
m368,1.3367499999999997,46.906375
m369,19.057499999999994,46.974513888888886
m370,2.6736249999999995,47.00029166666667
m371,17.714340277777776,47.05734259259259
m372,4.018999999999999,47.078981481481485
m373,16.36359722222222,47.10487037037037
m374,14.98047222222222,47.13036728395062
m375,13.59672222222222,47.1345138888889
m376,8.140423611111109,47.14318518518519
m377,6.755380208333333,47.143368055555555
m378,5.37154861111111,47.142291666666665
m379,12.221819444444444,47.53220370370371
m380,21.715902777777774,47.64381481481482
m381,10.917118055555553,47.73340740740741
m382,9.522083333333333,47.73653703703704
m383,20.39184722222222,47.77650925925926
m384,0.00984722222222222,47.79764351851852
m385,1.3367916666666664,47.90636574074074
m386,19.11725595238095,47.96504365079365
m387,2.6736874999999998,48.00028703703703
m388,17.764062499999998,48.04947222222222
m389,4.019055555555554,48.078981481481485
m390,5.187979166666666,48.0855925925926
m391,16.403046874999998,48.107756944444446
m392,15.010312499999998,48.12425462962963
m393,13.616354166666666,48.12906481481482
m394,6.637546874999999,48.12553125
m395,8.12711111111111,48.13788888888888
m396,12.221874999999997,48.53219907407407
m397,10.916723958333332,48.73334027777778
m398,9.522131944444443,48.736541666666675
m399,4.0191180555555555,49.078986111111114
m400,5.188027777777777,49.085597222222226
m401,6.638034722222222,49.12559722222222
m402,8.127159722222222,49.13789351851852
m403,9.522208333333332,49.73652777777778
m404,5.1880902777777775,50.0855925925926
m405,6.638097222222221,50.12559722222222
m406,8.127229166666664,50.13789351851852
