,Object ID,RADEG,DECDEG,Nearest field,Distance to nearest field
298,B264D,11.3438125,39.6498083,m214,0.03302758615009082
299,B128D,11.3474625,41.357675,m248,0.34880403876129124
300,B285,11.3543125,41.0885889,m248,0.21538673553195156
301,B129D,11.3662875,40.8009389,m248,0.35737381676547736
302,B479,11.3664375,42.1175194,m266,0.3408694593975633
303,B130D,11.3710042,41.343875,m248,0.349150194912778
304,B266D,11.3714667,40.0970417,m228,0.449385784350171
305,DAO81,11.3753583,42.2386056,m266,0.44484436481790485
306,SK205B,11.388541666666663,40.28566666666666,m228,0.4660513438852018
307,C27,11.4175,37.78638888888889,m168,0.5161376090003053
308,B288,11.4213125,41.1087417,m248,0.26730353237428284
309,B268D,11.4338833,41.6683806,m266,0.3226353193569153
310,B269D,11.4427417,39.8256917,m214,0.21957737612230183
311,B481,11.4507917,40.3916333,m235,0.46552892297934745
312,SK011E,11.453375,41.0372583,m248,0.2929155592074369
313,SK193C,11.458208333333332,40.08586111111112,m214,0.4754372619186237
314,SK194C,11.4589708,41.7305194,m266,0.3087068952168362
315,SK196C,11.464916666666666,40.078833333333336,m214,0.469436728853731
316,B271D,11.46585,40.5043528,m235,0.4239783149287966
317,B482,11.4717375,41.3216444,m248,0.3883820793243589
318,SK197C,11.490124999999995,40.28597222222222,m232,0.4850902669761934
319,B273D,11.4974042,40.6111167,m235,0.3973783842797951
320,B274D,11.4974833,40.6356056,m235,0.40068126931143383
321,DAO86,11.523325,42.4941889,m279,0.4829474872637189
322,SK200C,11.525375,40.37388888888889,m235,0.42144487023868465
323,B485,11.5270958,40.7858694,m235,0.4313455887586083
324,B277D,11.5421583,40.0481583,m214,0.454738774791703
325,DAO87,11.5903792,42.5721972,m279,0.42964398696416495
326,SK204C,11.5955,40.34505555555556,m235,0.39057919893841947
327,B385,11.6039792,41.5859611,m257,0.41919144490469223
328,B284D,11.6216,41.0491944,m248,0.41781236692471224
329,SK013E,11.6216667,40.3430556,m235,0.37557672011797605
330,B285D,11.6219333,41.0629028,m248,0.4172713007236264
331,B489,11.651608333333334,40.00746111111111,m232,0.39761446432886566
332,C040,11.6596667,41.1245194,m248,0.44754098138336346
333,B290D,11.6615792,39.4505,m214,0.2911541473266424
334,B490,11.669775,41.5491639,m257,0.3694268280595341
335,B389,11.682575,41.8194417,m257,0.4428933812442688
336,DAO89,11.6931917,42.8086,m279,0.4341836649275067
337,B491,11.713975,41.1625056,m248,0.49313497161775877
338,B295D,11.717375,41.2525333,m257,0.454263578735585
339,B297D,11.7320042,42.3291583,m279,0.3967020573715122
340,LAMOST-C22,11.73863,29.6935,m011,0.3460637293227911
341,B298D,11.7479542,40.3309944,m232,0.31213164271303034
342,B299D,11.7512625,40.9938361,m235,0.4716856043006544
343,SK229B,11.7514292,40.7577528,m235,0.27743664882410785
344,B300D,11.7514458,40.6769028,m235,0.22972447604463253
345,B301D,11.7587,39.37865,m214,0.39416929521347815
346,B492,11.7605917,41.1701694,m257,0.4932251906967633
347,B303D,11.7688208,39.7003222,m214,0.33121857770527424
348,B394,11.77345,41.1366611,m257,0.5146089734118274
349,B395,11.7753667,41.2070667,m257,0.4574273739922597
350,B304D,11.7769958,41.5956333,m257,0.2911200993376932
351,B305D,11.7843583,39.8050694,m214,0.38169338864185454
352,SK017E,11.8022375,41.5021778,m257,0.27635479855879186
353,BA28,11.80925,42.36172222222223,m279,0.3313061497760132
354,SK232B,11.810124999999998,40.42744444444444,m235,0.21085705871974372
355,B306D,11.8103292,39.7540139,m214,0.3780330933016722
356,B493,11.8103333,42.284925,m279,0.3809406957786119
357,B494,11.8351375,41.9159083,m257,0.4319989773627065
358,B307D,11.8357875,39.7372139,m214,0.3909367678771977
359,DAO91,11.8536375,42.6623389,m279,0.25829897928044826
360,SK018E,11.8592917,41.7948333,m257,0.3266365570260548
361,B310D,11.8620583,40.9060472,m235,0.3585408560540124
362,B496,11.8727417,39.6732639,m214,0.4046316499016552
363,B312D,11.8728083,40.0374,m232,0.23913619428492988
364,B311D,11.8737292,41.7224778,m257,0.2705810535830542
365,SK019E,11.8799167,41.88325,m257,0.38628998166846307
366,B314D,11.8820292,40.8864278,m235,0.33513562483762394
367,B315D,11.8884917,39.9460722,m232,0.29874169479672785
368,B317D,11.9003417,40.3750917,m235,0.2119684900121691
369,DAO92,11.9068667,42.7984917,m279,0.31194436594817965
370,SDSS7,11.92125,42.07138888888889,m279,0.5189424233517048
371,B320D,11.9226583,42.070575,m279,0.5193299660034514
372,SK020E,11.9237083,41.7781667,m257,0.28216903213130734
373,B497,11.9368917,40.19365,m232,0.1346667949067895
374,B321D,11.9393875,41.2577056,m257,0.3457701742137857
375,B322D,11.9404042,39.7449306,m232,0.46471640383855195
376,DAO93,11.942408333333333,42.74885555555556,m279,0.2571791753892953
377,B498,11.955875,41.6526417,m257,0.18062697179637308
378,DAO94,11.976662499999998,42.73377222222222,m279,0.2294029789982367
379,BA10,11.984524999999998,42.478813888888894,m279,0.15896941285963148
380,B325D,11.9888333,42.1173,m279,0.4591224421341482
381,B499,12.0147458,39.7039167,m232,0.492289283362038
382,SK223C,12.019208333333331,40.14083333333333,m232,0.08722293197705563
383,DAO96,12.0371042,42.9619361,m279,0.41835284673274004
384,DAO97,12.0378042,42.9220111,m279,0.37957833269687286
385,B326D,12.0378458,39.5006833,m208,0.3445601135139875
386,B327D,12.0449875,41.540725,m257,0.09056496438267636
387,B328D,12.0695208,40.3641167,m232,0.1768806640246877
388,B500,12.0717125,41.8961361,m257,0.34302402526399106
389,B329D,12.0808708,42.1407694,m279,0.42052326156518083
390,B501,12.09815,40.4893139,m235,0.09927279881201147
391,SK240B,12.100583333333333,40.11197222222222,m232,0.07900567129083355
392,C30,12.105833333333331,29.2675,m011,0.3086225745420328
393,SK243B,12.113291666666663,42.04541666666667,m257,0.48686078552955564
394,DAO98,12.1215292,42.3115639,m279,0.24711540785041694
395,B331D,12.1218458,41.5861389,m257,0.04053407869803536
396,B332D,12.1222375,41.6363667,m257,0.08230862142721872
397,B502,12.1246625,39.6551861,m208,0.46286127580553293
398,SK225C,12.130583333333332,42.01819444444445,m257,0.45885927770237245
399,SK249B,12.137333333333332,42.04583333333333,m257,0.4862353881842226
400,SK021E,12.1397417,41.72905,m257,0.16997767422299842
401,B333D,12.1513583,41.3450278,m257,0.2151379532913959
402,B503,12.1559083,39.5176167,m208,0.3236843928218987
403,SK227C,12.183541666666668,42.26355555555556,m279,0.29225078243118247
404,B504,12.1882,40.14609444444445,m232,0.07247745656644834
405,BA11,12.189958333333331,42.39380555555555,m279,0.16236879276141228
406,SK228C,12.193708333333332,41.77938888888889,m257,0.2205849887500903
407,DAO99,12.201308333333332,42.54588888888889,m279,0.022856086572621018
408,B334D,12.228533333333331,39.59890833333333,m208,0.3942728556146394
409,LAMOST-1,12.23263,35.56682,m126,0.5254190377169701
410,G347,12.2481833,42.6934417,m279,0.1483479703060264
411,B335D,12.2552333,42.2608528,m279,0.3009988028178375
412,SK256B,12.272416666666665,41.960638888888894,m257,0.40885088303198375
413,DAO101,12.27705,42.5092972,m279,0.08944245811552186
414,SK229C,12.295999999999998,41.96475,m257,0.4167066506340171
415,2M006,12.296875,38.1142778,m188,0.15578661976903935
416,DAO102,12.308225,42.8854222,m279,0.3442937908066311
417,B505,12.3139917,42.3177083,m279,0.2596664800017363
