,ID,RAdeg,DECdeg
9203,376788757803808000,17.257101,44.901775
9232,376595793511060992,15.342549,44.75591
9251,376814699406172928,17.396106,45.129498
9304,377608168843337728,13.565361,45.282072
9310,377412558852140032,13.678152,45.115571
9345,377573602945432704,12.701768,45.282826
9346,377573740384917504,12.664634,45.288946
9348,377261406066532608,13.686177,44.183221
9361,377227497300153856,14.53805,44.279401
9397,377742824658125312,14.930714,45.184874
9413,377888406869775872,15.056888,46.090443
9435,378261416188006400,13.009737,47.55055
9436,378261450545968512,13.027058,47.550232
9437,378261450549882496,13.020756,47.548273
9438,378261450545936640,13.022941,47.554741
9439,378261450547748864,13.019267,47.556759
9460,377770514310414720,14.552925,45.531777
9467,377952247264304128,14.530047,46.294696
9548,377947162019752960,14.915796,46.79703
9556,378486090220593024,6.628589,37.062887
9559,378245267113139072,13.157785,47.283157
9568,378476542508221696,6.337299,37.056936
9572,378561990883514112,6.42984,37.486273
9616,378361815341956096,5.791004,36.447379
9653,379082270337142528,7.207155,38.491307
9684,378976850367379328,6.890005,38.130919
9695,378847696404261760,5.801048,38.484385
9700,378866212005755392,7.044044,37.27004
9702,378872504134348672,7.089202,37.422091
9725,378717747873488256,4.913276,37.690305
9728,378736233412983040,5.939473,37.529701
9740,379369277231259776,6.913811,39.416883
9760,379641608222943360,4.668608,38.419933
9784,379391817220208256,6.698991,39.746134
9788,379244173422790784,6.010648,38.747835
9792,378898785043129728,7.024706,37.799323
9802,378796569112445312,5.229772,37.684604
9819,379208989052011648,6.717511,38.749474
9825,379559011705871872,4.099282,38.421623
9843,379338903222731264,7.633217,39.559675
9857,379412707940513792,6.83694,39.794044
9862,379417690103243264,6.857771,39.898009
9863,379424665129574144,7.013505,40.048765
9873,379723732293275904,3.67158,38.308454
9914,380231912821834368,6.124389,40.448069
9922,379695351148926080,4.883809,39.091411
9955,380185183580302592,6.516408,40.111568
9958,380189817848175616,6.489453,40.214445
9960,380194117111088512,6.737147,40.296946
9965,380500605977669504,5.397459,41.115675
9972,380150136645929600,6.207773,39.728045
9980,379629243013481600,5.131252,38.770815
9981,380345918433758208,4.702451,40.012933
9986,380514384232726528,5.329605,41.261915
9995,380138419975149696,6.249698,39.703678
9998,380730472627561728,9.470733,39.909638
10001,380733977320862464,9.589973,40.060299
10038,380296337333316352,4.662748,39.850086
10075,380589082302485632,8.415083,39.381114
10093,380452605423649792,6.086602,40.855306
10097,380649933399630720,7.864676,39.539409
10098,380660894155337856,8.390788,39.521879
10099,380660997235595776,8.424432,39.544761
10104,380946183064146176,7.701285,40.409329
10116,380801219328810624,9.19474,40.328408
10122,381068847330447872,7.825809,40.949534
10132,380988651701155968,8.695955,40.62316
10143,380834616993751296,9.086935,40.893649
10173,381022805281094272,9.069476,40.974027
10176,381119351849304576,9.937539,40.345455
10177,381121344735897600,9.915888,40.481918
10178,381122547305088384,9.791004,40.45109
10179,381123135719937792,9.710631,40.458583
10181,381124475748082688,9.890526,40.520728
10183,381126395595891968,10.009551,40.501326
10184,381126464319426944,10.06879,40.488952
10185,381127396327292160,9.95207,40.525134
10186,381128633274299136,10.100448,40.606242
10187,381128667634056320,10.148099,40.576641
10188,381128736357177216,10.144506,40.594761
10190,381129286109323904,10.05418,40.605358
10191,381129320469057920,10.06405,40.615118
10192,381129423551939968,10.080913,40.624732
10193,381129492269874944,10.045747,40.603186
10194,381129487973618816,10.042823,40.607269
10195,381129595350540288,10.035107,40.633185
10196,381129728506051072,10.069038,40.654263
10197,381129728505993216,10.064484,40.666478
10199,381129831570051072,10.097906,40.649173
10201,381130110743012224,10.078523,40.667922
10202,381133306201068416,10.084628,40.732861
10203,381137081474673024,9.786254,40.572534
10204,381137291932194432,9.728176,40.582325
10208,381147771650635264,9.935854,40.88194
10212,381097709510749056,8.587284,41.471693
10222,381117122765721344,9.852551,40.241406
10223,381117809958309632,9.912452,40.322783
10224,381152753810595456,10.205874,40.69217
10225,381153234850620416,10.215252,40.735092
10226,381153406648029568,10.152216,40.670864
10229,381155399510377216,10.28937,40.818701
10230,381156567745223808,10.283072,40.883564
10231,381156808259668864,10.113651,40.756721
10232,381156941419648768,10.128721,40.784127
10233,381157735976392576,10.135755,40.837098
10234,381159007286740608,10.193248,40.861304
10235,381159110365863424,10.201498,40.86613
10236,381160759633295616,10.202406,40.960022
10237,381161068869613440,10.187615,40.998919
10238,381161206306336512,10.373919,40.850172
10239,381161618625458432,10.367163,40.897134
10240,381162580698195456,10.310537,40.930826
10241,381162718138385920,10.328033,40.954342
10242,381163508411057280,10.463189,40.961137
10243,381163886368252928,10.513343,40.980595
10244,381164569269314944,10.448652,41.015358
10245,381166085388936576,10.33718,40.984492
10246,381166119751161344,10.318697,40.984223
10247,381166154112270080,10.324268,41.006352
10248,381166222830374144,10.359998,41.003847
10249,381166325909585920,10.302291,41.00781
10250,381166974450096896,10.20832,41.027712
10251,381167116181617408,10.24226,41.051114
10252,381167425421202432,10.25832,41.048552
10253,381167494142009344,10.255049,41.068906
10254,381168662371881088,10.423661,41.123964
10255,381169280847056000,10.321871,41.135907
10256,381297477042606848,10.82229,41.524869
10257,381298542188356224,10.772782,41.574238
10258,381298920137377792,10.747789,41.622633
10259,381298920151606656,10.738352,41.623145
10260,381299023230820352,10.758015,41.630027
10261,381299366817304192,10.782358,41.643936
10262,381299396893842944,10.798758,41.650501
10263,381299916584018432,10.876244,41.648955
10264,381301222247908480,10.843822,41.734896
10265,381302527924414592,11.138342,41.691049
10266,381302871521796864,11.116671,41.736267
10267,381304074108972800,11.175451,41.731807
10269,381306101337193472,11.127938,41.86626
10271,381306818584131200,11.033131,41.784049
10272,381307819324112640,10.914213,41.838305
10273,381310499372267776,10.974292,41.962225
10274,381311186572046976,10.764629,41.675412
10275,381314588192279680,10.793124,41.841983
10277,381316100017473792,10.655513,41.848228
10278,381317096453465600,10.59549,41.874555
10279,381318642635207680,10.59538,41.907628
10280,381271054397725952,10.630204,41.327456
10281,381271088757461760,10.637938,41.338016
10283,381271393691817472,10.596458,41.362107
10284,381271844671685248,10.701365,41.418499
10285,381272153915455104,10.590469,41.368154
10286,381272394427493888,10.61443,41.425602
10287,381274112414394112,10.75598,41.504829
10288,381274490371515136,10.703565,41.497952
10289,381274760947526400,10.676601,41.531826
10290,381274902691110656,10.716561,41.518946
10291,381274932746228352,10.724978,41.537307
10292,381275040127319808,10.747049,41.546508
10293,381275589889380352,10.395779,41.248635
10294,381276380149176576,10.39981,41.320783
10295,381276448876636800,10.428798,41.335053
10296,381276517596108160,10.407829,41.347232
10297,381276586315267200,10.339644,41.291727
10298,381276964279141760,10.331036,41.330187
10299,381277651473597696,10.459975,41.334359
10300,381278991497251456,10.444499,41.421983
10301,381280709490207616,10.310583,41.411184
10302,381281156160464128,10.246175,41.411716
10303,381282079571583744,10.386745,41.434778
10304,381284970097839360,10.628167,41.507594
10305,381285279321284352,10.587756,41.537265
10306,381285378106567680,10.50361,41.485982
10307,381285451128048384,10.500552,41.493261
10308,381285760371818368,10.510637,41.520051
10309,381286550639667968,10.643906,41.547606
10310,381286619351071232,10.667102,41.563002
10311,381288028108388608,10.582485,41.637871
10312,381288715303177728,10.442827,41.538453
10313,381289024532724352,10.429617,41.572251
10316,381291391061245952,10.588591,41.663088
10317,381292185642870656,10.533505,41.722688
10318,381292632319468160,10.568431,41.755705
10320,381293491298814848,10.910926,41.496427
10321,381293521364176256,10.885212,41.485391
10322,381293800550606976,10.9571,41.502802
10323,381294041062649600,10.958741,41.531285
10324,381294861394587648,10.930744,41.568331
10325,381295346735440000,10.982532,41.543089
10326,381296137013082624,10.996326,41.611522
10327,381296240092296576,11.036628,41.632209
10329,381296411876521216,10.92667,41.589816
10330,381296686762481024,10.906257,41.609602
10331,381296755481957376,10.939583,41.616001
10332,381297064726016000,11.020452,41.651476
10333,381174469165073920,9.962517,40.969642
10334,381174572246550784,9.917383,40.950684
10338,381178386177699456,10.03915,41.184821
10339,381178661056968576,10.010676,41.198226
10340,381179279528410880,10.24581,41.094138
10341,381179447035020160,10.254365,41.109074
10343,381180860078865280,10.203001,41.201994
10344,381180963158100864,10.27336,41.128521
10347,381184124255500544,10.131516,41.239618
10348,381184983248825600,10.126159,41.269107
10349,381186735595617408,10.11001,41.309783
10350,381187250990169600,10.188227,41.369414
10352,381189140775645568,9.501053,40.732223
10359,381328125914745728,10.658176,42.191942
10363,381333554761457536,10.127916,41.615481
10364,381334413754913024,10.132827,41.654735
10365,381334654279436288,10.085305,41.680388
10366,381334688632817664,10.102407,41.67292
10369,381334791707418752,10.109054,41.70131
10370,381337059455029888,10.385768,41.642395
10371,381337712281919488,10.439724,41.700878
10372,381339602067499520,10.435892,41.774505
10374,381341629300202624,10.299378,41.763676
10379,381348020203114240,10.10671,41.714915
10382,381350872069570816,9.980323,41.79613
10384,381252053458111616,9.998327,41.630195
10385,381252912450495872,9.932266,41.622678
10387,381258203858208896,10.513246,41.073254
10388,381258341297161600,10.542654,41.08945
10389,381258410020330240,10.58562,41.077128
10390,381258856696921088,10.593207,41.135766
10391,381259028491928320,10.487534,41.087374
10392,381259200290618240,10.528768,41.132314
10393,381259509528264320,10.54639,41.126089
10394,381259818769582336,10.532424,41.157264
10395,381260128003555072,10.620961,41.137677
10396,381260162363292672,10.629951,41.147596
10397,381260437232817920,10.61493,41.167422
10398,381260471600936064,10.634017,41.174422
10400,381260574680147200,10.633572,41.193682
10401,381260574680145536,10.629323,41.205077
10402,381260609039964416,10.669412,41.175943
10403,381260643391245056,10.69918,41.187156
10404,381260815198314240,10.68204,41.211882
10405,381260815198500608,10.689368,41.21592
10406,381260815198312960,10.692544,41.219192
10408,381260845256656768,10.705998,41.227661
10410,381260948335770880,10.642896,41.212462
10413,381261021348342656,10.683149,41.229144
10414,381261021348337920,10.67573,41.230715
10415,381261090067800064,10.666901,41.234485
10416,381261090074681216,10.671157,41.23989
10417,381261090074913792,10.673846,41.241526
10418,381261364945730432,10.602335,41.211895
10420,381261674191749888,10.589822,41.238811
10421,381261708543107200,10.629568,41.221994
10422,381261738609754112,10.643346,41.233873
10424,381261742911578880,10.648048,41.242835
10426,381261777276255872,10.625684,41.244071
10429,381262017780593664,10.623321,41.253472
10431,381262017783516544,10.624567,41.25954
10432,381262052152478720,10.602573,41.272906
10433,381262086502426368,10.609565,41.282847
10435,381262155228067200,10.650401,41.293182
10436,381262189577309440,10.624703,41.290459
10437,381262223944975360,10.638533,41.295094
10438,381262704987570176,10.475425,41.183545
10439,381262773703387264,10.45995,41.203436
10440,381262842422877440,10.508008,41.185418
10441,381262945502184064,10.529635,41.203347
10442,381263598337094400,10.439632,41.225172
10444,381264319895421184,10.460547,41.273932
10446,381264835285089024,10.51969,41.279739
10447,381264972724038272,10.550646,41.29967
10448,381264972724039040,10.53956,41.295992
10451,381265178882471296,10.623581,41.303082
10452,381265247601943168,10.608659,41.320777
10454,381265316327553664,10.572633,41.31545
10455,381265350687283840,10.551599,41.316844
10456,381265380737551104,10.564114,41.327165
10457,381265556842601728,10.503229,41.275692
10460,381266175314870272,10.536685,41.339272
10461,381266587631716608,10.5309,41.379896
10463,381266690713566208,10.731999,41.242602
10464,381266725073308800,10.715178,41.234338
10465,381266759424979584,10.720761,41.248772
10467,381266793796658304,10.748137,41.251174
10468,381266793798331648,10.743463,41.248667
10469,381266793798343168,10.736257,41.248728
10471,381266828144027008,10.747212,41.260662
10472,381266823851170048,10.755074,41.269559
10473,381266896871981312,10.74941,41.268264
10474,381266896871976320,10.742169,41.281314
10475,381266965590766720,10.714274,41.261291
10476,381267068670089728,10.72562,41.270562
10477,381267068670642944,10.721573,41.270681
10478,381267103029737600,10.730794,41.293025
10479,381267171748352896,10.721677,41.289427
10480,381267274829357312,10.75648,41.28167
10482,381267304887543040,10.766068,41.301323
10483,381267309181926400,10.763505,41.307189
10485,381267343548568064,10.791693,41.30445
10486,381267446627775744,10.791034,41.316883
10487,381267480987517184,10.740303,41.300476
10488,381267480987806720,10.743946,41.30487
10490,381267480987515008,10.740841,41.306716
10491,381267515341236736,10.759651,41.307794
10493,381267549711949696,10.739074,41.309214
10494,381267545405704064,10.731706,41.309742
10495,381267584067317120,10.745706,41.31806
10496,381267584064157696,10.748511,41.322015
10497,381267584059879296,10.751271,41.328985
10498,381267648484928512,10.781274,41.338801
10499,381267721503107072,10.765762,41.341158
10500,381267721503102080,10.763755,41.356021
10501,381267790224423168,10.687997,41.296754
10502,381267893295095424,10.703986,41.303114
10504,381267927653610496,10.714097,41.308256
10505,381267927664456832,10.714387,41.315901
10506,381267996381015296,10.708553,41.324487
10507,381267996373053184,10.695182,41.328875
10509,381268030749174016,10.660979,41.299201
10511,381268168171742720,10.677188,41.329965
10512,381268236891200000,10.666282,41.344575
10513,381268305618660992,10.723429,41.326223
10515,381268408689895424,10.731931,41.349904
10516,381268649210460032,10.690886,41.366693
10518,381269370776648960,10.81834,41.401259
10520,381270431619296128,10.754129,41.437531
10521,381270504641892736,10.811003,41.420412
10537,381227451881536000,9.737295,41.174515
10538,381231368894221952,9.857256,41.392553
10539,381233842795396352,10.135252,41.362278
10540,381234633068344320,10.160306,41.423189
10541,381234804868065664,10.074678,41.377864
10542,381235423343345664,10.110347,41.457402
10544,381242192211591552,9.639602,41.347927
10546,381244769193722496,9.580538,41.341855
10555,381628528813180800,8.812696,42.497069
10563,381507926131383936,9.020734,42.03598
10571,381322624064205952,10.896424,42.027034
10574,381324655581232768,10.698242,42.007134
10576,381325583302325632,10.659078,42.036969
10581,382174333257145600,6.293751,42.335801
10582,381363825691171328,10.512365,41.867241
10586,381366402677716864,10.561353,42.02683
10588,381372553064661760,10.517708,42.057365
10591,381382001999374464,10.198302,42.144974
10592,381384097942968832,10.20199,42.203045
10598,381852897904071680,7.61382,41.605268
10611,382184885993221760,6.327264,42.594604
10631,381450446584518784,9.593606,41.909752
10632,381450515304590336,9.561609,41.920718
10638,381491643909524352,8.587023,41.797534
10641,381495732719552000,8.715891,41.873283
10646,382340707406330880,7.428816,42.731229
10647,382342253594614784,7.468919,42.738822
10666,381412719591854464,9.249503,41.425042
10675,381541121935116544,9.78053,41.941727
10677,381894889800951552,7.42847,41.631498
10688,382071567574148352,6.140118,41.92709
10693,382091908540843264,5.824676,42.2817
10706,382362109226667136,7.657947,42.956212
10713,381745150061172480,7.437459,41.219276
10724,381463572003513216,9.410361,41.9999
10737,381869218779992320,8.183677,41.744596
10743,382134853917885696,6.491944,42.437573
10758,382258587631237760,8.325801,42.265604
10759,382261641351320960,8.062096,42.136741
10762,382265558361515392,7.95663,42.178421
10765,381616507201111296,9.05172,42.453903
10773,382374341294492416,7.225671,43.13766
10784,382422655380936448,8.534255,43.218706
10796,382433375621183104,8.427402,43.390859
10866,382703237008764800,7.304711,43.983798
10885,382965230012013952,3.365737,39.756595
10893,383451935705983488,4.128676,41.03178
10898,382583699478189696,6.557065,43.465057
10911,383320715864354304,2.233487,40.972044
10922,382732438487294336,6.747934,44.382601
10987,383511343691389568,4.935771,41.142473
11004,383422042732588928,4.360858,40.86582
11009,383176061366757248,1.628588,40.121345
11028,383488631904442240,4.346255,41.428232
11085,383855868789342592,3.884201,42.829665
11116,383757492561640832,3.384313,41.937171
11135,383615075741627904,4.280374,42.17625
11144,383705201336598272,3.664745,41.778094
11210,384437781025126656,0.51679,42.552734
11225,384715064111033600,2.08735,43.263383
11226,384715102767265280,2.098372,43.265299
11270,384161700523881088,1.549766,41.689172
11271,384163869484631936,1.625865,41.773952
11279,384646142770330752,2.781233,42.939178
11286,384453453358747776,0.307398,42.769556
11296,384189806790545024,2.091339,42.192778
11317,384586627407758976,1.693273,42.615543
11350,384809626406801408,0.832724,43.259168
11357,384778114230095872,1.341188,42.755751
11375,385501219221327744,3.842399,43.808682
11376,385508159886476800,3.936679,43.935577
11382,384796015653877888,0.918677,42.974912
11397,385345260367239168,3.951046,42.855326
11409,385457066957456256,3.562783,43.796818
11423,385322823458150912,4.609586,43.679642
11451,385203114132820992,5.518971,42.754672
11456,385252867033942400,5.269413,43.332304
11535,384922910465510912,1.113815,43.613609
11537,384927239792558080,1.321977,43.700364
11542,385072478406929536,5.355375,42.222299
11586,386000363141709568,3.227785,45.098832
11598,385766235883614208,5.655507,44.368734
11599,385769019023835648,5.689732,44.510134
11607,385993010157900800,3.337799,44.980856
11611,385709061280420864,4.703942,44.068707
11636,385545062247336576,3.943338,44.401273
11666,385870792567211136,5.107748,45.214047
11693,385939851345646080,4.414802,44.731424
11751,386262596663381120,1.88612,44.144563
11759,386183225669616512,3.163266,46.507229
11775,386331522298777088,2.693434,44.497255
11826,386085850169904256,4.256504,45.661846
11855,386720611976501376,0.671535,46.049744
11869,386782150265688320,2.944547,45.439847
11871,386911853982292224,2.453615,46.217674
11919,387230407415253888,1.178847,47.361741
11921,387096022180624256,0.824245,46.815034
11929,387134337585290368,0.764328,46.656745
11936,386960889625006208,2.258046,46.390753
11943,387352139670486912,11.188723,42.534543
11967,387865684615948160,9.179064,44.744669
11973,387878603877839744,11.391235,43.63086
12007,387620699680521472,9.681637,43.250525
12015,387074208041779328,1.36656,46.543559
12026,387950067837923456,10.840107,44.073732
12052,387506350472938752,11.18987,43.442997
12054,387507067731453312,11.162304,43.441263
12071,387568988275961216,10.822644,43.872291
12088,387384648278786560,10.423292,42.366058
12097,387907427402708480,11.082346,44.14672
12103,387518513820321408,11.115248,43.622862
12111,387815996138133888,9.366766,44.190669
12121,387470444546251008,11.072805,42.951381
12139,387364960149543040,11.003504,42.580131
12142,387373824961273728,11.041782,42.782721
12156,387325618249152128,11.151853,42.289038
12169,387310053287673088,11.183173,41.887101
12170,387310122007144576,11.256067,41.876472
12171,387310225084488576,11.2334,41.900162
12172,387310328164901632,11.244633,41.910213
12174,387310328163704960,11.231972,41.911228
12175,387310362523360256,11.244627,41.926848
12176,387310637402542464,11.197499,41.949392
12177,387310740481800960,11.140802,41.881843
12178,387310736185042304,11.138349,41.886403
12179,387310740480491008,11.144508,41.891047
12180,387313661058210944,11.194296,42.063961
12182,387319570935244160,11.19654,42.092182
12188,388018551091004544,11.577731,44.40374
12192,388341390897758080,10.589572,45.760343
12200,388098196965667072,10.900287,44.983133
12215,388083589780667008,11.361524,45.365585
12327,388199833072203392,10.356511,44.947563
12354,388453231847821952,8.367719,43.658413
12375,388445260387711360,8.70133,43.729312
12417,388629913918499584,8.531533,44.89825
12459,388981203585240448,6.4408,46.03593
12461,388988767027818752,6.223271,46.295454
12470,388767215434859392,7.184126,45.063259
12478,388853527094116352,6.234795,45.544417
12490,388869878034177024,7.426515,45.381512
12494,388913519200841344,7.196086,45.774283
12497,389088066670116608,7.88854,45.715905
12510,389111671809484928,8.130818,46.04813
12513,388641115193269376,8.556313,45.166453
12517,388713025828018688,7.687565,45.562918
12520,388718081005789184,7.283079,44.277559
12524,389003472991906432,8.80634,45.177212
12555,389059032691332736,8.483378,45.871788
12562,389119815067607040,8.217239,46.250829
12570,388840917073465856,6.351617,45.281057
12575,389221515595831808,8.483638,46.59962
12579,389177883024904448,9.12876,46.390381
12593,389083939203556096,8.045202,45.836232
12621,389334941387756032,7.32383,46.499294
12631,389388130267223040,6.927581,46.745782
12634,389382941946757888,6.304479,46.827666
12636,389421940248605696,7.63896,46.670729
12637,389427678322601216,7.555009,46.840622
12645,389398953584802176,6.768829,46.917288
12646,389400323674236032,6.741985,46.985321
12650,389313638349545472,7.114822,46.4737
12671,389587588546027520,11.390747,45.55293
12680,389624971941008768,11.675412,45.945209
12699,389491067744724224,7.013277,46.982601
12711,389742825841785472,12.062821,46.350917
12732,389685097186284800,11.106974,46.056251
12736,389281404619981056,7.486079,45.901601
12737,389794021854392320,11.120319,46.608285
12743,389747189531419392,12.267421,46.436107
12761,389803264625017088,11.077612,46.683497
12786,390354463546421504,11.428185,48.04605
12818,390163109865794176,12.418914,47.166228
12833,390230287453136128,11.795596,47.423515
12859,389651944335504896,10.980345,45.751511
12882,389995026324900224,10.885196,46.948593
12885,390112394892663936,9.644417,47.753351
12888,390055396385730432,10.002306,47.066268
12889,390055396385141760,10.003722,47.066755
12911,390497503139677568,9.878789,48.173167
12916,390651434767186176,9.932224,49.244638
12925,390422805067776000,10.801311,47.880773
12927,390507570543009280,9.849031,48.31254
12928,390508017214536448,9.801128,48.380116
12929,390508051576059136,9.768041,48.303018
12934,390509494683281664,9.805974,48.384792
12936,390517259989391232,10.126607,48.346341
12953,390795058474139264,8.697003,47.480597
12954,390795672652911872,8.691,47.531378
12994,390424626133963776,10.616137,47.632518
13011,390952735313709568,8.313091,48.456436
13013,390956132629683584,8.300713,48.508936
13016,390961634485924480,8.430422,48.645938
13017,390967097681751168,8.341084,48.798365
13030,391218301730232960,7.325129,49.151548
13038,391090483505191552,7.077897,48.640926
13060,391121166747046784,8.092466,48.524201
13078,391288086360345600,9.677358,48.704989
13099,390930401478368512,8.147074,48.329818
13115,391098626760793600,6.680958,48.56721
13164,391451466911215232,9.283853,49.776026
13258,391800836730317568,7.001382,50.873186
13284,391518502760060160,8.598449,50.006697
13308,391823716022742016,5.921925,45.328537
13337,391927795963717248,5.308109,46.010694
13365,392043480908668800,4.858645,46.513234
13368,391885292968272000,5.187741,45.526119
13393,392081865034594560,4.82329,46.928279
13424,392457451334369280,5.341983,47.339491
13445,392551322141038080,5.623082,48.058478
13458,392689104688225664,4.187049,47.945852
13479,392421648488053888,6.147597,47.282539
13492,392748512677955456,3.579197,48.143205
13505,392514557215524480,4.844291,48.021315
13506,392529091390433792,6.253705,47.740962
13527,392838462176910976,4.658715,48.698437
13619,392965047749063296,2.441813,47.102166
13628,392928901306160512,3.460501,49.395998
13634,393121109682094720,2.87077,47.961761
13642,393277717071918848,0.989584,48.05303
13665,393320086922216576,0.382256,48.315457
13736,393525420722397568,2.463326,48.530934
13744,393860325088911104,0.45483,49.567781
13745,393862798999822080,0.82347,49.539594
13747,393654991297245184,3.184488,49.302182
13794,393917770276913664,0.411019,50.22104
13836,394021059954783872,0.372253,50.510417
13837,394115102554324864,6.209146,48.957942
13843,394131801381774848,5.888965,49.126222
13875,394171486883052800,5.669323,49.04144
13878,394185570077619584,5.444563,49.358833
13900,394294971484422784,5.271436,49.596551
13956,394493094031391232,4.6346,49.917872
13979,394506769210306944,4.421359,50.048385
14032,394958634127211904,4.920414,51.255988
14042,394859025244004224,5.574246,51.203395
14064,395111363163253760,4.484582,52.176663
14081,395151456687174528,3.756213,52.171234
14087,395237429049475840,3.29592,50.445684
14098,395179154935791488,3.580899,52.427113
14103,395185339688757120,3.922589,52.644861
14108,395285051643326592,1.802192,50.523757
14112,395292748221530624,1.896022,50.680122
14116,395142183850682112,3.829332,52.087361
14123,395314188699439744,2.113896,50.7291
14126,395160665099890304,4.186686,52.204884
14132,395108476952658944,4.48629,52.006421
14148,395407681556060800,2.225803,51.064632
14166,395391498111632384,2.730753,51.341171
14167,395398885455166080,2.678611,51.442554
14184,395686785708802176,0.765117,51.804491
14203,395652769569147392,1.483874,51.781538
14204,395376551625987328,3.375961,51.172538
14213,395577590461024896,0.078252,51.605925
14218,395580717189565568,0.821169,51.426173
14236,395657751729249920,1.742882,51.927071
14268,395942215997946752,3.394019,52.807324
14412,397285578688035200,21.394054,45.276705
14444,397471533593873280,20.118762,43.936714
14451,396420675352867840,21.708814,42.876138
14452,396421946663819648,21.660252,42.951143
14453,396428234495030016,21.917482,42.81384
14459,396463659386445312,22.656301,42.847667
14476,396609379039142528,21.5537,42.948093
14490,396397551249176320,21.952515,42.54107
14491,396399986496252544,22.043345,42.652075
14512,396861270280764416,21.313709,44.709376
14543,396805160827828864,21.610476,44.348121
14552,396685142262307200,20.790248,43.49292
14562,397215759701065728,21.983852,44.938666
14646,397758987165394176,18.780726,44.945407
14655,397631478176061696,20.894192,45.066055
14674,397599832856659712,20.603119,44.721008
14704,397655014594250752,20.020974,44.686853
14706,397661130627552256,19.985845,44.897135
14725,397810767288146944,18.549441,45.089158
14726,397811317046863744,18.454724,45.09413
14738,397961056786478080,18.372545,45.925539
14739,397961434742961408,18.374475,45.925133
14740,398179928317472768,21.065083,46.448498
14780,397478783499193088,20.449186,43.915677
14793,398053140885176704,21.229424,45.801513
14796,398120829569714176,20.658709,46.082873
14805,397964252241914752,18.697954,45.940683
14821,398478136489328384,20.190718,47.39193
14835,397999952010286208,18.839707,46.386449
14845,398223255949136640,20.522843,46.447988
14851,398436075873027328,20.00833,46.880333
14853,398449098214281600,19.781005,46.970133
14864,398374988551737856,19.085676,46.747909
14865,398374988554403328,19.08801,46.747516
14873,399063214113864320,22.613157,47.129632
14875,398277235098565760,20.464707,47.04351
14879,398361309082608768,19.206685,46.386003
14889,398190609900797312,21.587704,46.40628
14892,398386464706290560,19.018661,46.73049
14902,398418831580512640,18.849136,47.123434
14908,399777003318705664,21.170363,47.337429
14933,399864242694075136,21.929053,47.913734
14947,399914133031960576,21.308708,48.09772
14948,399914678495224704,21.555711,47.991022
14963,400365482557412096,22.101723,49.063996
14969,400378504898162048,22.092525,49.356094
14988,399838331156107392,22.125452,47.566128
14993,400182310790081152,20.83895,49.169941
14995,400541644937976704,21.346028,49.078581
15018,400513882266278656,22.482183,49.975619
15036,400665992829436032,20.47229,50.131719
15038,400466289733927296,22.657156,49.986813
15044,400555728132431744,21.116613,49.413475
15048,400187219937139840,20.287977,48.574917
15056,400623249316618752,20.593108,49.706647
15071,400639535829544576,20.408453,49.924497
15096,400905926882528768,17.186473,45.843736
15097,400907335632972672,17.25799,45.862088
15137,400836176614902144,17.919774,45.458282
15166,400783949812379520,20.673875,50.789699
15204,401155241144800384,16.606265,46.443001
15214,400698325343436544,21.261439,49.959067
15223,401329067060889472,16.410308,47.445951
15224,401331987637495552,15.957008,47.2593
15228,401635968240977024,18.214841,48.3879
15248,401258285998040064,16.972991,47.022524
15272,401632772785356672,18.515936,48.346656
15305,401387478616538624,18.570348,46.811621
15307,401395140838238976,18.717044,46.958647
15325,401382290295587456,16.093421,48.014545
15330,401574670469225856,19.079102,48.164685
15350,401303950089086848,16.645426,47.497976
15356,401313158501148544,16.409937,47.010528
15382,401747877912112256,16.736921,48.165652
15397,402194760668492928,15.291816,48.252169
15398,402199914629200768,15.125397,48.435579
15402,402060757690420224,15.069587,47.595458
15431,402518876079551232,16.114958,48.437572
15451,402168299373184640,15.075672,48.117963
15482,402276193248883328,14.213651,48.066868
15487,402564437092913792,15.906667,48.887665
15501,402466683639350528,13.337188,49.023096
15503,402252210151197440,13.69853,47.784374
15525,402160641446821376,15.115864,47.991596
15529,402693969009571712,16.580032,49.534688
15538,402952427260158336,14.568689,50.074253
15545,402768018545676416,15.8121,50.098384
15547,402963628533134976,14.405956,50.292359
15552,402878416384821504,13.830611,49.84487
15573,402788015908950912,15.290736,50.308647
15623,403208029350172672,18.524282,49.543782
15627,403124432111348864,19.365706,49.04272
15633,403162017365793280,18.250971,48.886158
15635,403370447838336640,17.828967,49.404674
15640,403357322414469504,17.899892,49.121105
15689,403198924024100608,18.400326,49.313689
15696,403565954748186496,17.558573,50.175306
15752,403927350476779520,18.660553,50.825779
15792,403757956963163008,19.426272,51.030356
15802,404041012489409664,17.749545,51.542481
15833,404260571219527168,16.513465,50.59087
15931,404596025346238208,14.653491,51.619004
15957,404963498451255680,17.558549,52.846428
15959,404621073596599552,15.571216,51.371701
15960,404622379265585536,15.469971,51.428518
16046,406927848986645504,22.468611,52.036589
16070,406893729769909376,22.159855,51.686618
16073,406895756994489856,21.945101,51.664318
16084,406909329090089472,22.627525,51.809667
16098,409868252319067520,20.705105,51.80696
16177,414332574467731456,12.7212,48.243378
16246,414620616450539264,11.145968,49.204282
16275,414766095587578496,11.639225,50.109407
16315,414878555011337728,10.514075,50.831488
16331,414673874044299648,10.944728,49.838368
16348,414570073278293376,11.942145,49.803718
