,ID,RAdeg,DECdeg
8436,374446935473299840,15.207516,41.033016
8448,374720954386008192,14.482888,41.715825
8453,374726756885896704,14.510729,41.721951
8479,375228825678080256,11.754912,41.401813
8481,375232330374311296,11.742094,41.565782
8485,375235938146840192,11.99807,41.591295
8486,375236792842456192,12.035493,41.678289
8491,375243428568818944,12.323427,41.585629
8492,375244253202539264,12.466954,41.610766
8493,375244356280024960,12.415832,41.591604
8509,374861107759013760,14.734951,42.460615
8510,374861206546952832,14.720852,42.457993
8514,374881208205868416,14.585516,42.702155
8519,375579776047001856,13.069747,42.656248
8544,375264727309943040,11.990749,41.812621
8547,375267789624348544,12.285717,41.830848
8549,375268648616862976,12.262661,41.916022
8551,375272909225359488,12.150229,42.026226
8567,375391587760577280,12.823366,42.509539
8591,375084819720231296,13.208737,41.358355
8599,375096368887487872,13.310503,41.556779
8603,375097090442732032,13.281465,41.600255
8620,375371384233720320,12.180862,42.267226
8631,375052147904534400,12.554002,41.486006
8640,375396501203160832,12.57572,42.595619
8666,374706145339654528,14.999669,41.901762
8668,374706244123069952,14.985335,41.927892
8670,374786615847366400,15.451318,41.981894
8681,374819906142470144,15.594039,42.318202
8701,375250708536870400,12.54152,41.683621
8703,375305791494903168,11.623278,41.997962
8704,375305890277499648,11.61256,42.031318
8728,375306409969300480,11.525875,42.014697
8729,375307509480663936,11.434618,41.957701
8730,375308192379425792,11.389097,42.006787
8731,375308265393787776,11.420332,42.017648
8732,375308437194706816,11.374497,41.97748
8733,375309639785742080,11.474612,42.038332
8738,375317370726733056,11.727135,42.013348
8746,375669729842474752,14.185656,43.24307
8773,375421137134846208,12.005999,42.425819
8786,375332901328619008,11.544079,42.212146
8799,375281945836501760,11.543078,41.627885
8805,375292872230831360,11.753799,41.91231
8806,375294315341043840,11.439904,41.661736
8807,375294624579892480,11.43557,41.698554
8808,375294963879585408,11.451513,41.711135
8809,375295964609685376,11.439827,41.764591
8810,375296067688047616,11.424359,41.759299
8811,375297510798086400,11.474556,41.793533
8812,375297716956483584,11.453517,41.805588
8814,375300225213950208,11.307362,41.835472
8815,375301256009450752,11.436231,41.866518
8816,375301286072306560,11.430259,41.88347
8817,375302488662816640,11.359979,41.943879
8818,375302664757445504,11.309944,41.961312
8819,375303111434178432,11.57323,41.866147
8820,375304073506843392,11.488505,41.891924
8822,375332111051286272,11.645705,42.195882
8823,375332317209720448,11.642772,42.189801
8824,375332317212063872,11.638452,42.194018
8825,375332317212904192,11.643173,42.19527
8826,375332312928200960,11.644847,42.195114
8848,375435052829547008,11.707718,42.46132
8849,375445326390473728,11.706204,42.746349
8857,375695598429992192,13.934865,43.599591
8876,375896469755799552,11.916082,43.874177
8937,376337339558445184,15.527492,42.801833
8984,376579365259767808,15.461392,44.324678
9057,376541436404993408,15.681045,44.476639
9068,375970235818489984,12.679101,44.323663
9073,376326791117172352,16.41199,44.014431
9077,376445022979133312,15.08496,43.696616
9083,376113107904573824,16.766151,42.720034
9085,376122831711927680,16.229882,42.367694
9098,376471273817037824,14.893986,44.094106
9119,376278034650612736,16.493731,43.520027
9125,376351667570028672,15.292212,42.973934
9146,376144615786582144,15.808392,42.632224
9149,376148567156491648,16.005828,42.68848
9183,376908295330602496,16.115414,44.543327
9185,376918324079358720,15.68196,44.606533
9196,376390455418148992,15.328478,43.393874
