,Object ID,RADEG,DECDEG,Nearest field,Distance to nearest field
84,SK005A,9.7464667,41.6742583,m265,0.185002137644249
85,dTZZ-09,9.7531,41.23024,m249,0.17709933863554456
86,FJJ-III,9.765833333333337,48.332638888888894,m398,0.4349454859397597
87,B306,9.7862792,40.5725583,m233,0.4443276562101868
88,FJJ-IV,9.800833333333332,48.38005555555556,m398,0.40138199587751927
89,SDSS3,9.804583333333332,41.70222222222223,m265,0.14460037678296217
90,FJJ-V,9.805833333333332,48.38469444444444,m398,0.3988109881892033
91,FJJ-VII,9.826666666666666,48.38433333333333,m398,0.40579857452488793
92,B307,9.8269875,40.5494583,m233,0.44261351141923627
93,FJJ-VIII,9.84875,48.312527777777774,m398,0.4760047694798959
94,B309,9.852525,40.2414222,m233,0.2879509279463961
95,B310,9.8573,41.3925389,m249,0.3146729577280089
96,B436,9.8777292,40.3057028,m233,0.32301874817188503
97,B181D,9.8785542,41.4740167,m265,0.3699772705859775
98,B311,9.8905208,40.5207444,m233,0.4519539527393995
99,B312,9.9173958,40.9506806,m249,0.1316556018846059
100,SK007A,9.9336292,40.8552583,m249,0.22742179743816904
101,B314,9.9358083,40.2355306,m233,0.3501080459756592
102,B313,9.9358292,40.8819583,m249,0.20170877522158456
103,B315,9.9521292,40.5251111,m233,0.48853085656328843
104,DAO30,9.9616208,40.3040917,m233,0.3832848042715414
105,B001,9.9625375,40.9696194,m249,0.12759571271299405
106,B316,9.97335,40.6942472,m249,0.39120675232150487
107,B317,9.9803833,41.7960889,m265,0.10978464314434119
108,KHM31-22,9.9945708,40.5900611,m249,0.49656289157624206
109,PAndAS-31,9.999125,43.05546388888889,m286,0.44769981104036005
110,WH2,9.9999583,40.5575472,m249,0.5292786856416151
111,B318,10.0036375,40.56885,m249,0.5186861031492612
112,B002,10.0107292,41.1982028,m249,0.15844750639413802
113,B319,10.0126333,40.5660556,m249,0.522758762236231
114,B003,10.0392042,41.1849028,m249,0.16426696779037203
115,KHM31-37,10.0457292,40.6031583,m249,0.49249194625500076
116,H15,10.0550583,35.87695,m148,0.4482266590170558
117,B321,10.0639375,40.4629167,m233,0.5196482889408236
118,B189D,10.06455,40.6665306,m249,0.43618927846600347
119,B322,10.0718583,40.651225,m249,0.45246708487423776
120,B004,10.074675,41.3778583,m249,0.33577692523743724
121,B323,10.0762,40.5458028,m249,0.5539656718306922
122,B442,10.0808083,40.6247528,m249,0.4797022204448351
123,B005,10.0846625,40.7328639,m249,0.3803412170486066
124,B324,10.0853208,41.6803833,m265,0.2409031760601224
125,BH03,10.0942917,41.6789972,m265,0.24679704182775644
126,B325,10.0963208,40.5130972,m233,0.5673887008752991
127,B327,10.1004458,40.6062556,m249,0.5021105190206135
128,B328,10.1022042,41.6730972,m265,0.2551358277868851
129,B330,10.1066083,41.7149111,m265,0.23205164142745882
130,B331,10.1089625,41.7011806,m265,0.24135258418498073
131,SK015A,10.1089625,40.7588611,m249,0.36547479182404974
132,B006,10.1103667,41.4574194,m249,0.4190211366812087
133,B244,10.1104,41.3098778,m249,0.29240004884570503
134,BH04,10.1136083,41.7068667,m265,0.24089034393202258
135,VDB0,10.1225292,40.6041444,m249,0.510027870511192
136,B333,10.1234417,41.6738167,m265,0.26669046195654167
137,B008,10.1262042,41.2690917,m249,0.26955290377068236
138,BH05,10.127125,40.7581167,m249,0.37298821144521666
139,BH06,10.1276167,40.7484389,m249,0.38151710636383107
140,B009,10.1279292,41.6154472,m265,0.30942058771388786
141,B010,10.131525,41.2395944,m249,0.2526226179547225
142,SK016A,10.1322917,40.7688722,m249,0.36586636728932376
143,B011,10.1328292,41.6546972,m265,0.2844565141732146
144,B012,10.135275,41.3622861,m249,0.34573261344371364
145,B196D,10.1449792,40.4436917,m228,0.5604671400629477
146,B448,10.1521083,40.6708806,m249,0.45848621849933047
147,BH09,10.1548083,40.5559611,m249,0.5638740211223974
148,B006D,10.1557625,40.8126444,m249,0.34047427690259696
149,H16,10.1575583,39.7583111,m228,0.6449409061609664
150,B013,10.16015,41.4232556,m249,0.4069106806299467
151,PAndAS-32,10.171666666666663,40.01526388888889,m228,0.5037637477364241
152,B335,10.1737208,40.6411556,m249,0.4924205886397998
153,B449,10.1760792,40.6011972,m249,0.5289977997691943
154,BH10,10.1869167,40.8855389,m249,0.3050600338062635
155,B015,10.1876208,40.9989167,m249,0.2498133162362231
156,B016,10.1881917,41.3694194,m249,0.3753517148078981
157,B450,10.1931625,41.6838694,m265,0.30320686871964664
158,PHF7-1,10.1934208,40.8613611,m249,0.3245405921553203
159,DAO38,10.1958083,40.6827806,m249,0.4643951041499886
160,B336,10.1983708,42.1450306,m265,0.39889985017312973
161,V202,10.1990625,40.9263167,m249,0.2888001291314438
162,B452,10.2013958,40.5850083,m249,0.5519894016232451
163,PHF7-2,10.20155,40.8661806,m249,0.3259742528248859
164,B337,10.2019875,42.2030722,m265,0.4459445927537503
165,B017,10.2029833,41.2020028,m249,0.27734871960939544
166,B018,10.2058625,40.6921611,m249,0.46053006501963223
167,BH11,10.2118292,40.6773,m249,0.47548051453472767
168,B010D,10.2128,41.2513611,m249,0.30864863072307935
169,B011D,10.21515,40.7350306,m249,0.4293837835096111
170,B012D,10.2177583,40.9781194,m249,0.2782851362767417
171,B246,10.2178208,40.8989972,m249,0.31564226226842534
172,B019,10.2188708,41.3148361,m249,0.3515370767334919
173,KHM31-74,10.22055,40.5888028,m249,0.5553033249807114
174,SK018A,10.2235083,41.2707639,m249,0.3263840242441228
175,KHM31-77,10.2236792,40.6140472,m249,0.534338194075263
176,B020,10.2302542,41.69035,m265,0.32394440192232715
177,KHM31-81,10.2322583,40.58955,m249,0.5588925982255857
178,KHM31-85,10.2359708,40.5736083,m249,0.5742321060656452
179,PAndAS-33,10.238958333333333,38.636177777777775,m184,0.5882637571298539
180,KHM31-97,10.24505,40.5733694,m228,0.5737605025235013
181,B338,10.2452917,40.5966083,m249,0.5576345077741703
182,B021,10.2458375,41.0941889,m249,0.2810995719018291
183,B022,10.2461958,41.4116944,m249,0.43567380171168796
184,B339,10.2529542,39.931725,m228,0.4829464130758749
185,B014D,10.2543708,41.1091083,m249,0.2887078292264689
186,B023,10.2549458,41.2293861,m249,0.3246154899484584
187,B247,10.2592583,41.0087611,m249,0.2990921657762619
188,KHM31-113,10.26115,40.5787861,m228,0.5686560890987348
189,B015D,10.2613708,41.1100667,m249,0.2940538242483528
190,BH12,10.2620792,40.5828694,m228,0.5710130649046833
191,SK019A,10.2706792,41.4772,m265,0.48375505289022624
192,SK067B,10.2733792,41.1284917,m249,0.305503222376342
193,B200D,10.2785583,40.5746611,m228,0.5563481481275981
194,B248,10.2833083,40.883625,m249,0.3654234512694615
195,B201D,10.2845083,40.5477833,m228,0.5343917218289903
196,B341,10.28815,40.598025,m228,0.5681173318098119
197,B017D,10.2917083,40.969625,m249,0.33363820587096976
198,B024,10.2994208,41.7636583,m265,0.3462549527083168
199,V031,10.301,41.0913306,m249,0.3224944148216176
200,G083,10.3017708,41.1636889,m249,0.3337854538205321
201,B025,10.3023375,41.0078278,m249,0.3309826153545972
202,B249,10.3024292,41.0202139,m249,0.3286139442885547
203,G085,10.3033458,40.5716278,m228,0.5409983928960187
204,SK020A,10.3056417,41.1617,m249,0.3361094011397571
205,V014,10.30755,40.5660694,m228,0.5347795034493951
206,B027,10.310525,40.9308139,m249,0.3611985911866836
207,B026,10.3106458,41.4111639,m249,0.46793868495162055
208,B019D,10.3172083,41.0855111,m249,0.334536632596927
209,B028,10.3186792,40.98425,m249,0.3486893816830696
210,B020D,10.321825,41.1358861,m249,0.3427115065259547
211,B029,10.3243417,41.0063444,m249,0.347525019104818
212,SDSS4,10.325,42.77111111111111,m285,0.4111103419372573
213,PAndAS-34,10.325166666666664,42.771252777777775,m285,0.4109928140331202
214,B030,10.328025,40.9543417,m249,0.3645967854762017
215,B031,10.3371667,40.9845083,m249,0.3620727018747886
216,B032,10.3396417,41.2917444,m249,0.41074561250062097
217,B342,10.3504583,40.6130944,m228,0.5488535423944985
218,SK026A,10.3526292,40.6010361,m228,0.5383837797211393
219,B033,10.3600125,41.0039333,m249,0.37436706907734785
220,B034,10.3671375,40.8971167,m249,0.41424963815932386
221,B457,10.3717917,42.310325,m285,0.5843398385860249
222,DAO47,10.3728417,40.7547028,m249,0.496958192158964
223,C009,10.3797708,40.7702667,m249,0.49100663948172857
224,B035,10.385775,41.6424167,m265,0.44913875410270515
225,B036,10.3868,41.434775,m249,0.5254694270721731
226,B037,10.3958208,41.2486611,m249,0.42861751180899116
227,B038,10.3998208,41.3208083,m249,0.46447064484609235
228,G099,10.4036667,40.79025,m249,0.4932284896919685
229,B039,10.4078375,41.3472611,m249,0.4837577363416936
230,B040,10.4119792,40.6817639,m249,0.5681899951546421
231,PHF8-1,10.4146,40.6759389,m228,0.5734922537693005
232,B206D,10.4190875,40.8352278,m249,0.4782841603123596
233,B041,10.4200583,41.2459722,m249,0.4444016982173535
234,B042,10.423625,41.1239694,m249,0.4170765893012101
235,B521,10.4238708,40.8671194,m249,0.46603444299135516
236,B043,10.4262875,40.7110611,m249,0.5561689071570373
237,B044,10.4288042,41.3351028,m249,0.4904952156347275
238,B343,10.4295917,40.20625,m228,0.2794367676721482
239,B045,10.4296167,41.5722194,m265,0.5122587963413967
240,B046,10.4358375,41.7743639,m265,0.44401141521575765
241,B458,10.43595,40.8562778,m249,0.4791373896212665
242,B048,10.4396292,41.2252,m249,0.45094380873564566
243,B047,10.4398667,41.7011528,m265,0.46417679905343284
244,B049,10.4399792,40.8317639,m249,0.4936702608025313
245,B032D,10.441525,41.2170639,m249,0.44973845539960433
246,B050,10.4427792,41.5384667,m265,0.539061746562657
247,B051,10.4445083,41.4220083,m249,0.5500664907072488
248,SK035A,10.447,41.8761972,m265,0.44781156896474766
249,SK036A,10.4474208,40.8522639,m249,0.48868478625223605
250,B054,10.4486167,41.0153167,m249,0.43825812429460903
251,B055,10.4599667,41.2034667,m249,0.4591117364136643
252,B035D,10.4602583,41.3342389,m249,0.5103697112783173
253,B254,10.46055,41.2739111,m249,0.4833077662109648
254,B522,10.4622792,40.8800194,m249,0.4866355227795558
255,B056,10.46315,40.9611278,m249,0.4600021572286557
256,B537,10.4691667,41.1142167,m249,0.45034838595918997
257,B057,10.4701375,40.8679806,m249,0.4970659706515805
258,B058,10.4708667,40.7860139,m249,0.5375754330629701
259,KHM31-341,10.4710417,40.8765833,m249,0.4940874481130324
260,KHM31-345,10.4743708,40.8359389,m248,0.5104504932970579
261,B059,10.4754167,41.1835833,m248,0.4590833447448146
262,SK089B,10.4780708,40.7878306,m248,0.5328129682072701
263,KHM31-151,10.4855833,40.7665,m248,0.5401744871397918
264,KHM31-152,10.4871417,40.7757139,m248,0.5339046037432367
265,B060,10.487525,41.0873333,m248,0.43826020915440417
266,B255,10.4998625,40.8093806,m248,0.5072739004012047
267,B061,10.5005542,41.4932528,m266,0.561437193024709
268,B063,10.5036333,41.4859806,m266,0.5643813543041958
269,B064,10.5080333,41.1854167,m248,0.4356395703110759
270,B065,10.5080625,40.6702778,m228,0.5360075139678137
271,B344,10.5123708,41.8672778,m266,0.42188258177208554
272,B066,10.5128708,40.7464222,m248,0.5357606230086543
273,B067,10.5132042,41.0732278,m248,0.4189049624599606
274,B068,10.5133625,40.9805917,m248,0.4304082869526188
275,B257,10.5136833,40.9705361,m248,0.43261123747256913
276,B461,10.5177042,42.0573972,m266,0.4647520593475461
277,B040D,10.5178917,41.3020361,m248,0.47086420754966823
278,B041D,10.5196667,41.2798167,m248,0.4596095336131006
279,B069,10.5229708,41.4359389,m248,0.54397859817198
280,B070,10.5287208,41.1323361,m248,0.41048674899369275
281,B071,10.529725,41.20335,m248,0.42467044872187293
282,B073,10.5304875,40.9892111,m248,0.4158728838575222
283,B072,10.5309083,41.379925,m248,0.5043068098902145
284,B074,10.5335042,41.7226722,m266,0.42649152063802137
285,B075,10.5367667,41.3392361,m248,0.47752947318209205
286,MITA140,10.5395583,41.2960028,m248,0.45367043840898624
287,B045D,10.5411583,41.3540333,m248,0.4830005506770594
288,B076,10.5427042,41.0894583,m248,0.39672202976119536
289,B527,10.5454958,41.4997306,m266,0.5317258307987652
290,B077,10.5463708,41.1261111,m248,0.39653319473551546
291,B078,10.5506292,41.2996667,m248,0.4481575730551913
292,B080,10.5515375,41.3169139,m248,0.45627509508701464
293,B081,10.5566083,40.8108222,m248,0.47068322147034547
294,B345,10.5588417,40.293475,m228,0.21205466075749005
295,B462,10.5613292,42.026875,m266,0.42245432901045255
296,B538,10.56375,41.3271139,m248,0.45393364637702804
297,B539,10.5658333,41.3345972,m248,0.4567517265501012
298,B082,10.5659833,41.0206333,m248,0.38367442356400067
299,B083,10.5685,41.7557667,m266,0.3921927892342038
300,B084,10.5727042,41.3155056,m248,0.4420140195132013
301,B085,10.5760083,40.6658722,m228,0.5130104627167563
302,B086,10.5777208,41.233925,m248,0.4009801598015473
303,B259,10.5790292,41.70415,m266,0.40080517222471895
304,SK049A,10.5811708,40.8728778,m248,0.42188695398001286
305,B087,10.5825,41.6378778,m266,0.42765099219487446
306,B051D,10.5856208,41.0771972,m248,0.36426983083654996
307,B540,10.5858333,41.3370889,m248,0.4457978931982493
308,B088,10.5877625,41.5372778,m266,0.48317153810225955
309,B090,10.5879833,41.04935,m248,0.36376005953553114
310,B091,10.5904583,41.3681667,m248,0.4617079802140911
311,B092,10.593225,41.1357417,m248,0.3628619672532919
312,B347,10.5953833,41.9076611,m266,0.363919559502227
313,B348,10.5955,41.8745722,m266,0.3603738293618592
314,B093,10.5963917,41.3621028,m248,0.4544473010765337
315,H17,10.5987,37.2430806,m169,0.3969232832523374
316,B349,10.6005,40.628825,m228,0.47197203947544825
317,B053D,10.6039583,41.2096389,m248,0.37372262769064885
318,B094,10.6043458,40.9548917,m248,0.3717513826953545
319,B095,10.60775,41.0934083,m248,0.34784676145703003
320,B096,10.6086667,41.320775,m248,0.4223940645141432
321,B098,10.6141458,40.9932944,m248,0.3534916918667839
322,B097,10.6143958,41.4256056,m248,0.4867999695607248
323,SDSS6,10.614999999999998,39.92444444444444,m228,0.29026648342642425
324,B099,10.6150583,41.1676111,m248,0.3531761879092045
325,B515,10.6168708,41.5568111,m266,0.45391692732580363
326,B056D,10.6182,41.5742111,m266,0.4419813402099082
327,B350,10.6185083,40.4142,m228,0.26933912268446325
328,B100,10.6205167,40.8321389,m248,0.41893772172859994
329,B101,10.6209458,41.1377139,m248,0.3425773423445367
330,B103,10.6238792,41.2993389,m248,0.40093114633600824
331,B104,10.6248833,41.2904333,m248,0.3954840645041497
332,B105,10.6281125,41.5075944,m266,0.4815757135612488
333,B106,10.6293167,41.2051083,m248,0.3542675540471405
334,B108,10.6298917,41.1476056,m248,0.3377884217517927
335,B107,10.6302292,41.3274639,m248,0.4131766502479224
336,B109,10.6340292,41.1744083,m248,0.3411878304697473
337,B061D,10.6356417,41.3616361,m248,0.4314479241466086
338,NB16,10.6378917,41.3378917,m248,0.414994077081601
339,B110,10.6379375,41.0578778,m248,0.325552976345499
340,B111,10.6382125,41.0073167,m248,0.3325780819898832
341,B260,10.6383,41.5235639,m266,0.46483895897301425
342,B112,10.6385125,41.2951056,m248,0.38942263749986017
343,B114,10.6429292,41.2125139,m248,0.34747287460486986
344,B117,10.6433,40.9525139,m248,0.34505041195473246
345,NB17,10.6433292,41.2920611,m248,0.3847239569539834
346,B115,10.64335,41.2338528,m248,0.35589412910804863
347,B116,10.6439333,41.5475472,m266,0.44508188643771024
348,NB35,10.6439625,41.3112139,m248,0.3952360709693802
349,B064D,10.64805,41.2428389,m248,0.3567331187803025
350,B119,10.6503375,41.2931639,m248,0.3809620315176003
351,SK052A,10.6554792,41.8482167,m266,0.31510334037935217
352,NB21,10.65825,41.2663639,m248,0.3615060669561043
353,B351,10.658275,42.1918778,m266,0.4612926282693948
354,B352,10.6591375,42.037,m266,0.36250706489257806
355,B067D,10.6624708,41.6120333,m266,0.39252186725481303
356,B068D,10.66625,41.3444222,m248,0.4028127453904471
357,B122,10.6671083,41.5629361,m266,0.4219077682344309
358,B123,10.6694458,41.1759194,m248,0.31612366675044595
359,SK053A,10.6700292,40.2980111,m228,0.1508779905465497
360,B124,10.6726667,41.2565722,m248,0.3471792707293439
361,B125,10.6760833,41.0919306,m248,0.29632995816294627
362,DAO55,10.67715,40.4907944,m228,0.32288517105080217
363,B126,10.6820042,41.2118611,m248,0.32024174361658053
364,B127,10.6854083,41.2448361,m248,0.33299447639398416
365,NB89,10.6865792,41.2456139,m248,0.33261837745029704
366,SK054A,10.6878083,41.1375278,m248,0.29303895232511445
367,B072D,10.6907917,41.4575,m248,0.4734161467847733
368,BH16,10.6920417,41.2933306,m248,0.3555529968643749
369,B523,10.6928292,41.3089972,m248,0.3647311138556308
370,B354,10.6985208,42.0068694,m266,0.32219410713075225
371,B128,10.69915,41.1871528,m248,0.2987736466561664
372,NB41,10.70075,41.2668333,m248,0.3348295850301918
373,B129,10.7013625,41.4184417,m248,0.4377933183992002
374,NB39,10.7022875,41.2632167,m248,0.3318560235917654
375,B130,10.7035958,41.4979028,m266,0.4516139038260684
376,AU008,10.7040083,41.3031278,m248,0.35451195261177343
377,B262,10.7085417,41.3244778,m248,0.36582183349448033
378,BH18,10.7113208,41.1759611,m248,0.28628324280235296
379,B131,10.7116708,41.2854222,m248,0.33902341531234503
380,BH17,10.7118792,40.9781694,m248,0.2874983710505188
381,B132,10.7141958,41.26135,m248,0.3233870097903759
382,B134,10.715325,41.2342833,m248,0.3082345773410338
383,SK055A,10.7160875,40.7360806,m248,0.43424546667513086
384,B078D,10.7160875,41.3681417,m248,0.39254199976223575
385,B135,10.7165958,41.5188778,m266,0.429142811940171
386,B264,10.7216208,41.2706667,m248,0.324197125951968
387,B136,10.7235292,41.3261444,m248,0.35869007967012084
388,B137,10.7249583,41.5372667,m266,0.41095625119823703
389,B138,10.7317292,41.3096778,m248,0.342978017005908
390,B524,10.7327375,41.0536083,m248,0.25466694228096365
391,PHF4-2,10.740875,41.3067778,m248,0.3359493619115712
392,AU010,10.7421792,41.2812417,m248,0.3184547357942888
393,NB34,10.7435417,41.2486944,m248,0.29803477682597407
394,B140,10.7447958,41.147975,m248,0.2537434740899545
395,B087D,10.7455375,41.1524528,m248,0.25445680782465513
396,B141,10.7470125,41.5464944,m266,0.39335216703366094
397,B088D,10.7474083,41.0714917,m248,0.24243067848557287
398,B143,10.7485458,41.322025,m248,0.34236759076123013
399,B144,10.7494292,41.2682083,m248,0.30604842908234964
400,B090D,10.7549833,41.2694972,m248,0.3035810555278895
401,B089D,10.7556667,41.44,m248,0.4311111162584951
402,B091D,10.756025,41.5047639,m266,0.42277362827663567
403,B145,10.7565875,41.2074694,m248,0.26803220874285605
404,B092D,10.7568417,41.2191972,m248,0.27367094757494415
405,B265,10.758025,40.8838472,m248,0.3051001713503027
406,B146,10.7621708,41.2562528,m248,0.2911539296562264
407,B147,10.7637792,41.3559806,m248,0.35980871998173164
408,B266,10.7646958,41.6753389,m266,0.2933748005398161
409,BH23,10.7656792,41.3411056,m248,0.34755846092939907
410,B148,10.7661,41.3013111,m248,0.31842596412954643
411,SK118C,10.77185,41.2412694,m248,0.27636770379481834
412,B149,10.7727917,41.5741972,m266,0.3596868263151096
413,B467,10.7768792,42.0303139,m266,0.2864131377068665
414,B268,10.7799667,41.1966139,m248,0.24739465534046848
415,B269,10.78075,41.4591611,m248,0.43763839025082685
416,B150,10.7813167,41.33875,m248,0.33814315102405385
417,PHF6-1,10.78325,41.3050611,m248,0.312027083466453
418,PAndAS-35,10.789,40.610619444444445,m228,0.4302324591461986
419,B151,10.7898208,41.3588861,m248,0.34996071977945864
420,SK059A,10.7910917,41.3169167,m248,0.31678966582408336
421,B152,10.7917333,41.3043861,m248,0.3071697205951063
422,B356,10.7931542,41.8420083,m266,0.21278147901547143
423,B153,10.7942542,41.2475861,m248,0.2668483299788438
424,SK060A,10.7993917,40.9348333,m248,0.24917598141524724
425,BH25,10.8,41.0468944,m248,0.2052139914500427
426,B154,10.8018958,41.2680222,m248,0.275978705227796
427,B468,10.8021208,39.799225,m228,0.3812305688290562
428,B357,10.8051333,40.1823306,m228,0.008840688382732822
429,B155,10.8058417,41.0578389,m248,0.1993997340103984
430,SK061A,10.8064083,41.6410167,m266,0.29294513967010866
431,B156,10.8072375,41.0215722,m248,0.20543782190774426
432,B157,10.8083875,41.1887861,m248,0.2248790967984877
433,B095D,10.8085,41.1457944,m248,0.20726343464106817
434,B158,10.810025,41.1225778,m248,0.199881686371192
435,SK062A,10.8105292,41.8963306,m266,0.20432079549496643
436,B159,10.811025,41.4203806,m248,0.3927075681292855
437,B160,10.8122417,41.0265194,m248,0.2004614339453852
438,B161,10.8142333,41.1903194,m248,0.2218133000684772
439,B162,10.818375,41.4012361,m248,0.37337306151884914
440,B097D,10.8195708,41.1092944,m248,0.19031642259063072
441,B098D,10.8225,41.5250028,m266,0.37897514998729914
442,B163,10.8235,41.462475,m248,0.4256454417208144
443,B358,10.8244208,39.8203278,m228,0.36083619196526456
444,B164,10.8256833,41.2081528,m248,0.2241710330193854
445,B165,10.8259,41.1818778,m248,0.21000431478810175
446,SK064A,10.8266833,40.989925,m248,0.20316540192400248
447,B167,10.8380167,41.2355917,m248,0.2340372912097207
448,B168,10.8438583,41.7348778,m266,0.21063729590824123
449,B169,10.8458375,41.2570417,m248,0.24481931827675987
450,B271,10.8462,41.42395,m248,0.3835559431034935
451,B170,10.8478667,40.844875,m248,0.28738692841473157
452,SK066A,10.8503208,41.6450694,m266,0.26812759910985773
453,B272,10.8562875,41.6198306,m266,0.2854858284390706
454,B171,10.8566875,41.2603139,m248,0.2417362427299725
455,B172,10.8583583,41.3587806,m248,0.3216062392332547
456,B536,10.865,41.2084667,m248,0.20091486144742415
457,B173,10.8699917,41.3769583,m248,0.333522650819651
458,B174,10.8762625,41.6489306,m266,0.25316400543340156
459,B176,10.8769917,40.8196944,m248,0.2969172872284162
460,B177,10.8771292,41.0950917,m248,0.1454132811878499
461,B178,10.8783,41.3545472,m248,0.31073257282093736
