,Object ID,RADEG,DECDEG,Nearest field,Distance to nearest field
462,B179,10.8796292,41.3040667,m248,0.2664550895441447
463,B180,10.8822208,41.1295417,m248,0.14948641907120508
464,B181,10.8852333,41.4853139,m266,0.394298261942105
465,H18,10.9001208,44.9831389,m327,0.23574924646505538
466,B182,10.9028,41.1367111,m248,0.1378470950327386
467,B183,10.9039083,41.0339806,m248,0.13222297448517026
468,B185,10.9053583,41.2454333,m248,0.20712385268087125
469,B184,10.9063125,41.6096222,m266,0.2745353994134672
470,B186,10.9092042,41.6066583,m266,0.27616584197418637
471,B187,10.9109375,41.4963472,m266,0.37725186080873263
472,B274,10.9139917,41.5217222,m266,0.3526039576250469
473,B188,10.9229042,41.40715,m248,0.3461564381869106
474,B189,10.9266458,41.5897833,m266,0.2858760866900032
475,B190,10.9307792,41.5682667,m266,0.3046258768989599
476,B192,10.9354667,41.6241694,m266,0.2517991864962954
477,M001,10.9378583,41.3033361,m248,0.24517593309495928
478,B194,10.9383042,41.102425,m248,0.1011746052764588
479,B193,10.9395958,41.6159667,m266,0.258002070606786
480,SK071A,10.9433583,41.6579361,m266,0.2188907484905665
481,SK072A,10.9445,41.3745111,m248,0.3101014608623781
482,B103D,10.948075,41.4521861,m248,0.38421589104421117
483,B472,10.9517583,41.44805,m248,0.3795472609472997
484,SK073A,10.9522083,41.1300583,m248,0.10172190523058929
485,B195,10.9523083,41.0410111,m248,0.09567608869678795
486,B196,10.9523875,40.7102389,m248,0.37897749067010617
487,B104D,10.9546167,41.2378167,m248,0.1807422296283423
488,B197,10.9570667,41.502725,m266,0.3610865075393057
489,B199,10.9576042,40.9708056,m248,0.13681098047421986
490,C010,10.9585417,41.0397778,m248,0.0918963048960799
491,B198,10.9588583,41.5312472,m266,0.3331885291776549
492,SK074A,10.9594167,41.6966389,m266,0.17914982629917725
493,B200,10.9600708,41.4896,m266,0.37326972818763976
494,SK134C,10.968,41.6063333,m266,0.25935943899947483
495,B201,10.9701792,41.1660778,m248,0.11460277753479338
496,M003,10.9763833,41.2364083,m248,0.17225474282291153
497,B106D,10.9768667,41.2538111,m248,0.1881666102835919
498,B202,10.9777667,41.0089917,m248,0.0979759123139471
499,B203,10.9826458,41.5431139,m266,0.3172991792207829
500,B204,10.9851167,41.3674417,m248,0.29538479937339024
501,B361,10.9879167,40.2336806,m228,0.15750398185741307
502,B108D,10.9881208,41.7589611,m266,0.11504962279783065
503,M005,10.9916708,41.3593306,m248,0.28642650364635774
504,B205,10.9923833,41.4105861,m248,0.33668257286443687
505,B206,10.9942417,41.5049917,m266,0.35290193462481095
506,B110D,10.9964292,41.6115,m266,0.24840416740064122
507,C011,10.99655,41.6454917,m266,0.21559359846106024
508,B207,10.9977375,41.1029917,m248,0.05878264735285403
509,B208,11.0002792,41.3865667,m248,0.31200861408814246
510,M009,11.0034375,41.2866972,m248,0.21359889867506718
511,G260,11.0035708,42.5801333,m285,0.19646002504327045
512,B209,11.0109583,41.4240472,m248,0.34793114278559845
513,B210,11.0115,41.2401083,m248,0.1669397567324518
514,M012,11.0118083,41.3611972,m248,0.2855895123865013
515,B211,11.0121875,41.3346111,m248,0.259290323703146
516,B212,11.0128292,41.0822972,m248,0.04236913644285425
517,B213,11.0146333,41.5107361,m266,0.34481727750155705
518,B214,11.0164,41.4384778,m248,0.3617836463685258
519,B111D,11.0204,41.6515778,m266,0.20528660250586525
520,B215,11.0266667,41.528775,m266,0.3257714716489601
521,M016,11.0335208,41.3983917,m248,0.32064501711539073
522,B216,11.0365875,41.6320306,m266,0.22241721280924537
523,SK083A,11.0416417,41.8579361,m266,0.028011573884469995
524,G268,11.0417167,42.782725,m285,0.1183865538963684
525,B217,11.0441625,41.3975111,m248,0.3192022396819084
526,SK084A,11.0514292,41.3529972,m248,0.27446105773115276
527,M020,11.0581083,41.3718806,m248,0.2931427693657327
528,B218,11.0596958,41.3220333,m248,0.24328163938166236
529,H19,11.0621667,38.4283167,m186,0.23887345624795522
530,B219,11.0626875,40.9464917,m248,0.1324391948933425
531,B277,11.0704708,41.2377194,m248,0.158874873252787
532,B363,11.0717708,40.5597583,m228,0.43445091769063704
533,M023,11.0788417,41.3526639,m248,0.2739178057557407
534,B220,11.081125,41.509625,m266,0.34262282620920603
535,M025,11.0819708,41.4024806,m248,0.3237817186568936
536,B112D,11.0884792,41.3194083,m248,0.24101200827395514
537,M028,11.0918292,41.5610611,m266,0.29135186241613376
538,B535,11.0945833,41.6942222,m266,0.1584764649897247
539,B221,11.0960958,41.5517611,m266,0.3007691767955073
540,B278,11.0971792,41.5844028,m266,0.26820330136074866
541,M031,11.1011292,41.56615,m266,0.2865919670130525
542,SK142C,11.1023667,41.8626861,m266,0.020640097339919828
543,SK166B,11.1047417,41.3471806,m248,0.26968627760872715
544,B222,11.10545,41.2365611,m248,0.16010100922952972
545,SK086A,11.1086292,41.5873417,m266,0.2658554874748444
546,B115D,11.1104792,41.6492667,m266,0.20437581608584685
547,B223,11.1127083,41.5769917,m266,0.27643476279790763
548,B224,11.1127917,41.480475,m266,0.37265041790347025
549,B279,11.11665,41.7362111,m266,0.11947247833307027
550,B225,11.1231667,41.3597972,m248,0.2839030728683814
551,M039,11.1306083,41.5012889,m266,0.35310757314675545
552,M040,11.1312792,41.465375,m266,0.3888741544944895
553,B228,11.1383417,41.6910056,m266,0.16730640906481783
554,B229,11.140825,41.6412056,m266,0.2161044804281132
555,M042,11.1415292,41.3508111,m248,0.2774026666850613
556,M043,11.1431,41.3865694,m248,0.31274522034952656
557,DAO69,11.145,41.8909,m266,0.06284247381027136
558,B230,11.1466,40.9534083,m248,0.13848036677324005
559,SK089A,11.1494417,41.6333889,m266,0.2251696404054593
560,M045,11.1515625,41.5925306,m266,0.26538029687159365
561,B365,11.1518542,42.2890472,m266,0.44018929024691494
562,M046,11.1527792,41.4539111,m248,0.38033017619656123
563,M047,11.1575708,41.4811528,m266,0.3757650362424055
564,B231,11.1606167,41.4630889,m248,0.39038065525741233
565,BH28,11.1628,41.7406,m266,0.1281290588977107
566,B118D,11.1652875,41.4078444,m248,0.33689135488719874
567,B232,11.167625,41.2501167,m248,0.18671323295238298
568,M050,11.1694792,41.5018111,m266,0.3569636129397622
569,B532,11.175,41.9606028,m266,0.13001464438068705
570,B233,11.1754375,41.7317778,m266,0.14049538438961293
571,SK090A,11.1772583,41.6860611,m266,0.18178402677965497
572,B281,11.1784542,41.3357111,m248,0.2697726392024684
573,PAndAS-36,11.189874999999995,43.44299722222222,m306,0.37730784850982746
574,B234,11.1932292,41.4882694,m266,0.3739321029097916
575,B366,11.1945292,42.0640139,m266,0.22868462469679365
576,B367,11.1964667,42.0921972,m266,0.2554900853535479
577,B368,11.1991708,41.8525167,m266,0.08991063265919867
578,B255D,11.2021958,42.1035889,m266,0.26764890265914915
579,KHM31-234,11.2057208,41.3265389,m248,0.26824372912210537
580,KHM31-246,11.2280625,41.4809333,m266,0.38776145842407145
581,SK184B,11.2280792,41.8755917,m266,0.11384326604037602
582,B283,11.23085,41.2834389,m248,0.23816527216657363
583,B475,11.2335583,41.9002111,m266,0.12504773955997342
584,SK185B,11.2355583,41.8818806,m266,0.120683216776194
585,SK161C,11.2362375,41.9164111,m266,0.13384618130573536
586,M053,11.2387292,41.8005639,m266,0.13012614888609836
587,B235,11.2413208,41.4899222,m266,0.38219645062875135
588,B256D,11.2445792,41.9101944,m266,0.1365818974250882
589,B257D,11.2479083,41.9130083,m266,0.14002577331614596
590,M055,11.24835,41.5608639,m266,0.3177845498053488
591,SK095A,11.2592708,41.8276778,m266,0.13692424530088124
592,SK191B,11.2603083,41.9927722,m266,0.1950769341476177
593,M057,11.2615,41.7839611,m266,0.15254511838840387
594,M059,11.2669583,41.7724194,m266,0.16158366797993184
595,SK097A,11.2712792,41.7081111,m266,0.20358619779883047
596,SK195B,11.2741708,41.984475,m266,0.19670300163687726
597,KHM31-264,11.27445,41.5953528,m266,0.2956158074965054
598,KHM31-267,11.2796667,41.6217778,m266,0.2750551903463752
599,B476,11.2799542,41.6753083,m266,0.23214823397163806
600,M062,11.28185,41.7585667,m266,0.17821206578093773
601,B477,11.2847042,41.66045,m266,0.24587481239302536
602,B236,11.2871,40.8413056,m248,0.289120291447489
603,B237,11.2884792,41.37625,m248,0.3401941288949088
604,B534,11.2920833,41.8153556,m266,0.16338212668910065
605,V133,11.2938292,42.0033389,m266,0.22023501495015016
606,M069,11.2969583,41.8221361,m266,0.16554793040873927
607,M070,11.2991333,41.6721722,m266,0.24396386754633728
608,WH28,11.3059167,41.6267222,m266,0.2822482306951792
609,M072,11.3075417,41.7073333,m266,0.22400860300618833
610,B370,11.3099042,41.9613194,m266,0.20387788924912545
611,B238,11.3111458,41.3269167,m248,0.30784714738568736
612,M073,11.3130292,41.7922278,m266,0.1848171048478625
613,B239,11.3149542,41.5880917,m266,0.3177002752251116
614,M076,11.3171083,41.7228,m266,0.22003891119844865
615,M078,11.3240083,41.6979111,m266,0.23947919105830492
616,M079,11.3241792,41.6827611,m266,0.2496210016985307
617,M080,11.3316792,41.8084194,m266,0.1936985517265243
618,M081,11.3428083,41.7991306,m266,0.20401748126830452
619,B240,11.3543333,41.1061583,m248,0.21687954228836354
620,M082,11.3593083,41.7644667,m266,0.22699264737623137
621,B533,11.36,41.943925,m266,0.22873488185769966
622,B371,11.3631417,41.7290806,m266,0.24539596003240072
623,M085,11.3667208,41.7010111,m266,0.26283329519270493
624,M086,11.3687,41.8248833,m266,0.21795730003405664
625,B287,11.3687292,41.5012778,m266,0.41252651001379737
626,M087,11.38355,41.8255639,m266,0.2288561069248202
627,M089,11.3855833,41.7253222,m266,0.2618108298307738
628,M091,11.3879208,41.7053333,m266,0.27356214147291297
629,B372,11.3889875,42.0067139,m266,0.27790518476507736
630,M092,11.3982417,41.7550194,m266,0.2574369139479342
631,BH29,11.4055083,41.612575,m266,0.34206057749714436
632,M093,11.4060708,41.6697917,m266,0.3049675835891071
633,B373,11.4243833,41.7593111,m266,0.2740861215522879
634,dTZZ-13,11.43322,42.65674,m285,0.41519818350115434
635,SK104A,11.4346292,41.9577222,m266,0.2852922934573249
636,B374,11.4355,41.6986278,m266,0.30739775577230705
637,B375,11.4398333,41.6617083,m266,0.33010942668752713
638,B480,11.4398917,41.7645806,m266,0.2833033495137086
639,M101,11.4428208,41.8058028,m266,0.27543883482633374
640,B377,11.451175,40.634525,m235,0.4352044436480573
641,B376,11.4516083,41.7110778,m266,0.3120094253662898
642,M104,11.4533917,41.8056,m266,0.283239712590331
643,B270D,11.45508333333333,41.03036111111111,m248,0.29525982032544773
644,M105,11.45705,41.6572889,m266,0.3431772428055151
645,SK105A,11.4660792,41.9615528,m266,0.3084906607041716
646,H20,11.4688083,39.9311611,m214,0.32626389914183235
647,B484,11.4745667,41.7936167,m266,0.30094433220469197
648,B483,11.4747208,42.0383389,m266,0.3485639300887045
649,B378,11.4884792,41.8918639,m266,0.3078722738250581
650,B379,11.4951583,40.7087139,m235,0.42081688767233194
651,B380,11.5259917,42.0147583,m266,0.37047279006877876
652,B381,11.5272792,41.3496833,m248,0.438490140249707
653,B486,11.5359167,40.9676778,m248,0.3694947291846183
654,B382,11.5430833,41.6278722,m266,0.4129555582296796
655,B383,11.5497833,41.3281889,m248,0.43942940264548974
656,B384,11.5914,40.2832222,m232,0.4089545795190262
657,BH32,11.5982,42.0161667,m266,0.41995170484444444
658,dTZZ-14,11.59881,42.6096,m279,0.4264103627072845
659,B386,11.6125667,42.0313194,m266,0.4357727130102839
660,B387,11.63965,40.7370722,m235,0.3331207873173812
661,DAO88,11.6748792,42.2626917,m279,0.4704065683565503
662,G327,11.7062042,42.7463139,m279,0.3928735172988833
663,B391,11.7421125,41.5656972,m257,0.31514822807433795
664,SK213C,11.744875,42.29591666666666,m279,0.40926318769793757
665,B393,11.7550167,41.401775,m257,0.3443254308221376
666,SK109A,11.8202208,41.0532333,m235,0.5082566382355154
667,B396,11.854825,40.3617056,m235,0.24006959883613993
668,B397,11.8634583,41.2028917,m257,0.4220265562447767
669,G339,11.9592292,43.1545639,m301,0.4288881266987086
670,SK110A,11.98245,41.4590194,m257,0.16888254715544918
671,B398,11.990775,41.8126833,m257,0.2836297872720729
672,B399,11.9981625,41.5912167,m257,0.12737745705172557
673,B400,12.0060042,42.4258222,m279,0.17912831233360826
674,B401,12.03545,41.6783139,m257,0.1520805748182075
675,SK111A,12.0609625,41.4887361,m257,0.10458873253937324
676,PAndAS-37,12.110541666666666,37.92837222222222,m188,0.2809152850359453
677,B402,12.1501917,42.0262611,m257,0.46638102780277635
678,H21,12.2108083,41.1433972,m257,0.41811208551924883
679,SK255B,12.26258333333333,41.91605555555555,m257,0.3637091174880496
680,B337D,12.2967042,41.1225167,m257,0.44879458815900464
681,B403,12.3234458,41.5856056,m257,0.12256349387588808
682,B405,12.4158417,41.5915833,m257,0.19159298501468497
683,H22,12.4360833,38.310525,m188,0.25466189647597726
684,PAndAS-38,12.440291666666663,47.9092,m379,0.4046329443252773
685,B344D,12.466925,41.6107944,m257,0.23276325089799668
686,B407,12.5414833,41.6835944,m257,0.3085959280224202
687,G353,12.5758833,42.5955972,m279,0.29913347991867717
688,PAndAS-39,12.650916666666664,42.53035833333333,m279,0.35281105343490815
689,SDSS8a,12.65125,42.53055555555555,m279,0.35304134732484216
690,MGC1,12.6769125,32.9163278,m080,0.5698002917452393
691,PAndAS-40,12.6825,40.058388888888885,m232,0.45493687221405726
692,EXT8,13.3105583,41.5567972,m256,0.33667776713348746
693,PAndAS-41,13.414916666666665,42.587494444444445,m275,0.4321793811848443
694,SDSS9,13.414999999999996,42.587500000000006,m275,0.4321763054618307
695,MCGC8,13.6040542,39.7154694,m211,0.49991262003975545
696,MCGC9,13.93315,42.7712083,m296,0.4895787266615195
697,PAndAS-42,14.158499999999998,39.67386944444444,m227,0.6487123667152173
698,PAndAS-43,14.161666666666664,42.45493611111112,m275,0.5738260488986868
699,PAndAS-44,14.482874999999998,41.71583611111112,m274,0.512647012220091
700,PAndAS-45,14.658166666666665,41.95318888888889,m274,0.241875915131069
701,SDSS11,14.735,42.46055555555556,m274,0.3093656352573861
702,PAndAS-46,14.735,42.46063611111112,m274,0.3094441187096124
703,PAndAS-47,14.769916666666663,42.37640555555556,m274,0.22165819514346607
704,H26,14.8640417,37.6928111,m162,0.5184620976942751
705,PAndAS-48,14.867749999999996,31.48628888888889,m035,0.32616886290969777
706,H25,14.8939208,44.0941194,m316,0.05384061362381167
707,B517,14.9995417,41.9018889,m274,0.28670347598427876
708,PAndAS-49,15.208625,42.30368055555555,m274,0.3160472010803645
709,PAndAS-50,15.461083333333333,48.30533888888888,m392,0.35072922598830175
710,PAndAS-51,15.527541666666666,42.80184444444444,m294,0.591216134428027
711,MCGC10,16.8596583,35.7801139,m138,0.5305295714067995
712,SDSS12,18.195833333333333,42.42361111111111,m269,0.4940531369838391
713,PAndAS-52,18.195875,42.423575,m269,0.4940071594187366
714,PAndAS-53,19.493374999999997,39.24811111111112,m196,0.38222948713558214
715,PAndAS-54,19.50058333333333,39.28331388888889,m196,0.4145480294560701
716,SDSS15,20.76458333333333,41.91972222222222,m261,0.28657896029581814
717,PAndAS-56,20.76470833333333,41.91972777777777,m261,0.28652520051446373
718,PAndAS-57,21.94795833333333,40.67977777777777,m240,0.26614830789584826
719,G,22.20478,47.07277,m362,0.5438438085946753
720,PAndAS-58,22.259,40.785738888888886,m240,0.0689831550570834
721,SDSS16,22.259166666666665,40.78583333333333,m240,0.06902102151101211
722,HM33-D,23.759166666666665,31.23925,m043,0.1755661732588085
723,M33-E,23.84466,32.07559,m058,0.2564914080706307
724,HM33-A,23.924083333333336,28.82097222222222,m005,0.4348677812118979
725,HM33-B,24.00883333333333,29.96372222222222,m014,0.5627504420040739
726,HM33-C,24.31025,31.07438888888889,m043,0.4456472990842959
727,SDSS17a,355.4583333333333,44.83527777777778,m323,1.5088759810510999
728,PAndAS-01,359.300125,43.5523,m305,0.3091504057229443
729,PAndAS-02,359.48204166666665,41.78034722222222,m263,0.0984315954163916
