,Object ID,Nearest field,Distance to nearest field
532,SK085C,m249,0.29242594958304263
533,LAMOST-C07,m286,0.520156258888872
534,BH08,m265,0.29272696873366555
535,B196D,m228,0.5604671400629477
536,SK050B,m265,0.22888002363276588
537,SK047D,m249,0.3295392167836242
538,SK051B,m249,0.4746665763785847
539,B245,m249,0.21407223836147926
540,B448,m249,0.45848621849933047
541,BH09,m249,0.5638740211223974
542,B006D,m249,0.34047427690259696
543,B007D,m249,0.34819819467955826
544,H16,m228,0.6449409061609664
545,SK052B,m249,0.4931315361250101
546,B013,m249,0.4069106806299467
547,B014,m249,0.25484764336298854
548,SK048D,m249,0.31548581047117524
549,B197D,m228,0.5187383937896469
550,PAndAS-32,m228,0.5037637477364241
551,B335,m249,0.4924205886397998
552,B449,m249,0.5289977997691943
553,SK053B,m249,0.39089018180535334
554,SK049D,m249,0.3824850765595161
555,SK086C,m265,0.35309134889941357
556,BH10,m249,0.3050600338062635
557,B008D,m249,0.255648584329085
558,B015,m249,0.2498133162362231
559,B016,m249,0.3753517148078981
560,B450,m265,0.30320686871964664
561,PHF7-1,m249,0.3245405921553203
562,C046,m265,0.3095813904597735
563,B451,m249,0.32669784865601614
564,DAO38,m249,0.4643951041499886
565,SK050D,m249,0.38264714561639035
566,B336,m265,0.39889985017312973
567,V202,m249,0.2888001291314438
568,C004,m249,0.2626669016952879
569,SK088C,m249,0.4704644831429067
570,SK017A,m249,0.2564800696513404
571,B452,m249,0.5519894016232451
572,PHF7-2,m249,0.3259742528248859
573,V203,m249,0.2641343430625792
574,B337,m265,0.4459445927537503
575,B017,m249,0.27734871960939544
576,B018,m249,0.46053006501963223
577,B009D,m249,0.25741344830031726
578,BH11,m249,0.47548051453472767
579,SK089C,m228,0.4546039758770491
580,B010D,m249,0.30864863072307935
581,SK054B,m265,0.3028662259028594
582,B198D,m228,0.5807483006560286
583,B011D,m249,0.4293837835096111
584,DAO40,m249,0.5431973294864083
585,B012D,m249,0.2782851362767417
586,B246,m249,0.31564226226842534
587,B019,m249,0.3515370767334919
588,SK055B,m265,0.41041078624246885
589,KHM31-74,m249,0.5553033249807114
590,SK090C,m228,0.4693765168523718
591,SK018A,m249,0.3263840242441228
592,KHM31-77,m249,0.534338194075263
593,SK056B,m265,0.3146428286593437
594,SK004E,m265,0.30697629321016523
595,B020,m265,0.32394440192232715
596,KHM31-81,m249,0.5588925982255857
597,SK057B,m265,0.4726388165975337
598,SK058B,m265,0.42545533617796555
599,KHM31-85,m249,0.5742321060656452
600,SK059B,m249,0.4347977502824405
601,B013D,m249,0.4674909654862947
602,SK091C,m228,0.4621128888002855
603,PAndAS-33,m184,0.5882637571298539
604,SK060B,m249,0.2843078725587757
605,SK061B,m249,0.27806607604822337
606,V212,m249,0.27835275311428254
607,SK062B,m249,0.28387099136912103
608,C008,m249,0.27991405470195063
609,KHM31-97,m228,0.5737605025235013
610,B338,m249,0.5576345077741703
611,B021,m249,0.2810995719018291
612,B022,m249,0.43567380171168796
613,SK005E,m265,0.3119722773127435
614,B339,m228,0.4829464130758749
615,B014D,m249,0.2887078292264689
616,B023,m249,0.3246154899484584
617,SK063B,m265,0.32054691137896396
618,SK064B,m249,0.2961932036965514
619,V211,m249,0.2915881007255807
620,B247,m249,0.2990921657762619
621,SK092C,m249,0.40063222475341786
622,SK051D,m249,0.5243255363791229
623,KHM31-113,m228,0.5686560890987348
624,B015D,m249,0.2940538242483528
625,SK052D,m249,0.5500781100497851
626,BH12,m228,0.5710130649046833
627,B453,m249,0.300953588624916
628,SK053D,m265,0.4139710230643006
629,SK093C,m249,0.42788374158761006
630,B199D,m228,0.513461324357061
631,B454,m228,0.43209334055313803
632,SK019A,m265,0.48375505289022624
633,SK065B,m249,0.3180044553405469
634,SK066B,m265,0.4884841286469159
635,SK067B,m249,0.305503222376342
636,B455,m228,0.6245069504213636
637,SK068B,m249,0.31467085933750616
638,B200D,m228,0.5563481481275981
639,SK054D,m249,0.41722907398502174
640,B016D,m249,0.3905434706579427
641,SK069B,m265,0.38150682638582606
642,SK094C,m265,0.429730047902353
643,SK095C,m265,0.3246097960118666
644,B248,m249,0.3654234512694615
645,B201D,m228,0.5343917218289903
646,C013,m228,0.5339169062315879
647,B340,m210,0.6330185030679232
648,SK070B,m249,0.3236579639617688
649,B341,m228,0.5681173318098119
650,SK055D,m249,0.43654256985689466
651,SK056D,m265,0.4076436826873771
652,SK057D,m265,0.3430366166856546
653,B017D,m249,0.33363820587096976
654,SK058D,m249,0.3992606348411356
655,SK071B,m228,0.4317565588804362
656,SK059D,m265,0.41821005531869165
657,B024,m265,0.3462549527083168
658,C014,m249,0.332531155952739
659,SK060D,m265,0.3482812537640051
660,SK072B,m265,0.4149998143078097
661,V031,m249,0.3224944148216176
662,SK073B,m265,0.521276286351205
663,G083,m249,0.3337854538205321
664,B025,m249,0.3309826153545972
665,B249,m249,0.3286139442885547
666,SK074B,m265,0.3858529741898607
667,G085,m228,0.5409983928960187
668,SK020A,m249,0.3361094011397571
669,V014,m228,0.5347795034493951
670,SK061D,m265,0.4413162961264996
671,B202D,m228,0.3785862356951158
672,B018D,m265,0.3563500881756251
673,B027,m249,0.3611985911866836
674,B026,m249,0.46793868495162055
675,SK075B,m249,0.3366880659081351
676,V226,m249,0.3390970345699685
677,SK062D,m249,0.4321827782255043
678,SK021A,m249,0.41546803004546756
679,B250,m265,0.44480584496834447
680,SK022A,m228,0.468184846493948
681,B019D,m249,0.334536632596927
682,B028,m249,0.3486893816830696
683,B020D,m249,0.3427115065259547
684,SK076B,m249,0.3966449856773309
685,B029,m249,0.347525019104818
686,SK023A,m249,0.4897177813858935
687,SDSS4,m285,0.4111103419372573
688,PAndAS-34,m285,0.4109928140331202
689,B030,m249,0.3645967854762017
690,SK077B,m249,0.47528614807896413
691,SK024A,m249,0.5445271639719944
692,B031,m249,0.3620727018747886
693,SK063D,m249,0.38213638604079503
694,B456,m228,0.3545055439825772
695,B032,m249,0.41074561250062097
696,SK064D,m265,0.36763904150263954
697,SK096C,m265,0.4727361511064664
698,SK025A,m249,0.43083711698646704
699,DAO46,m228,0.45177658402959536
700,B342,m228,0.5488535423944985
701,SK097C,m285,0.5738151889150847
702,SK026A,m228,0.5383837797211393
703,SK027A,m249,0.48543216584565013
704,SK078B,m228,0.47251726686178425
705,B021D,m249,0.3764023203564701
706,B203D,m228,0.5259459410842424
707,B033,m249,0.37436706907734785
708,SK079B,m249,0.4712406334747096
709,SK080B,m249,0.5333408479642637
710,B034,m249,0.41424963815932386
711,B457,m285,0.5843398385860249
712,DAO47,m249,0.496958192158964
713,B022D,m249,0.4322386559678058
714,V034,m249,0.3786080591657121
715,SK098C,m228,0.5678415353371542
716,C009,m249,0.49100663948172857
717,SK028A,m249,0.39315975712748774
718,SK065D,m265,0.46261473669166076
719,B035,m265,0.44913875410270515
720,B036,m249,0.5254694270721731
721,SK029A,m228,0.5708646424679581
722,B204D,m285,0.5506280151926581
723,B023D,m249,0.4794857953808417
724,B024D,m249,0.39448398341983726
725,SK030A,m249,0.5400404010590187
726,B025D,m249,0.3962017673863482
727,B026D,m249,0.3971608404990966
728,B037,m249,0.42861751180899116
729,SK031A,m249,0.43530581975714516
730,B038,m249,0.46447064484609235
731,B251,m249,0.4056222934909151
732,C037,m249,0.4931094306932709
733,G099,m249,0.4932284896919685
734,B027D,m265,0.42391853367924465
735,SK081B,m249,0.4113538042765921
736,B028D,m249,0.45462756315696257
737,B039,m249,0.4837577363416936
738,B205D,m228,0.4873644043005593
739,C015,m249,0.4551275321489397
740,SK032A,m249,0.418047058445933
741,B029D,m265,0.43741078903297675
742,SK082B,m249,0.4530325202168653
743,SK083B,m249,0.5330949359989776
744,B040,m249,0.5681899951546421
745,C18,m169,0.25242436532314566
746,B252,m265,0.5385886272488197
747,PHF8-1,m228,0.5734922537693005
748,SK099C,m249,0.43090376715370743
749,SK033A,m249,0.5148106254569684
750,B206D,m249,0.4782841603123596
751,SK085B,m249,0.4253015843384636
752,B041,m249,0.4444016982173535
753,SK100C,m249,0.4127325695567317
754,C016,m249,0.4134251479126723
755,C017,m249,0.4453630104105484
