,Object ID,Nearest field,Distance to nearest field
756,B030D,m249,0.41494366886081746
757,B042,m249,0.4170765893012101
758,B521,m249,0.46603444299135516
759,B043,m249,0.5561689071570373
760,SK086B,m249,0.45888884975877403
761,B044,m249,0.4904952156347275
762,B343,m228,0.2794367676721482
763,B045,m265,0.5122587963413967
764,SK066D,m265,0.44643426072516745
765,B046,m265,0.44401141521575765
766,B458,m249,0.4791373896212665
767,B207D,m228,0.28612447418417947
768,B525,m249,0.444916632348807
769,B048,m249,0.45094380873564566
770,B047,m265,0.46417679905343284
771,B049,m249,0.4936702608025313
772,BH13,m265,0.527330857965784
773,B032D,m249,0.44973845539960433
774,B050,m265,0.539061746562657
775,PHF6-2,m249,0.48930189603733204
776,B051,m249,0.5500664907072488
777,V245,m249,0.48978655556967354
778,B052,m265,0.49218204949514643
779,SDSS5,m265,0.45950575514914616
780,B053,m249,0.5258759241147312
781,SK035A,m265,0.44781156896474766
782,SK036A,m249,0.48868478625223605
783,B054,m249,0.43825812429460903
784,B033D,m249,0.4344145833504313
785,KHM31-330,m249,0.47758652627793824
786,SK087B,m249,0.5216611492623654
787,B208D,m228,0.26401054309641814
788,B459,m265,0.5343925008286977
789,SK101C,m265,0.46062936471912963
790,B253,m249,0.4818302979454774
791,B034D,m249,0.49154163541724577
792,B055,m249,0.4591117364136643
793,B035D,m249,0.5103697112783173
794,B254,m249,0.4833077662109648
795,SK037A,m249,0.5504829390382918
796,B522,m249,0.4866355227795558
797,SK039A,m249,0.5135770189811598
798,B056,m249,0.4600021572286557
799,SK088B,m249,0.5339027162234439
800,B537,m249,0.45034838595918997
801,B057,m249,0.4970659706515805
802,KHM31-340,m249,0.49599120579847666
803,B058,m249,0.5375754330629701
804,KHM31-341,m249,0.4940874481130324
805,SK040A,m248,0.4782480725812966
806,KHM31-345,m248,0.5104504932970579
807,B059,m248,0.4590833447448146
808,KHM31-347,m248,0.5069175772806527
809,SK067D,m248,0.5398209695043888
810,SK089B,m248,0.5328129682072701
811,B460,m209,0.5473143077563917
812,KHM31-350,m248,0.4939354532034588
813,SK102C,m248,0.5031828910108292
814,KHM31-151,m248,0.5401744871397918
815,DAO51,m228,0.3103592345303968
816,KHM31-152,m248,0.5339046037432367
817,SK090B,m228,0.3919477592682187
818,B060,m248,0.43826020915440417
819,B036D,m266,0.4467995830166625
820,B037D,m248,0.517707497701993
821,SK091B,m248,0.5306608141247182
822,B255,m248,0.5072739004012047
823,B061,m266,0.561437193024709
824,C018,m248,0.512494057793815
825,B062,m266,0.4790963109937968
826,BH14,m248,0.513208591796431
827,B038D,m248,0.44500662369758237
828,B063,m266,0.5643813543041958
829,B256,m266,0.479584488366061
830,SK068D,m266,0.4838970368461708
831,B064,m248,0.4356395703110759
832,B065,m228,0.5360075139678137
833,B039D,m248,0.508837269391508
834,SK041A,m248,0.4600422361764693
835,B344,m266,0.42188258177208554
836,SK104C,m228,0.24470565943307584
837,B526,m248,0.46143148054636257
838,B066,m248,0.5357606230086543
839,B067,m248,0.4189049624599606
840,B068,m248,0.4304082869526188
841,B257,m248,0.43261123747256913
842,SK092B,m248,0.5059212118410625
843,SK042A,m248,0.4368543220155169
844,B461,m266,0.4647520593475461
845,B040D,m248,0.47086420754966823
846,B041D,m248,0.4596095336131006
847,SK043A,m248,0.49813392328427847
848,C19,m022,0.9984937188203539
849,B069,m248,0.54397859817198
850,B042D,m248,0.4110744891984554
851,SK044A,m248,0.45166788835722127
852,SK093B,m248,0.46034189436733836
853,B043D,m248,0.46441937283416357
854,B070,m248,0.41048674899369275
855,B044D,m248,0.41342018738941627
856,SK105C,m266,0.41594308655018875
857,B071,m248,0.42467044872187293
858,B073,m248,0.4158728838575222
859,B072,m248,0.5043068098902145
860,C019,m248,0.4115844319844822
861,B258,m248,0.41157739464445975
862,SK094B,m248,0.40871455950433133
863,C020,m248,0.5016507920712802
864,B074,m266,0.42649152063802137
865,SK106C,m248,0.4174946372414871
866,DAO52,m248,0.463463189317374
867,B075,m248,0.47752947318209205
868,C20,m209,0.4275998991755828
869,G137,m266,0.5516158718440373
870,MITA140,m248,0.45367043840898624
871,SK045A,m248,0.4898388064284065
872,B045D,m248,0.4830005506770594
873,DAO53,m228,0.4931400066783789
874,B076,m248,0.39672202976119536
875,B046D,m248,0.43670732605399465
876,SK069D,m266,0.404748882569105
877,B527,m266,0.5317258307987652
878,DAO54,m228,0.23258010743599813
879,B077,m248,0.39653319473551546
880,B047D,m266,0.5316919017135653
881,B529,m248,0.5228514862137353
882,B078,m248,0.4481575730551913
883,B079,m266,0.5346449375676376
884,B080,m248,0.45627509508701464
885,B048D,m248,0.4735223082588272
886,C021,m248,0.4722573345192131
887,SK046A,m248,0.49607478535642247
888,B081,m248,0.47068322147034547
889,B345,m228,0.21205466075749005
890,SK107C,m266,0.4770325071931204
891,SK047A,m248,0.45517324303691126
892,SK095B,m248,0.4448944958711159
893,B462,m266,0.42245432901045255
894,B538,m248,0.45393364637702804
895,B539,m248,0.4567517265501012
896,B082,m248,0.38367442356400067
897,G145,m228,0.22653677184392257
898,B049D,m248,0.3820968371650763
899,B083,m266,0.3921927892342038
900,SK096B,m248,0.50293040981726
901,SK097B,m248,0.496890567408264
902,SK070D,m228,0.30236872876411575
903,SK098B,m248,0.4344272245399374
904,B050D,m248,0.37750362320659414
905,B084,m248,0.4420140195132013
906,SK048A,m248,0.40581182862968035
907,B085,m228,0.5130104627167563
908,B086,m248,0.4009801598015473
909,B259,m266,0.40080517222471895
910,SK049A,m248,0.42188695398001286
911,SK099B,m248,0.5219929344810227
912,B087,m266,0.42765099219487446
913,B346,m228,0.3650199005683546
914,SK071D,m266,0.45185311162817643
915,SK100B,m248,0.427967462799402
916,B051D,m248,0.36426983083654996
917,B540,m248,0.4457978931982493
918,B052D,m248,0.36319752444674147
919,B088,m266,0.48317153810225955
920,B090,m248,0.36376005953553114
921,B089,m266,0.41145743736042406
922,SK072D,m248,0.47004055454947535
923,SK101B,m248,0.5290059636849512
924,SK050A,m248,0.3945177658425054
925,B091,m248,0.4617079802140911
926,B092,m248,0.3628619672532919
927,SK102B,m228,0.24557986917295865
928,B347,m266,0.363919559502227
929,B348,m266,0.3603738293618592
930,B093,m248,0.4544473010765337
931,SK108C,m228,0.4866249389592296
932,B209D,m266,0.5208330637620342
933,H17,m169,0.3969232832523374
934,SK103B,m266,0.42229088744158993
935,B349,m228,0.47197203947544825
936,SK104B,m228,0.45147237078324737
937,B053D,m248,0.37372262769064885
938,SK105B,m248,0.4445311888515789
939,B094,m248,0.3717513826953545
940,NB31,m248,0.4127363029729316
941,2M015,m186,0.5730582935945265
942,NB66,m248,0.4286542149432841
943,B095,m248,0.34784676145703003
944,B096,m248,0.4223940645141432
945,NB36,m248,0.4071644201480813
946,C022,m248,0.3469764891701426
947,B054D,m248,0.4204675429522528
948,NB73,m248,0.40360827975819813
949,NB22,m248,0.42870268352011814
950,NB56,m248,0.37640808081478566
951,NB23,m248,0.40996972085540917
952,NB60,m248,0.4109173131723016
953,NB79,m248,0.3849364764406754
954,NB83,m248,0.37237728501682416
955,NB32,m248,0.4010943544627261
956,B055D,m248,0.42731347958431815
957,B098,m248,0.3534916918667839
958,B097,m248,0.4867999695607248
959,B463,m228,0.4392480714938869
960,BH15,m228,0.401803973117529
961,SDSS6,m228,0.29026648342642425
962,B099,m248,0.3531761879092045
963,B515,m266,0.45391692732580363
964,SK106B,m248,0.4048736755251434
965,B056D,m266,0.4419813402099082
966,B350,m228,0.26933912268446325
967,NB84,m248,0.36712519444633696
968,NB102,m248,0.40216181105645127
969,B100,m248,0.41893772172859994
970,B101,m248,0.3425773423445367
971,NB108,m248,0.37940971373180193
972,NB46,m248,0.42112914297366666
973,B210D,m228,0.32650162355277806
974,NB65,m248,0.41952478910553376
975,B103,m248,0.40093114633600824
976,NB85,m248,0.36247105521669476
977,B102,m266,0.4400549159191196
978,V234,m248,0.3355041287637285
979,NB54,m248,0.36584256476833793
980,B104,m248,0.3954840645041497
981,SK109C,m248,0.45663217756374586
982,NB70,m248,0.4067893205141458
983,NB107,m248,0.3771905194981078
984,C023,m248,0.4478374345234753
985,B464,m266,0.36783294360158886
986,B057D,m248,0.4268774159998776
987,B105,m266,0.4815757135612488
988,B058D,m248,0.4453249337842463
989,NB77,m248,0.37782483845144593
990,B059D,m248,0.3748335113850307
991,B106,m248,0.3542675540471405
992,NB51,m248,0.36226351857653105
993,B108,m248,0.3377884217517927
994,B107,m248,0.4131766502479224
995,NB63,m248,0.4187533313730394
996,NB43,m248,0.4198407301854545
997,NB81,m248,0.3613244500684325
998,NB61,m248,0.41361166273899197
999,NB82,m248,0.35953990786609097
1000,NB24,m248,0.3763062437515516
1001,B060D,m248,0.42251111547503184
1002,SK051A,m248,0.3773020633069286
1003,B109,m248,0.3411878304697473
1004,NB48,m248,0.4077873905895306
1005,B061D,m248,0.4314479241466086
1006,NB37,m248,0.3771481778981286
1007,SK107B,m248,0.3404079449555832
1008,SK110C,m228,0.15488889010668605
1009,NB16,m248,0.414994077081601
1010,B110,m248,0.325552976345499
1011,NB75,m248,0.37881430434806207
1012,B111,m248,0.3325780819898832
1013,B260,m266,0.46483895897301425
1014,B112,m248,0.38942263749986017
1015,NB76,m248,0.3724615793455023
1016,B113,m248,0.42850346182553195
1017,G171,m285,0.33116572077852763
1018,NB47,m248,0.4046442504059432
1019,B062D,m248,0.3666789700841683
1020,NB67,m248,0.4072595890021906
1021,B114,m248,0.34747287460486986
1022,B117,m248,0.34505041195473246
1023,NB55,m248,0.38027209750098034
1024,NB17,m248,0.3847239569539834
1025,B115,m248,0.35589412910804863
1026,V229,m248,0.3540015540988635
1027,B118,m248,0.3639172898774048
1028,B116,m266,0.44508188643771024
1029,NB35,m248,0.3952360709693802
1030,NB86,m248,0.3406550885062941
1031,B063D,m248,0.4169868372668374
1032,SK108B,m228,0.3939130756948319
1033,SK110B,m266,0.4738310628215118
1034,NB64,m248,0.40681484685845765
1035,NB53,m248,0.3597279731298809
1036,SK109B,m248,0.37929579780245004
1037,NB29,m248,0.38482744190673185
1038,2M026,m169,0.5006645845837233
1039,SK073D,m266,0.3363375026897386
1040,SK074D,m266,0.38263583166022125
1041,B064D,m248,0.3567331187803025
1042,B119,m248,0.3809620315176003
1043,B261,m248,0.38181446854760187
1044,NB57,m248,0.34525754959513066
1045,NB80,m248,0.35148940392592865
1046,B120,m248,0.38712590995090573
1047,NB28,m248,0.38002083983063295
1048,SK052A,m266,0.31510334037935217
1049,NB38,m248,0.34327032766242627
1050,NB68,m248,0.3941431429451115
1051,NB105,m248,0.38540502094622753
1052,NB21,m248,0.3615060669561043
1053,B351,m266,0.4612926282693948
1054,NB27,m248,0.34226022969872527
1055,B352,m266,0.36250706489257806
1056,NB74,m248,0.36738404477745723
1057,B065D,m248,0.38667137068137714
1058,B066D,m248,0.39621378044894134
1059,SK075D,m266,0.4090703057904591
1060,B121,m248,0.402270803862621
1061,B211D,m228,0.17620117837606356
1062,B067D,m266,0.39252186725481303
1063,SK111B,m248,0.3674876792930929
1064,NB25,m248,0.33936846765281736
1065,NB91,m248,0.334649758952621
1066,B068D,m248,0.4028127453904471
1067,B122,m266,0.4219077682344309
1068,B069D,m248,0.4135386617230052
1069,B123,m248,0.31612366675044595
1070,SK053A,m228,0.1508779905465497
1071,B212D,m228,0.16343357559247484
1072,B124,m248,0.3471792707293439
1073,SK111C,m228,0.13486575297973585
1074,NB58,m248,0.3439490934190761
1075,B125,m248,0.29632995816294627
1076,V270,m266,0.4389886700212587
1077,DAO55,m228,0.32288517105080217
1078,B213D,m285,0.5105063140841396
1079,B215D,m248,0.31694864358762076
1080,B214D,m285,0.41640136345205675
1081,B126,m248,0.32024174361658053
1082,B070D,m248,0.4018867393557695
1083,NB62,m248,0.3312878881480351
1084,B127,m248,0.33299447639398416
1085,SK112C,m248,0.3359470343948529
1086,NB89,m248,0.33261837745029704
1087,NB87,m248,0.37282730274714815
1088,SK054A,m248,0.29303895232511445
1089,SK113C,m248,0.36070862880554433
1090,NB90,m248,0.32198589208890277
1091,B071D,m248,0.4023333078494754
1092,B072D,m248,0.4734161467847733
1093,NB30,m248,0.3589511419924092
1094,BH16,m248,0.3555529968643749
1095,B073D,m248,0.39121532481076454
1096,B523,m248,0.3647311138556308
1097,B216D,m266,0.28659939757551117
1098,NB44,m248,0.3571523117196755
1099,NB42,m248,0.35445064199823595
1100,NB92,m248,0.3069387347531907
1101,NB18,m248,0.3633516593448845
1102,B353,m248,0.3340454592516527
1103,B354,m266,0.32219410713075225
1104,B074D,m248,0.3259895867061806
1105,B128,m248,0.2987736466561664
1106,NB95,m248,0.33151454385673507
1107,SK114C,m228,0.14515320760441616
1108,NB41,m248,0.3348295850301918
1109,B129,m248,0.4377933183992002
1110,NB39,m248,0.3318560235917654
1111,NB52,m248,0.3021544330791431
1112,B075D,m248,0.32591835345351017
1113,B130,m266,0.4516139038260684
1114,AU007,m248,0.3392908608889007
1115,AU008,m248,0.35451195261177343
1116,SK006E,m266,0.3076274021131172
1117,B076D,m248,0.338024300114194
1118,NB45,m248,0.3110963022848365
1119,NB94,m248,0.32826887076491706
1120,SK115C,m248,0.40322088048903576
1121,B262,m248,0.36582183349448033
1122,B077D,m248,0.3567898693238821
1123,B530,m248,0.4352509173019725
1124,BH18,m248,0.28628324280235296
1125,B131,m248,0.33902341531234503
1126,BH17,m248,0.2874983710505188
1127,NB101,m248,0.29837164889204254
1128,NB59,m248,0.3144307565399233
1129,SK116C,m248,0.40852599023457564
1130,B132,m248,0.3233870097903759
1131,C024,m248,0.2846665891525831
1132,B133,m248,0.4106081672402426
1133,B134,m248,0.3082345773410338
1134,NB50,m248,0.2987449368245625
1135,SK055A,m248,0.43424546667513086
1136,B078D,m248,0.39254199976223575
1137,B135,m266,0.429142811940171
1138,B263,m248,0.3856323388473736
1139,B355,m266,0.2899460989723235
1140,B264,m248,0.324197125951968
1141,NB40,m248,0.29357719734304427
1142,2M027,m209,0.1998447671853086
1143,B136,m248,0.35869007967012084
1144,B079D,m248,0.396961012849065
1145,B137,m266,0.41095625119823703
1146,NB103,m248,0.3134958654794022
1147,B080D,m248,0.3216974801449141
1148,SK056A,m248,0.2627407713542266
1149,C21,m022,0.8310783529640343
1150,MCEC2,m306,0.23657524074943131
1151,SK113B,m248,0.2690187534255501
1152,B081D,m248,0.2569755168698142
1153,B083D,m248,0.25870905308993297
1154,B082D,m248,0.3653105947037884
1155,B138,m248,0.342978017005908
1156,NB97,m248,0.3018404511272273
1157,B524,m248,0.25466694228096365
1158,NB49,m248,0.2952079605363034
1159,NB104,m248,0.29878008225953134
1160,SK114B,m248,0.265303861545672
1161,NB99,m248,0.29094486077131737
1162,B139,m248,0.338782308028681
1163,SK115B,m248,0.4673663890437784
1164,B084D,m248,0.33670889413673916
1165,B085D,m248,0.32661475886793134
1166,C002,m248,0.335433130235561
1167,SK116B,m228,0.32601106325833473
1168,B086D,m248,0.3354506205289868
1169,BH19,m248,0.35892546578457674
1170,NB98,m248,0.2961081214867765
1171,NB100,m248,0.28607777051548045
1172,NB26,m248,0.2834461106389012
1173,PHF4-2,m248,0.3359493619115712
1174,BH20,m248,0.28032112913158364
1175,SK057A,m248,0.39198688373893636
1176,B217D,m266,0.2580397151016761
1177,AU010,m248,0.3184547357942888
1178,NB106,m248,0.29145028736043144
1179,NB34,m248,0.29803477682597407
1180,B140,m248,0.2537434740899545
1181,B087D,m248,0.25445680782465513
1182,SK076D,m266,0.3515574881756752
1183,C025,m248,0.24348555075119616
1184,B142,m248,0.369106957685414
1185,B141,m266,0.39335216703366094
1186,B218D,m266,0.3584450397243735
1187,B088D,m248,0.24243067848557287
1188,B143,m248,0.34236759076123013
1189,B144,m248,0.30604842908234964
1190,B465,m248,0.29240265729853865
1191,SK118B,m248,0.3586128332518672
1192,B219D,m266,0.45276853317240157
1193,SK077D,m248,0.3948328044725231
1194,SK078D,m248,0.38422669594784903
1195,B466,m228,0.22198413376023218
1196,SK117C,m248,0.40568866008989163
1197,B090D,m248,0.3035810555278895
1198,BH21,m248,0.2937152457561942
1199,B089D,m248,0.4311111162584951
1200,B091D,m266,0.42277362827663567
1201,B145,m248,0.26803220874285605
1202,B092D,m248,0.27367094757494415
1203,B093D,m248,0.3408101791206376
1204,B265,m248,0.3051001713503027
1205,B146,m248,0.2911539296562264
1206,B147,m248,0.35980871998173164
1207,B266,m266,0.2933748005398161
1208,C22,m062,0.2900169851919493
1209,BH23,m248,0.34755846092939907
1210,B148,m248,0.31842596412954643
1211,BH22,m248,0.3166714710585894
1212,B220D,m228,0.34615095530617246
1213,SK118C,m248,0.27636770379481834
1214,B149,m266,0.3596868263151096
1215,B094D,m248,0.25205875515266846
1216,B267,m248,0.3826581688402819
1217,SK119B,m248,0.29058104740351803
1218,B221D,m285,0.44800887389368715
1219,SK058A,m266,0.22620594129764893
1220,SK120B,m248,0.37822187800402624
1221,SK079D,m248,0.3691613678426596
1222,B467,m266,0.2864131377068665
1223,SK080D,m266,0.34426351354191154
1224,B268,m248,0.24739465534046848
1225,B269,m248,0.43763839025082685
1226,B150,m248,0.33814315102405385
1227,B222D,m228,0.11359856764959567
1228,PHF6-1,m248,0.312027083466453
1229,G204,m248,0.2950470097422876
1230,SK081D,m266,0.24461207902061388
1231,SK121B,m248,0.41171821508373474
1232,SK119C,m248,0.21726904634324087
1233,SK122B,m228,0.45610479016173355
1234,SK123B,m266,0.35790616792589813
1235,PAndAS-35,m228,0.4302324591461986
1236,B151,m248,0.34996071977945864
1237,B223D,m285,0.34666712450345605
1238,SK059A,m248,0.31678966582408336
1239,B152,m248,0.3071697205951063
1240,SK120C,m248,0.29566521771127563
1241,B356,m266,0.21278147901547143
1242,B153,m248,0.2668483299788438
1243,SK082D,m266,0.23183338875756704
1244,BH24,m248,0.2817496078106008
1245,SK060A,m248,0.24917598141524724
1246,B528,m248,0.3767582157315043
1247,BH25,m248,0.2052139914500427
1248,C026,m248,0.20454160538001578
1249,B154,m248,0.275978705227796
1250,B468,m228,0.3812305688290562
1251,V272,m266,0.43466184415505726
1252,B357,m228,0.008840688382732822
1253,B155,m248,0.1993997340103984
1254,B225D,m228,0.15995676101793194
1255,SK061A,m266,0.29294513967010866
1256,B156,m248,0.20543782190774426
1257,B157,m248,0.2248790967984877
1258,B095D,m248,0.20726343464106817
1259,B224D,m266,0.4306300502917392
1260,B158,m248,0.199881686371192
1261,SK062A,m266,0.20432079549496643
1262,SK007E,m228,0.20324150844899766
1263,B159,m248,0.3927075681292855
1264,B226D,m266,0.2351162897068367
1265,B160,m248,0.2004614339453852
1266,SK121C,m266,0.20725912000104688
1267,B227D,m228,0.08294063551576104
1268,B161,m248,0.2218133000684772
1269,SK008E,m266,0.26440191859521733
1270,SK122C,m266,0.39504018332673474
1271,SK063A,m248,0.43078235627931827
1272,B096D,m266,0.298928842138571
1273,B162,m248,0.37337306151884914
1274,B097D,m248,0.19031642259063072
1275,B098D,m266,0.37897514998729914
1276,B270,m248,0.23851729307721656
1277,B163,m248,0.4256454417208144
1278,B358,m228,0.36083619196526456
1279,B164,m248,0.2241710330193854
1280,B165,m248,0.21000431478810175
1281,SK124B,m266,0.2614211961592557
1282,SK064A,m248,0.20316540192400248
1283,SK125B,m266,0.4417240819132351
1284,B228D,m228,0.2247252713100085
1285,B469,m266,0.3688035587052221
1286,SK065A,m266,0.2641950007126763
1287,B166,m248,0.21896495776052613
1288,B167,m248,0.2340372912097207
1289,SK126B,m248,0.29907297617836975
1290,SK123C,m228,0.22127387801088366
1291,B229D,m228,0.35467689698594157
1292,B168,m266,0.21063729590824123
1293,SK127B,m266,0.19724569776347808
1294,SK128B,m266,0.24712880886057056
1295,B169,m248,0.24481931827675987
1296,B271,m248,0.3835559431034935
1297,B170,m248,0.28738692841473157
1298,SK124C,m266,0.3150608476937068
1299,SK066A,m266,0.26812759910985773
1300,DAO60,m266,0.1901859980999112
1301,B230D,m228,0.2382050654835191
1302,B272,m266,0.2854858284390706
1303,B171,m248,0.2417362427299725
1304,B172,m248,0.3216062392332547
1305,SK129B,m248,0.27340539069615816
1306,SK130B,m266,0.16586291176865692
1307,B273,m248,0.2660201013724293
1308,SK132B,m266,0.23808066678961834
1309,SK131B,m266,0.4499245769254039
1310,SK133B,m228,0.24209216905281797
1311,DAO62,m248,0.32752790192505987
1312,SK125C,m248,0.16360629814247613
1313,SK067A,m266,0.3045366142876739
1314,B536,m248,0.20091486144742415
1315,SK134B,m228,0.4232225097296164
1316,C038,m266,0.31678852751688596
1317,SK068A,m248,0.16859707666915535
1318,SK083D,m248,0.22291806791546148
1319,B173,m248,0.333522650819651
1320,G225,m209,0.07956701351457597
1321,SK126C,m228,0.12193427578262378
1322,B175,m248,0.21987110540368834
1323,B174,m266,0.25316400543340156
1324,B176,m248,0.2969172872284162
1325,B177,m248,0.1454132811878499
1326,B178,m248,0.31073257282093736
1327,B179,m248,0.2664550895441447
1328,B180,m248,0.14948641907120508
1329,C23,m084,0.15620543076144316
1330,B181,m266,0.394298261942105
1331,SK135B,m266,0.31747273730285985
1332,SK084D,m248,0.236636713573737
1333,B231D,m266,0.4599614386629392
1334,SK069A,m266,0.18627328208966867
1335,SK127C,m266,0.22122689442628052
1336,B099D,m248,0.1996102297628276
1337,V254,m248,0.1567855580432276
1338,B100D,m248,0.22993504729787234
1339,H18,m327,0.23574924646505538
1340,B232D,m248,0.4488178829330847
1341,B182,m248,0.1378470950327386
1342,B183,m248,0.13222297448517026
1343,B185,m248,0.20712385268087125
1344,B184,m266,0.2745353994134672
1345,B470,m266,0.33618054062937475
1346,SK136B,m266,0.1561479310008033
1347,B186,m266,0.27616584197418637
1348,B187,m266,0.37725186080873263
1349,SK137B,m248,0.14955071380801938
1350,B274,m266,0.3526039576250469
1351,SK138B,m248,0.14747152130705415
1352,SK070A,m266,0.38414284143475685
1353,B101D,m248,0.19978158341452126
1354,B233D,m214,0.33139543935962984
1355,SK139B,m266,0.12265060627562653
1356,B188,m248,0.3461564381869106
1357,B471,m266,0.3030265010684781
1358,SK128C,m228,0.24166993819028426
1359,B234D,m214,0.3643687496900645
1360,B189,m266,0.2858760866900032
1361,SK129C,m266,0.13578344753645907
1362,SK140B,m248,0.14309728590896104
1363,B190,m266,0.3046258768989599
1364,B191,m248,0.36562422287047147
1365,C24,m037,0.4250206574074129
1366,SK130C,m266,0.12638840321439704
1367,B192,m266,0.2517991864962954
1368,B102D,m248,0.28023105232383333
1369,SK141B,m266,0.13563068258378919
1370,SK142B,m248,0.16234248091365178
1371,M001,m248,0.24517593309495928
1372,B194,m248,0.1011746052764588
1373,SK131C,m248,0.39902138596847925
1374,B193,m266,0.258002070606786
1375,SK071A,m266,0.2188907484905665
1376,SK072A,m248,0.3101014608623781
1377,SK132C,m248,0.39446968989603787
1378,SK009E,m228,0.38622494643262734
1379,B103D,m248,0.38421589104421117
1380,B472,m248,0.3795472609472997
1381,SK073A,m248,0.10172190523058929
1382,B195,m248,0.09567608869678795
1383,B196,m248,0.37897749067010617
1384,SK085D,m228,0.34578894906855
1385,B235D,m266,0.0933655099343153
1386,B104D,m248,0.1807422296283423
1387,B236D,m228,0.29742188457478724
1388,B197,m266,0.3610865075393057
1389,B199,m248,0.13681098047421986
1390,C010,m248,0.0918963048960799
1391,B198,m266,0.3331885291776549
1392,SK074A,m266,0.17914982629917725
1393,B200,m266,0.37326972818763976
1394,SK143B,m266,0.11161226047244216
1395,SK133C,m248,0.4566661805532855
1396,B105D,m248,0.20043442763071895
1397,SK086D,m228,0.2349834813655239
1398,SK144B,m266,0.16385319755882663
1399,SK134C,m266,0.25935943899947483
1400,SK075A,m266,0.22609761539303574
1401,SK145B,m266,0.09914313132664104
1402,B201,m248,0.11460277753479338
1403,SK146B,m266,0.08347603165312141
1404,SK076A,m266,0.12624935930170145
1405,SK147B,m228,0.20410237761262504
1406,C027,m248,0.1740260899536837
1407,M003,m248,0.17225474282291153
1408,B106D,m248,0.1881666102835919
1409,B202,m248,0.0979759123139471
1410,C028,m248,0.10010542053040465
1411,SK148B,m266,0.3739922349195557
1412,B360,m228,0.21328417964586147
1413,B203,m266,0.3172991792207829
1414,C039,m248,0.11669797122523028
1415,SK077A,m248,0.2589762109663456
1416,B107D,m266,0.15356663420185193
1417,B204,m248,0.29538479937339024
1418,B275,m248,0.11663897187351083
1419,SK149B,m266,0.12556445334404978
1420,G253,m248,0.36515373823662745
1421,B361,m228,0.15750398185741307
1422,B108D,m266,0.11504962279783065
1423,C25,m011,2.465466929908885
1424,B237D,m266,0.16098004671853414
1425,SK151B,m266,0.27143380236286857
1426,M004,m248,0.1633832417443189
1427,C029,m266,0.11450645024740971
1428,M005,m248,0.28642650364635774
1429,B205,m248,0.33668257286443687
1430,SK078A,m248,0.34315446166312147
1431,B206,m266,0.35290193462481095
1432,B109D,m248,0.37816503901230236
1433,B110D,m266,0.24840416740064122
1434,C011,m266,0.21559359846106024
1435,SK152B,m248,0.2831095296150997
1436,B207,m248,0.05878264735285403
1437,B238D,m266,0.05932409278739092
1438,SK153B,m266,0.07230099416696469
1439,B208,m248,0.31200861408814246
1440,SK154B,m266,0.05858863485827802
1441,M009,m248,0.21359889867506718
1442,G260,m285,0.19646002504327045
1443,C26,m022,0.41734561333984166
1444,SK135C,m248,0.049394157397767945
1445,SK155B,m248,0.17719635432382236
1446,B239D,m266,0.45579195732961175
1447,B209,m248,0.34793114278559845
1448,B276,m248,0.05943752428002859
1449,B210,m248,0.1669397567324518
1450,M012,m248,0.2855895123865013
1451,B211,m248,0.259290323703146
1452,B212,m248,0.04236913644285425
1453,B213,m266,0.34481727750155705
1454,SK156B,m266,0.22920082490315133
1455,B214,m248,0.3617836463685258
1456,SK136C,m228,0.194642070620768
1457,SK079A,m266,0.3194703372877377
1458,B111D,m266,0.20528660250586525
1459,SK137C,m248,0.18864736904042406
1460,B215,m266,0.3257714716489601
1461,SK080A,m266,0.05065637951216538
1462,B240D,m266,0.18164217740899072
1463,SK081A,m266,0.06562224103150215
1464,SK082A,m266,0.0761279216217873
1465,SK157B,m266,0.07608413762508079
1466,M016,m248,0.32064501711539073
1467,B216,m266,0.22241721280924537
1468,B362,m266,0.16074966272973024
1469,SK158B,m266,0.28735486195500226
1470,SK083A,m266,0.028011573884469995
1471,G268,m285,0.1183865538963684
1472,DAO67,m266,0.13134846733737612
1473,SK087D,m266,0.12247129100010432
1474,B217,m248,0.3192022396819084
1475,SK159B,m248,0.22175868067044632
1476,SK160B,m266,0.3189721262472287
1477,V285,m248,0.34452490977375
1478,M019,m248,0.31995065807188205
1479,SK138C,m266,0.3336422291468501
1480,H126,m266,0.13005487694371076
1481,B241D,m266,0.16222079640755693
1482,SK161B,m266,0.24273532348975732
1483,G270,m266,0.2961555134981553
1484,SK162B,m266,0.265055504821027
1485,SK084A,m248,0.27446105773115276
1486,SK163B,m248,0.21044878642737241
1487,SK088D,m266,0.06871991527595799
1488,B242D,m214,0.3018230867451216
1489,M020,m248,0.2931427693657327
1490,C030,m248,0.29570436825649526
1491,B218,m248,0.24328163938166236
1492,SK089D,m228,0.3623745347039682
1493,H19,m186,0.23887345624795522
1494,B219,m248,0.1324391948933425
1495,SK139C,m266,0.041259253610144514
1496,SK140C,m248,0.4714299836753346
1497,B277,m248,0.158874873252787
1498,B363,m228,0.43445091769063704
1499,SK141C,m266,0.031131770819767795
1500,G273,m285,0.23883288318393192
1501,B243D,m266,0.017074083896647375
1502,B364,m214,0.2520951259970026
1503,M023,m248,0.2739178057557407
1504,B244D,m285,0.3657947851373818
1505,B220,m266,0.34262282620920603
1506,SK164B,m266,0.007472395991843796
1507,M025,m248,0.3237817186568936
1508,SK090D,m266,0.08095032107959645
1509,SK165B,m248,0.11320574486922523
